s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
 8.1115942E+000, 3.9072082E+002, 4.4048761E+002, 4.2456798E+002, 2.3094529E+002, 1.3495357E+002, 5.5264647E+001, 3.4391624E+001, 3.1578297E+001, 2.0030651E+001, 2.0046739E+001, 2.0058545E+001, 2.0233678E+001, 2.0352620E+001, 2.0277373E+001, 2.0173834E+001, 2.0141868E+001
 8.2007217E+000, 3.8687284E+002, 4.3535560E+002, 4.4192176E+002, 2.4868352E+002, 1.3516661E+002, 5.4114412E+001, 3.4585833E+001, 3.1568021E+001, 2.0031066E+001, 2.0047325E+001, 2.0059955E+001, 2.0238031E+001, 2.0358538E+001, 2.0283222E+001, 2.0181492E+001, 2.0155568E+001
 8.3047037E+000, 1.0578241E+002, 4.3934272E+002, 4.4544417E+002, 2.8131606E+002, 1.3575379E+002, 5.2668873E+001, 3.3976315E+001, 3.1033891E+001, 2.0032297E+001, 2.0049449E+001, 2.0060836E+001, 2.0234841E+001, 2.0350885E+001, 2.0278040E+001, 2.0181831E+001, 2.0160874E+001
 8.4086857E+000, 2.4746619E+002, 4.6239015E+002, 4.4414663E+002, 3.2672517E+002, 1.3676576E+002, 5.2157544E+001, 3.3867700E+001, 3.0890069E+001, 2.0033681E+001, 2.0051650E+001, 2.0060808E+001, 2.0237931E+001, 2.0355419E+001, 2.0281600E+001, 2.0185056E+001, 2.0166503E+001
 8.5126667E+000, 3.1111930E+002, 5.0320464E+002, 4.5767564E+002, 3.6043930E+002, 1.3785196E+002, 5.2044814E+001, 3.3971022E+001, 3.0939074E+001, 2.0034949E+001, 2.0053544E+001, 2.0060758E+001, 2.0237710E+001, 2.0352845E+001, 2.0278767E+001, 2.0184970E+001, 2.0171004E+001
 8.6041880E+000, 3.4547091E+002, 5.1994756E+002, 4.7749485E+002, 3.6597618E+002, 1.3640965E+002, 5.2058461E+001, 3.3840527E+001, 3.0743773E+001, 2.0034967E+001, 2.0053684E+001, 2.0061502E+001, 2.0242665E+001, 2.0359289E+001, 2.0283033E+001, 2.0187413E+001, 2.0174172E+001
 8.7140121E+000, 3.3511310E+002, 4.8518499E+002, 4.6523406E+002, 3.5214902E+002, 1.3510687E+002, 5.1679500E+001, 3.3884153E+001, 3.0630393E+001, 2.0034978E+001, 2.0053773E+001, 2.0062870E+001, 2.0238901E+001, 2.0351345E+001, 2.0279060E+001, 2.0188864E+001, 2.0179717E+001
 8.8003035E+000, 3.1722821E+002, 4.5066633E+002, 4.3077815E+002, 3.2916000E+002, 1.3572864E+002, 5.0413861E+001, 3.3720819E+001, 3.0150697E+001, 2.0035830E+001, 2.0055252E+001, 2.0064860E+001, 2.0243353E+001, 2.0355622E+001, 2.0282754E+001, 2.0191863E+001, 2.0182822E+001
 8.9009762E+000, 3.0692144E+002, 4.4684377E+002, 4.0983928E+002, 2.9882948E+002, 1.3800879E+002, 4.9284636E+001, 3.4141280E+001, 3.0346305E+001, 2.0037941E+001, 2.0058387E+001, 2.0066734E+001, 2.0243422E+001, 2.0356470E+001, 2.0286024E+001, 2.0195214E+001, 2.0186582E+001
 9.0016489E+000, 1.5019805E+002, 4.5956528E+002, 4.0810967E+002, 2.6717394E+002, 1.4136226E+002, 4.8592258E+001, 3.3778258E+001, 3.0080805E+001, 2.0040377E+001, 2.0062321E+001, 2.0067660E+001, 2.0240504E+001, 2.0355258E+001, 2.0289130E+001, 2.0199129E+001, 2.0193940E+001
 9.1080751E+000, 2.4935407E+002, 4.8103493E+002, 4.1124166E+002, 2.4899584E+002, 1.4305984E+002, 5.0072563E+001, 3.3655898E+001, 3.0285232E+001, 2.0042980E+001, 2.0065930E+001, 2.0068201E+001, 2.0246368E+001, 2.0364487E+001, 2.0297304E+001, 2.0204009E+001, 2.0200816E+001
 9.2029943E+000, 2.8664762E+002, 4.9941416E+002, 4.1463435E+002, 2.4459155E+002, 1.4622996E+002, 5.3595164E+001, 3.3432846E+001, 3.0554892E+001, 2.0044622E+001, 2.0067470E+001, 2.0067171E+001, 2.0254303E+001, 2.0377679E+001, 2.0308117E+001, 2.0209802E+001, 2.0207902E+001
 9.3137350E+000, 3.1042813E+002, 5.0033644E+002, 4.2869176E+002, 2.4947101E+002, 1.5178807E+002, 6.0470029E+001, 3.3170138E+001, 3.0586430E+001, 2.0044979E+001, 2.0067043E+001, 2.0066991E+001, 2.0257360E+001, 2.0381744E+001, 2.0312282E+001, 2.0213398E+001, 2.0212198E+001
 9.4086552E+000, 3.4225782E+002, 4.8427326E+002, 4.5337348E+002, 2.5991890E+002, 1.5978604E+002, 7.0858647E+001, 3.3484829E+001, 3.1089523E+001, 2.0043559E+001, 2.0064443E+001, 2.0067487E+001, 2.0264176E+001, 2.0393768E+001, 2.0322265E+001, 2.0219757E+001, 2.0217840E+001
 9.5035753E+000, 3.4694763E+002, 4.6437958E+002, 4.6679545E+002, 2.7444855E+002, 1.6838532E+002, 8.2558344E+001, 3.3677129E+001, 3.1277997E+001, 2.0042777E+001, 2.0063695E+001, 2.0068570E+001, 2.0267647E+001, 2.0399665E+001, 2.0326584E+001, 2.0221867E+001, 2.0218175E+001
 9.6143150E+000, 3.7230812E+002, 4.4683091E+002, 4.6052149E+002, 2.9782273E+002, 1.8003965E+002, 9.6217836E+001, 3.5003136E+001, 3.2200769E+001, 2.0040681E+001, 2.0061729E+001, 2.0069584E+001, 2.0269177E+001, 2.0403737E+001, 2.0329992E+001, 2.0224606E+001, 2.0219356E+001
 9.7092352E+000, 2.9005999E+002, 4.3859348E+002, 4.4823254E+002, 3.2678860E+002, 1.9324888E+002, 1.0793251E+002, 3.6751531E+001, 3.3371167E+001, 2.0038586E+001, 2.0059038E+001, 2.0069668E+001, 2.0271142E+001, 2.0410410E+001, 2.0335011E+001, 2.0225784E+001, 2.0213374E+001
 9.8041553E+000, 3.0336706E+002, 4.4139108E+002, 4.3694946E+002, 3.5116066E+002, 2.0655243E+002, 1.1594032E+002, 3.8946695E+001, 3.4259852E+001, 2.0037429E+001, 2.0057398E+001, 2.0069032E+001, 2.0265571E+001, 2.0401897E+001, 2.0328210E+001, 2.0223810E+001, 2.0212273E+001
 9.9084826E+000, 3.2352619E+002, 4.5091985E+002, 4.3071793E+002, 3.6667485E+002, 2.2129615E+002, 1.2170672E+002, 4.1681721E+001, 3.5422422E+001, 2.0036757E+001, 2.0056527E+001, 2.0069535E+001, 2.0275652E+001, 2.0419541E+001, 2.0340871E+001, 2.0229231E+001, 2.0209975E+001
 1.0007999E+001, 3.7885718E+002, 4.6622264E+002, 4.3529686E+002, 3.7283029E+002, 2.3391991E+002, 1.2286377E+002, 3.8955625E+001, 3.5368786E+001, 2.0036387E+001, 2.0055843E+001, 2.0068483E+001, 2.0268643E+001, 2.0408619E+001, 2.0332888E+001, 2.0226656E+001, 2.0208898E+001
 1.0107517E+001, 3.9347717E+002, 4.8758520E+002, 4.5028914E+002, 3.7753214E+002, 2.4361286E+002, 1.1856336E+002, 3.7736178E+001, 3.5108963E+001, 2.0036868E+001, 2.0056585E+001, 2.0069151E+001, 2.0276031E+001, 2.0421522E+001, 2.0342708E+001, 2.0231604E+001, 2.0208745E+001
 1.0207034E+001, 2.8778819E+002, 5.0435098E+002, 4.7706069E+002, 3.8866147E+002, 2.5055710E+002, 1.0778596E+002, 3.7013991E+001, 3.4823270E+001, 2.0036978E+001, 2.0056744E+001, 2.0069589E+001, 2.0275712E+001, 2.0422290E+001, 2.0344582E+001, 2.0234723E+001, 2.0212621E+001
 1.0312239E+001, 3.1612374E+002, 5.1780657E+002, 5.0513529E+002, 4.1064751E+002, 2.5219595E+002, 9.2142277E+001, 3.5952588E+001, 3.3855070E+001, 2.0037751E+001, 2.0057867E+001, 2.0071309E+001, 2.0275296E+001, 2.0420339E+001, 2.0344784E+001, 2.0238214E+001, 2.0217205E+001
 1.0407633E+001, 3.6647284E+002, 5.4056722E+002, 5.1636530E+002, 4.3690149E+002, 2.4912897E+002, 7.6142069E+001, 3.5770109E+001, 3.3332678E+001, 2.0038515E+001, 2.0059099E+001, 2.0071973E+001, 2.0278138E+001, 2.0424310E+001, 2.0348033E+001, 2.0241906E+001, 2.0221601E+001
 1.0505977E+001, 3.6047758E+002, 5.5758845E+002, 5.2372771E+002, 4.5263497E+002, 2.4179366E+002, 6.1712370E+001, 3.6072170E+001, 3.3247310E+001, 2.0040334E+001, 2.0061384E+001, 2.0071856E+001, 2.0277775E+001, 2.0424749E+001, 2.0349617E+001, 2.0246050E+001, 2.0230758E+001
 1.0609349E+001, 3.6950325E+002, 5.5599882E+002, 5.3265478E+002, 4.5573155E+002, 2.2961899E+002, 4.8661521E+001, 3.6103332E+001, 3.3011593E+001, 2.0041473E+001, 2.0063560E+001, 2.0072062E+001, 2.0283557E+001, 2.0431840E+001, 2.0352204E+001, 2.0246612E+001, 2.0231798E+001
 1.0712721E+001, 3.8057367E+002, 5.4047229E+002, 5.3208466E+002, 4.5195114E+002, 2.1379276E+002, 3.8788580E+001, 3.6758595E+001, 3.3266992E+001, 2.0041543E+001, 2.0063492E+001, 2.0071996E+001, 2.0284373E+001, 2.0433343E+001, 2.0354438E+001, 2.0251603E+001, 2.0241461E+001
 1.0801325E+001, 3.4800903E+002, 5.2287575E+002, 5.2319581E+002, 4.4601214E+002, 1.9814487E+002, 3.2766220E+001, 3.7920581E+001, 3.3991363E+001, 2.0041263E+001, 2.0063185E+001, 2.0073685E+001, 2.0298869E+001, 2.0451857E+001, 2.0365195E+001, 2.0257386E+001, 2.0246041E+001
 1.0904696E+001, 2.2197855E+002, 5.1218028E+002, 5.1203992E+002, 4.3877209E+002, 1.8288719E+002, 2.8908211E+001, 3.8548707E+001, 3.4167721E+001, 2.0041696E+001, 2.0063663E+001, 2.0075953E+001, 2.0305669E+001, 2.0461625E+001, 2.0373922E+001, 2.0266718E+001, 2.0258085E+001
 1.1008068E+001, 1.9775406E+002, 5.1172604E+002, 5.0145979E+002, 4.2899306E+002, 1.7139441E+002, 2.7687938E+001, 3.9402536E+001, 3.4404819E+001, 2.0043139E+001, 2.0065886E+001, 2.0081764E+001, 2.0332830E+001, 2.0508863E+001, 2.0413815E+001, 2.0292479E+001, 2.0278520E+001
 1.1111441E+001, 2.6255787E+002, 5.1745410E+002, 4.9582692E+002, 4.1550323E+002, 1.6572422E+002, 2.8236819E+001, 4.0346909E+001, 3.4494861E+001, 2.0045593E+001, 2.0069543E+001, 2.0086791E+001, 2.0349299E+001, 2.0535479E+001, 2.0438011E+001, 2.0312894E+001, 2.0301229E+001
 1.1200045E+001, 3.0459978E+002, 5.2282530E+002, 4.9745148E+002, 4.0579526E+002, 1.6568411E+002, 2.9171683E+001, 4.1173684E+001, 3.4224903E+001, 2.0049303E+001, 2.0075058E+001, 2.0091921E+001, 2.0370212E+001, 2.0566773E+001, 2.0463819E+001, 2.0335288E+001, 2.0330346E+001
 1.1303416E+001, 3.6964828E+002, 5.2397723E+002, 5.0537364E+002, 4.0889982E+002, 1.7670890E+002, 3.1118984E+001, 4.2504400E+001, 3.4224615E+001, 2.0053406E+001, 2.0081385E+001, 2.0096969E+001, 2.0397486E+001, 2.0608125E+001, 2.0495725E+001, 2.0358711E+001, 2.0358577E+001
 1.1409741E+001, 3.0628684E+002, 5.1963084E+002, 5.1610903E+002, 4.2579009E+002, 1.9733529E+002, 3.5568146E+001, 4.3748196E+001, 3.3969880E+001, 2.0060200E+001, 2.0091387E+001, 2.0104900E+001, 2.0436121E+001, 2.0670869E+001, 2.0548486E+001, 2.0400944E+001, 2.0421549E+001
 1.1507207E+001, 3.5662988E+002, 5.1672205E+002, 5.1836743E+002, 4.4501355E+002, 2.1943286E+002, 4.3216000E+001, 4.5038843E+001, 3.3862629E+001, 2.0070173E+001, 2.0106864E+001, 2.0118778E+001, 2.0496679E+001, 2.0758224E+001, 2.0620169E+001, 2.0460278E+001, 2.0417307E+001
 1.1604671E+001, 3.5803079E+002, 5.2204508E+002, 5.1853379E+002, 4.5961522E+002, 2.3377898E+002, 5.2460420E+001, 4.5357241E+001, 3.3920817E+001, 2.0063887E+001, 2.0099973E+001, 2.0120004E+001, 2.0452999E+001, 2.0688985E+001, 2.0568459E+001, 2.0417036E+001, 2.0375553E+001
 1.1705385E+001, 1.5167650E+002, 5.3432082E+002, 5.2837396E+002, 4.7520911E+002, 2.3859174E+002, 6.0858698E+001, 4.4852298E+001, 3.3988364E+001, 2.0059023E+001, 2.0091922E+001, 2.0108572E+001, 2.0421503E+001, 2.0648455E+001, 2.0537329E+001, 2.0391910E+001, 2.0355882E+001
 1.1812596E+001, 3.8763435E+002, 5.4040094E+002, 5.4049409E+002, 4.9571579E+002, 2.3606288E+002, 6.4838323E+001, 4.3543909E+001, 3.3891715E+001, 2.0056135E+001, 2.0087317E+001, 2.0103437E+001, 2.0402654E+001, 2.0620695E+001, 2.0515193E+001, 2.0377253E+001, 2.0346495E+001
 1.1901939E+001, 3.1425118E+002, 5.3856283E+002, 5.4456362E+002, 5.0740886E+002, 2.3083489E+002, 6.1790657E+001, 4.2012835E+001, 3.3701337E+001, 2.0054352E+001, 2.0084493E+001, 2.0101715E+001, 2.0398452E+001, 2.0614817E+001, 2.0509559E+001, 2.0371689E+001, 2.0339472E+001
 1.2009151E+001, 2.7369312E+002, 5.3530188E+002, 5.4096309E+002, 5.0055135E+002, 2.2204565E+002, 5.4759633E+001, 4.1150371E+001, 3.3777891E+001, 2.0053190E+001, 2.0082283E+001, 2.0100541E+001, 2.0392961E+001, 2.0605877E+001, 2.0501936E+001, 2.0366432E+001, 2.0334635E+001
 1.2109410E+001, 2.9429434E+002, 5.3146694E+002, 5.3588525E+002, 4.8215668E+002, 2.0705400E+002, 4.5704850E+001, 4.0081504E+001, 3.3532997E+001, 2.0052351E+001, 2.0080915E+001, 2.0098985E+001, 2.0385765E+001, 2.0595318E+001, 2.0493514E+001, 2.0362020E+001, 2.0331521E+001
 1.2202719E+001, 2.8350280E+002, 5.2767072E+002, 5.3388133E+002, 4.6966768E+002, 1.9183377E+002, 3.8274439E+001, 3.9183729E+001, 3.3274258E+001, 2.0052350E+001, 2.0080735E+001, 2.0099273E+001, 2.0392121E+001, 2.0604648E+001, 2.0500246E+001, 2.0365155E+001, 2.0330595E+001
 1.2311579E+001, 3.4934803E+002, 5.2433784E+002, 5.2920269E+002, 4.7404406E+002, 1.7712689E+002, 3.2584099E+001, 3.8873607E+001, 3.3522588E+001, 2.0053193E+001, 2.0081891E+001, 2.0100295E+001, 2.0393357E+001, 2.0604501E+001, 2.0499299E+001, 2.0366570E+001, 2.0332894E+001
 1.2404887E+001, 4.0549578E+002, 5.2339321E+002, 5.2281923E+002, 4.9202253E+002, 1.6448557E+002, 2.8585357E+001, 3.8464036E+001, 3.3499795E+001, 2.0055611E+001, 2.0085338E+001, 2.0103462E+001, 2.0411225E+001, 2.0635544E+001, 2.0525323E+001, 2.0383342E+001, 2.0342270E+001
 1.2505972E+001, 4.1471535E+002, 5.2320211E+002, 5.2232387E+002, 5.0718072E+002, 1.5248673E+002, 2.7166218E+001, 3.8710514E+001, 3.3865682E+001, 2.0058679E+001, 2.0089617E+001, 2.0107206E+001, 2.0422379E+001, 2.0652438E+001, 2.0539570E+001, 2.0395682E+001, 2.0352602E+001
 1.2608611E+001, 4.4414577E+002, 5.2341305E+002, 5.2740201E+002, 5.0970839E+002, 1.3908627E+002, 2.7281766E+001, 3.9060350E+001, 3.4207339E+001, 2.0061998E+001, 2.0093673E+001, 2.0112763E+001, 2.0443241E+001, 2.0682725E+001, 2.0562546E+001, 2.0413615E+001, 2.0365117E+001
 1.2711250E+001, 4.3736914E+002, 5.2560185E+002, 5.2922911E+002, 5.0141304E+002, 1.2553025E+002, 2.8810471E+001, 3.9539631E+001, 3.4650289E+001, 2.0066434E+001, 2.0097544E+001, 2.0122222E+001, 2.0474625E+001, 2.0725322E+001, 2.0590557E+001, 2.0436406E+001, 2.0380649E+001
 1.2803522E+001, 4.0764715E+002, 5.3063744E+002, 5.2716721E+002, 4.9504142E+002, 1.1584175E+002, 3.1859045E+001, 4.0313711E+001, 3.5106664E+001, 2.0063102E+001, 2.0096515E+001, 2.0116271E+001, 2.0495178E+001, 2.0782530E+001, 2.0635218E+001, 2.0476209E+001, 2.0405194E+001
 1.2908753E+001, 3.7305194E+002, 5.3797812E+002, 5.2748182E+002, 4.9654371E+002, 1.1016032E+002, 3.5450480E+001, 4.1332362E+001, 3.5705447E+001, 2.0056459E+001, 2.0088877E+001, 2.0104956E+001, 2.0463209E+001, 2.0748117E+001, 2.0636671E+001, 2.0468213E+001, 2.0446667E+001
 1.3015489E+001, 3.2634753E+002, 5.4788604E+002, 5.3902821E+002, 5.0101403E+002, 1.0616612E+002, 3.9214854E+001, 4.2170825E+001, 3.6092941E+001, 2.0051905E+001, 2.0081889E+001, 2.0097541E+001, 2.0428451E+001, 2.0680344E+001, 2.0580688E+001, 2.0423028E+001, 2.0437656E+001
 1.3114706E+001, 3.2722698E+002, 5.5785900E+002, 5.5820121E+002, 5.0282301E+002, 1.0658612E+002, 4.3178809E+001, 4.3514023E+001, 3.6759080E+001, 2.0048986E+001, 2.0077409E+001, 2.0093190E+001, 2.0405738E+001, 2.0639449E+001, 2.0543234E+001, 2.0397484E+001, 2.0400135E+001
 1.3213924E+001, 3.5136644E+002, 5.6454154E+002, 5.6420712E+002, 5.0373809E+002, 1.0986464E+002, 4.4741209E+001, 4.4885371E+001, 3.7747488E+001, 2.0047180E+001, 2.0074708E+001, 2.0090719E+001, 2.0395491E+001, 2.0623986E+001, 2.0529160E+001, 2.0385680E+001, 2.0380870E+001
 1.3302889E+001, 2.9572036E+002, 5.6714689E+002, 5.5987421E+002, 5.0901595E+002, 1.1303766E+002, 4.3928344E+001, 4.5525914E+001, 3.8212016E+001, 2.0046105E+001, 2.0073028E+001, 2.0089272E+001, 2.0387247E+001, 2.0609055E+001, 2.0516348E+001, 2.0378254E+001, 2.0372672E+001
 1.3406680E+001, 3.0492616E+002, 5.6330346E+002, 5.6013457E+002, 5.1736553E+002, 1.1947251E+002, 4.3140183E+001, 4.6463474E+001, 3.8983836E+001, 2.0045334E+001, 2.0071961E+001, 2.0089023E+001, 2.0397312E+001, 2.0626572E+001, 2.0524854E+001, 2.0377976E+001, 2.0366634E+001
 1.3510471E+001, 3.7631597E+002, 5.5619370E+002, 5.6286475E+002, 5.2008140E+002, 1.3041666E+002, 4.2715096E+001, 4.7001577E+001, 3.9657467E+001, 2.0044853E+001, 2.0071419E+001, 2.0088585E+001, 2.0393882E+001, 2.0620770E+001, 2.0520304E+001, 2.0376591E+001, 2.0366029E+001
 1.3614264E+001, 4.9617076E+002, 5.5214155E+002, 5.6066074E+002, 5.1510635E+002, 1.4292435E+002, 4.2857288E+001, 4.7339729E+001, 3.9904346E+001, 2.0044643E+001, 2.0071545E+001, 2.0089455E+001, 2.0400025E+001, 2.0625486E+001, 2.0520116E+001, 2.0377789E+001, 2.0370003E+001
 1.3703228E+001, 4.2042049E+002, 5.4842740E+002, 5.5736287E+002, 5.1092078E+002, 1.5340012E+002, 4.3556666E+001, 4.7768952E+001, 4.0283388E+001, 2.0044697E+001, 2.0072139E+001, 2.0089894E+001, 2.0403278E+001, 2.0630645E+001, 2.0523638E+001, 2.0381631E+001, 2.0374972E+001
 1.3807019E+001, 4.0678514E+002, 5.5357573E+002, 5.5561173E+002, 5.1337617E+002, 1.6044741E+002, 4.3764170E+001, 4.7846919E+001, 3.9945231E+001, 2.0045001E+001, 2.0073360E+001, 2.0090814E+001, 2.0408207E+001, 2.0642496E+001, 2.0535775E+001, 2.0392715E+001, 2.0388813E+001
 1.3910810E+001, 4.3583825E+002, 5.7481452E+002, 5.6125015E+002, 5.1954575E+002, 1.6984105E+002, 4.4805566E+001, 4.8468572E+001, 3.9620835E+001, 2.0045297E+001, 2.0074945E+001, 2.0093108E+001, 2.0420136E+001, 2.0665771E+001, 2.0556101E+001, 2.0408434E+001, 2.0406636E+001
 1.4014603E+001, 4.0294661E+002, 5.9278923E+002, 5.8350393E+002, 5.2264912E+002, 1.8102108E+002, 4.6805210E+001, 4.9448686E+001, 3.9517173E+001, 2.0045744E+001, 2.0076799E+001, 2.0096386E+001, 2.0436333E+001, 2.0697046E+001, 2.0585024E+001, 2.0433147E+001, 2.0438097E+001
 1.4103566E+001, 4.1898959E+002, 5.8866071E+002, 5.9816928E+002, 5.2549515E+002, 1.9314938E+002, 4.8596521E+001, 4.9473641E+001, 3.9105516E+001, 2.0046796E+001, 2.0079001E+001, 2.0100151E+001, 2.0456935E+001, 2.0738979E+001, 2.0622562E+001, 2.0462285E+001, 2.0475032E+001
 1.4207358E+001, 4.3975774E+002, 5.7668134E+002, 5.7782726E+002, 5.3677931E+002, 2.0668756E+002, 5.0977517E+001, 4.9168592E+001, 3.8951791E+001, 2.0050870E+001, 2.0080436E+001, 2.0103243E+001, 2.0474968E+001, 2.0782102E+001, 2.0662226E+001, 2.0498721E+001, 2.0518674E+001
 1.4305219E+001, 5.2872846E+002, 5.6699247E+002, 5.5183269E+002, 5.5600882E+002, 2.2113637E+002, 5.3547839E+001, 4.7723489E+001, 3.8763093E+001, 2.0072872E+001, 2.0081924E+001, 2.0106530E+001, 2.0492714E+001, 2.0827335E+001, 2.0698270E+001, 2.0537061E+001, 2.0486668E+001
 1.4403079E+001, 4.6840030E+002, 5.6267270E+002, 5.5245991E+002, 5.6613616E+002, 2.3223257E+002, 5.5346042E+001, 4.6553625E+001, 3.8485503E+001, 2.0169955E+001, 2.0082011E+001, 2.0107434E+001, 2.0486955E+001, 2.0805675E+001, 2.0670488E+001, 2.0504793E+001, 2.0450634E+001
 1.4500939E+001, 4.3622167E+002, 5.6968613E+002, 5.4401813E+002, 5.5683420E+002, 2.3755300E+002, 5.6523313E+001, 4.5526607E+001, 3.8227589E+001, 2.0534074E+001, 2.0081670E+001, 2.0105653E+001, 2.0463425E+001, 2.0754921E+001, 2.0631770E+001, 2.0471607E+001, 2.0424987E+001
 1.4615110E+001, 4.1558624E+002, 5.8199591E+002, 5.3785151E+002, 5.3566439E+002, 2.3158395E+002, 5.8294796E+001, 4.5039265E+001, 3.8007044E+001, 2.1786791E+001, 2.0080785E+001, 2.0102508E+001, 2.0442921E+001, 2.0718668E+001, 2.0604749E+001, 2.0449164E+001, 2.0405474E+001
 1.4712971E+001, 4.2046089E+002, 5.9201795E+002, 5.4794281E+002, 5.1809195E+002, 2.1613373E+002, 5.8279366E+001, 4.5213891E+001, 3.8249028E+001, 2.4692202E+001, 2.0079899E+001, 2.0099799E+001, 2.0427265E+001, 2.0689709E+001, 2.0580629E+001, 2.0432569E+001, 2.0394217E+001
 1.4802676E+001, 4.2094456E+002, 5.9270602E+002, 5.5635961E+002, 5.0780685E+002, 2.0180669E+002, 5.6432666E+001, 4.5049108E+001, 3.8104800E+001, 2.8998799E+001, 2.0079589E+001, 2.0097874E+001, 2.0421579E+001, 2.0682933E+001, 2.0576381E+001, 2.0428170E+001, 2.0388391E+001
 1.4910323E+001, 3.9165035E+002, 5.8226509E+002, 5.5718289E+002, 5.0065244E+002, 1.9418080E+002, 5.4411208E+001, 4.5243893E+001, 3.8049061E+001, 3.4251961E+001, 2.0080012E+001, 2.0096477E+001, 2.0416956E+001, 2.0675577E+001, 2.0569953E+001, 2.0423789E+001, 2.0385868E+001
 1.5000029E+001, 3.7286968E+002, 5.6730109E+002, 5.5152367E+002, 4.9537408E+002, 1.9619426E+002, 5.2874034E+001, 4.5306159E+001, 3.7846727E+001, 3.8295869E+001, 2.0082144E+001, 2.0095037E+001, 2.0409785E+001, 2.0662182E+001, 2.0558169E+001, 2.0418039E+001, 2.0385435E+001
 1.5107676E+001, 4.0643345E+002, 5.5451726E+002, 5.3936685E+002, 4.9326375E+002, 2.0707651E+002, 5.1187228E+001, 4.4719279E+001, 3.6954502E+001, 3.9091070E+001, 2.0087573E+001, 2.0094443E+001, 2.0412219E+001, 2.0668531E+001, 2.0564370E+001, 2.0421761E+001, 2.0386222E+001
 1.5205790E+001, 4.1778572E+002, 5.4861106E+002, 5.2390928E+002, 4.9356968E+002, 2.2591547E+002, 5.0084575E+001, 4.4279327E+001, 3.6021704E+001, 3.6218275E+001, 2.0099238E+001, 2.0094305E+001, 2.0411855E+001, 2.0669249E+001, 2.0564786E+001, 2.0422246E+001, 2.0386299E+001
 1.5301998E+001, 4.1103375E+002, 5.4959320E+002, 5.1272242E+002, 4.9416925E+002, 2.5025003E+002, 5.0669237E+001, 4.4168503E+001, 3.5383363E+001, 3.1736411E+001, 2.0117176E+001, 2.0094001E+001, 2.0415332E+001, 2.0675526E+001, 2.0567637E+001, 2.0425784E+001, 2.0391552E+001
 1.5414241E+001, 4.1358247E+002, 5.5370353E+002, 5.0852992E+002, 4.9331288E+002, 2.8413820E+002, 5.5204725E+001, 4.3812476E+001, 3.4427728E+001, 2.7970738E+001, 2.0148479E+001, 2.0095110E+001, 2.0426065E+001, 2.0698568E+001, 2.0586691E+001, 2.0441434E+001, 2.0404858E+001
 1.5510448E+001, 4.4479143E+002, 5.5495495E+002, 5.1221093E+002, 4.8954124E+002, 3.1790746E+002, 6.5630338E+001, 4.4488371E+001, 3.3569235E+001, 2.6958745E+001, 2.0192641E+001, 2.0096359E+001, 2.0436611E+001, 2.0723747E+001, 2.0607170E+001, 2.0461243E+001, 2.0424710E+001
 1.5606656E+001, 4.1096865E+002, 5.4998387E+002, 5.1957803E+002, 4.8236376E+002, 3.3809919E+002, 7.8757156E+001, 4.5061563E+001, 3.2718148E+001, 2.8123562E+001, 2.0248989E+001, 2.0097469E+001, 2.0446748E+001, 2.0749442E+001, 2.0627640E+001, 2.0481374E+001, 2.0442213E+001
 1.5702865E+001, 3.9869836E+002, 5.4321359E+002, 5.2699224E+002, 4.7274147E+002, 3.4243403E+002, 9.2204425E+001, 4.5265269E+001, 3.1357666E+001, 3.0044354E+001, 2.0324742E+001, 2.0098605E+001, 2.0453969E+001, 2.0778287E+001, 2.0657685E+001, 2.0509762E+001, 2.0464126E+001
 1.5815106E+001, 3.8841678E+002, 5.4414580E+002, 5.3205946E+002, 4.6205020E+002, 3.3094282E+002, 1.0332951E+002, 4.5511548E+001, 2.9718334E+001, 3.1920341E+001, 2.0434592E+001, 2.0101441E+001, 2.0465356E+001, 2.0811892E+001, 2.0694359E+001, 2.0531438E+001, 2.0501152E+001
 1.5911315E+001, 3.5293599E+002, 5.6038381E+002, 5.3754962E+002, 4.5310674E+002, 3.1193800E+002, 1.0863873E+002, 4.5568382E+001, 2.7928230E+001, 3.3068427E+001, 2.0580402E+001, 2.0105369E+001, 2.0473838E+001, 2.0820435E+001, 2.0701548E+001, 2.0511936E+001, 2.0521529E+001
 1.6007523E+001, 3.9978723E+002, 5.7750120E+002, 5.5337804E+002, 4.4871100E+002, 2.9559602E+002, 1.0965162E+002, 4.5101135E+001, 2.6377370E+001, 3.3368027E+001, 2.0756663E+001, 2.0110330E+001, 2.0479478E+001, 2.0809801E+001, 2.0685791E+001, 2.0489325E+001, 2.0495054E+001
 1.6105333E+001, 4.3747449E+002, 5.8422432E+002, 5.7168405E+002, 4.5207401E+002, 2.8457825E+002, 1.0868509E+002, 4.4701717E+001, 2.5350783E+001, 3.3097956E+001, 2.0978775E+001, 2.0116199E+001, 2.0486920E+001, 2.0793216E+001, 2.0663562E+001, 2.0470651E+001, 2.0468872E+001
 1.6211163E+001, 4.1236268E+002, 5.8453196E+002, 5.6804910E+002, 4.7190466E+002, 2.8095939E+002, 1.0742800E+002, 4.5089668E+001, 2.4955608E+001, 3.2445450E+001, 2.1268350E+001, 2.0123267E+001, 2.0488949E+001, 2.0772543E+001, 2.0643058E+001, 2.0456589E+001, 2.0450322E+001
