s,C,C,C,C,C,C,C,C,C,C,kW/m2,kW/m2
 2.8381949E+002, 7.0217518E+001, 2.1607392E+001, 6.9494353E+001, 6.4220455E+001, 6.3359593E+001, 5.1905014E+001, 3.4737476E+001, 2.4937503E+001, 2.2357531E+001, 2.1410248E+001, 4.0289363E-001, 2.3150389E-001
 2.8400085E+002, 7.0047131E+001, 2.1566157E+001, 6.9358293E+001, 6.4157053E+001, 6.3317806E+001, 5.1658579E+001, 3.5022790E+001, 2.4961966E+001, 2.2368429E+001, 2.1426795E+001, 4.0392742E-001, 2.3179783E-001
 2.8420816E+002, 6.9760433E+001, 2.1523612E+001, 6.9253074E+001, 6.4101610E+001, 6.3286621E+001, 5.1366365E+001, 3.5102075E+001, 2.4985289E+001, 2.2376064E+001, 2.1444562E+001, 4.0904728E-001, 2.3376776E-001
 2.8441544E+002, 6.9412218E+001, 2.1472557E+001, 6.9154107E+001, 6.4057809E+001, 6.3258589E+001, 5.1026665E+001, 3.4953028E+001, 2.5012122E+001, 2.2382250E+001, 2.1457549E+001, 4.1344693E-001, 2.3448246E-001
 2.8462274E+002, 6.9066642E+001, 2.1423359E+001, 6.9065160E+001, 6.4038425E+001, 6.3248916E+001, 5.0688732E+001, 3.4583235E+001, 2.5019724E+001, 2.2389880E+001, 2.1463369E+001, 4.1798476E-001, 2.3573050E-001
 2.8480411E+002, 6.8750877E+001, 2.1369820E+001, 6.8994259E+001, 6.4047163E+001, 6.3260351E+001, 5.0390251E+001, 3.4063791E+001, 2.4968890E+001, 2.2361529E+001, 2.1454390E+001, 4.1498444E-001, 2.3548982E-001
 2.8501138E+002, 6.8426691E+001, 2.1328732E+001, 6.8942818E+001, 6.4091847E+001, 6.3304266E+001, 5.0132631E+001, 3.3422495E+001, 2.4920889E+001, 2.2345554E+001, 2.1441629E+001, 4.1291619E-001, 2.3495701E-001
 2.8521869E+002, 6.8053757E+001, 2.1292757E+001, 6.8910175E+001, 6.4183735E+001, 6.3391921E+001, 4.9918955E+001, 3.2661152E+001, 2.4875459E+001, 2.2326611E+001, 2.1421104E+001, 4.0806314E-001, 2.3414602E-001
 2.8540005E+002, 6.7674529E+001, 2.1270856E+001, 6.8894844E+001, 6.4314851E+001, 6.3509427E+001, 4.9784516E+001, 3.1934028E+001, 2.4857140E+001, 2.2316332E+001, 2.1399941E+001, 4.0570488E-001, 2.3276340E-001
 2.8560733E+002, 6.7266027E+001, 2.1276386E+001, 6.8884146E+001, 6.4493266E+001, 6.3661033E+001, 4.9739199E+001, 3.1244102E+001, 2.4882878E+001, 2.2339075E+001, 2.1383872E+001, 4.1073680E-001, 2.3397052E-001
 2.8581464E+002, 6.6781035E+001, 2.1289838E+001, 6.8863142E+001, 6.4726321E+001, 6.3838625E+001, 4.9792689E+001, 3.0608094E+001, 2.4921103E+001, 2.2357564E+001, 2.1366386E+001, 4.1421222E-001, 2.3639847E-001
 2.8602191E+002, 6.6212963E+001, 2.1310618E+001, 6.8825533E+001, 6.4986707E+001, 6.4000454E+001, 4.9943254E+001, 3.0123234E+001, 2.4970867E+001, 2.2383503E+001, 2.1355414E+001, 4.1785926E-001, 2.3583535E-001
 2.8620331E+002, 6.5594339E+001, 2.1330526E+001, 6.8791625E+001, 6.5240371E+001, 6.4126617E+001, 5.0174964E+001, 2.9841252E+001, 2.5007935E+001, 2.2393899E+001, 2.1341983E+001, 4.1609858E-001, 2.3480869E-001
 2.8641058E+002, 6.4909719E+001, 2.1346729E+001, 6.8785115E+001, 6.5486963E+001, 6.4218759E+001, 5.0480965E+001, 2.9758492E+001, 2.5031510E+001, 2.2390915E+001, 2.1330385E+001, 4.1294609E-001, 2.3490200E-001
 2.8661786E+002, 6.4209791E+001, 2.1384625E+001, 6.8813699E+001, 6.5726792E+001, 6.4277463E+001, 5.0856553E+001, 2.9890964E+001, 2.5054319E+001, 2.2421732E+001, 2.1336068E+001, 4.1545738E-001, 2.3525585E-001
 2.8682516E+002, 6.3754080E+001, 2.1429207E+001, 6.8863660E+001, 6.5932741E+001, 6.4300568E+001, 5.1261878E+001, 3.0249270E+001, 2.5048103E+001, 2.2465276E+001, 2.1343642E+001, 4.1637904E-001, 2.3557144E-001
 2.8700653E+002, 6.3690625E+001, 2.1458870E+001, 6.8933286E+001, 6.6088218E+001, 6.4296311E+001, 5.1639675E+001, 3.0763502E+001, 2.4999105E+001, 2.2482906E+001, 2.1350787E+001, 4.1409304E-001, 2.3594323E-001
 2.8721381E+002, 6.3936355E+001, 2.1500562E+001, 6.9050895E+001, 6.6201982E+001, 6.4279796E+001, 5.1978039E+001, 3.1413773E+001, 2.4936565E+001, 2.2517341E+001, 2.1370464E+001, 4.2050819E-001, 2.3708509E-001
 2.8742111E+002, 6.4332637E+001, 2.1534175E+001, 6.9199853E+001, 6.6271991E+001, 6.4258060E+001, 5.2291586E+001, 3.2172449E+001, 2.4835451E+001, 2.2547946E+001, 2.1388850E+001, 4.2258169E-001, 2.3747980E-001
 2.8760248E+002, 6.4667106E+001, 2.1549808E+001, 6.9251609E+001, 6.6277273E+001, 6.4237979E+001, 5.2528092E+001, 3.2859742E+001, 2.4711748E+001, 2.2559447E+001, 2.1401821E+001, 4.1715372E-001, 2.3610744E-001
 2.8781235E+002, 6.4893689E+001, 2.1569232E+001, 6.9109077E+001, 6.6210554E+001, 6.4225865E+001, 5.2704725E+001, 3.3452289E+001, 2.4596562E+001, 2.2583331E+001, 2.1415960E+001, 4.1511751E-001, 2.3535822E-001
 2.8801187E+002, 6.5072561E+001, 2.1587986E+001, 6.8752075E+001, 6.6062698E+001, 6.4224467E+001, 5.2833120E+001, 3.3907159E+001, 2.4491801E+001, 2.2616018E+001, 2.1430919E+001, 4.1342385E-001, 2.3548165E-001
 2.8821494E+002, 6.5298815E+001, 2.1613432E+001, 6.8274283E+001, 6.5862510E+001, 6.4234572E+001, 5.2908562E+001, 3.4146058E+001, 2.4422217E+001, 2.2661862E+001, 2.1453780E+001, 4.1540148E-001, 2.3552023E-001
 2.8841803E+002, 6.5683292E+001, 2.1648154E+001, 6.7731644E+001, 6.5655564E+001, 6.4265961E+001, 5.2939087E+001, 3.4185051E+001, 2.4396048E+001, 2.2732376E+001, 2.1484096E+001, 4.2513879E-001, 2.3674273E-001
 2.8862109E+002, 6.6179091E+001, 2.1659939E+001, 6.7213266E+001, 6.5519354E+001, 6.4325662E+001, 5.2913586E+001, 3.4035818E+001, 2.4368311E+001, 2.2767151E+001, 2.1501685E+001, 4.2324658E-001, 2.3740918E-001
 2.8882419E+002, 6.6148572E+001, 2.1654961E+001, 6.6891897E+001, 6.5468930E+001, 6.4414092E+001, 5.2831011E+001, 3.3751269E+001, 2.4340672E+001, 2.2775352E+001, 2.1510053E+001, 4.1346981E-001, 2.3572807E-001
 2.8900186E+002, 6.4684291E+001, 2.1665770E+001, 6.6848155E+001, 6.5446248E+001, 6.4522858E+001, 5.2719294E+001, 3.3424949E+001, 2.4354279E+001, 2.2815664E+001, 2.1529142E+001, 4.1438572E-001, 2.3565779E-001
 2.8920496E+002, 6.2904703E+001, 2.1676406E+001, 6.6790922E+001, 6.5430511E+001, 6.4637134E+001, 5.2594052E+001, 3.3086299E+001, 2.4378790E+001, 2.2851322E+001, 2.1547797E+001, 4.1685934E-001, 2.3689668E-001
 2.8940802E+002, 6.1916998E+001, 2.1676405E+001, 6.6388498E+001, 6.5539101E+001, 6.4729806E+001, 5.2467742E+001, 3.2741552E+001, 2.4399926E+001, 2.2870012E+001, 2.1564502E+001, 4.1799107E-001, 2.3701451E-001
 2.8961108E+002, 6.2304554E+001, 2.1670614E+001, 6.5592263E+001, 6.5924636E+001, 6.4774598E+001, 5.2372052E+001, 3.2420736E+001, 2.4415383E+001, 2.2880855E+001, 2.1580067E+001, 4.1791268E-001, 2.3461267E-001
 2.8981418E+002, 6.4029545E+001, 2.1653055E+001, 6.4689660E+001, 6.6508974E+001, 6.4792949E+001, 5.2360187E+001, 3.2126657E+001, 2.4412061E+001, 2.2869544E+001, 2.1586507E+001, 4.1492334E-001, 2.3427606E-001
 2.9001724E+002, 6.5590324E+001, 2.1641638E+001, 6.3985151E+001, 6.6996697E+001, 6.4796116E+001, 5.2475805E+001, 3.1858548E+001, 2.4411387E+001, 2.2872436E+001, 2.1597122E+001, 4.1608231E-001, 2.3503145E-001
 2.9022034E+002, 6.5753503E+001, 2.1627669E+001, 6.3650207E+001, 6.7181546E+001, 6.4780271E+001, 5.2751317E+001, 3.1615660E+001, 2.4397088E+001, 2.2866395E+001, 2.1609184E+001, 4.1598856E-001, 2.3532169E-001
 2.9042340E+002, 6.5096249E+001, 2.1608261E+001, 6.3727318E+001, 6.7045987E+001, 6.4734441E+001, 5.3192856E+001, 3.1383744E+001, 2.4373991E+001, 2.2846692E+001, 2.1620611E+001, 4.1584518E-001, 2.3604171E-001
 2.9060110E+002, 6.4096459E+001, 2.1601013E+001, 6.4091817E+001, 6.6674309E+001, 6.4669036E+001, 5.3729996E+001, 3.1153656E+001, 2.4360824E+001, 2.2845333E+001, 2.1641733E+001, 4.1848805E-001, 2.3688544E-001
 2.9080417E+002, 6.3178357E+001, 2.1582366E+001, 6.4597804E+001, 6.6150192E+001, 6.4605659E+001, 5.4347096E+001, 3.0889745E+001, 2.4336220E+001, 2.2830023E+001, 2.1655716E+001, 4.1846262E-001, 2.3786645E-001
 2.9100723E+002, 6.3318511E+001, 2.1571275E+001, 6.5118458E+001, 6.5576778E+001, 6.4550549E+001, 5.5024776E+001, 3.0563885E+001, 2.4319906E+001, 2.2829619E+001, 2.1678039E+001, 4.2209136E-001, 2.3775175E-001
 2.9121033E+002, 6.3971191E+001, 2.1556588E+001, 6.5476171E+001, 6.5123488E+001, 6.4503441E+001, 5.5670164E+001, 3.0204312E+001, 2.4298457E+001, 2.2820060E+001, 2.1687005E+001, 4.2270961E-001, 2.3724754E-001
 2.9141339E+002, 6.3497638E+001, 2.1520241E+001, 6.5657089E+001, 6.4875553E+001, 6.4451761E+001, 5.6226464E+001, 2.9834846E+001, 2.4261383E+001, 2.2788239E+001, 2.1676480E+001, 4.1594519E-001, 2.3566399E-001
 2.9161649E+002, 6.2475860E+001, 2.1505145E+001, 6.5728373E+001, 6.4891905E+001, 6.4398502E+001, 5.6662938E+001, 2.9486144E+001, 2.4246636E+001, 2.2783231E+001, 2.1679365E+001, 4.1409403E-001, 2.3391362E-001
 2.9181955E+002, 6.1995068E+001, 2.1503544E+001, 6.5713618E+001, 6.5327585E+001, 6.4356902E+001, 5.7000103E+001, 2.9202438E+001, 2.4249978E+001, 2.2792702E+001, 2.1688126E+001, 4.1712096E-001, 2.3566568E-001
 2.9202261E+002, 6.2116350E+001, 2.1509513E+001, 6.5598813E+001, 6.6437815E+001, 6.4321289E+001, 5.7233368E+001, 2.8998621E+001, 2.4266559E+001, 2.2820148E+001, 2.1705264E+001, 4.2208991E-001, 2.3706782E-001
 2.9220032E+002, 6.2355239E+001, 2.1519175E+001, 6.5438897E+001, 6.8008670E+001, 6.4298772E+001, 5.7387551E+001, 2.8883137E+001, 2.4287631E+001, 2.2841312E+001, 2.1714026E+001, 4.2493680E-001, 2.3805521E-001
 2.9240338E+002, 6.2450352E+001, 2.1515181E+001, 6.5321142E+001, 6.9349680E+001, 6.4283791E+001, 5.7519283E+001, 2.8832355E+001, 2.4295080E+001, 2.2840425E+001, 2.1715194E+001, 4.2194753E-001, 2.3838847E-001
 2.9260648E+002, 6.2359085E+001, 2.1511931E+001, 6.5314110E+001, 6.9705099E+001, 6.4267979E+001, 5.7672605E+001, 2.8824384E+001, 2.4305557E+001, 2.2846176E+001, 2.1722954E+001, 4.1898854E-001, 2.3645238E-001
 2.9280954E+002, 6.2161300E+001, 2.1516356E+001, 6.5432144E+001, 6.8889597E+001, 6.4267263E+001, 5.7865235E+001, 2.8836512E+001, 2.4330154E+001, 2.2870384E+001, 2.1733494E+001, 4.1877741E-001, 2.3561646E-001
 2.9301263E+002, 6.1997234E+001, 2.1507763E+001, 6.5607726E+001, 6.7604942E+001, 6.4294832E+001, 5.8076047E+001, 2.8824769E+001, 2.4338847E+001, 2.2874142E+001, 2.1730704E+001, 4.1154696E-001, 2.3422157E-001
 2.9321570E+002, 6.1965467E+001, 2.1510812E+001, 6.5739599E+001, 6.6528856E+001, 6.4379593E+001, 5.8260686E+001, 2.8785890E+001, 2.4363435E+001, 2.2898939E+001, 2.1741465E+001, 4.1172081E-001, 2.3387457E-001
 2.9341876E+002, 6.2070567E+001, 2.1528337E+001, 6.5783283E+001, 6.5871723E+001, 6.4547744E+001, 5.8352550E+001, 2.8722435E+001, 2.4412973E+001, 2.2964705E+001, 2.1766068E+001, 4.2158494E-001, 2.3729114E-001
 2.9360547E+002, 6.2198805E+001, 2.1533087E+001, 6.5758292E+001, 6.5534353E+001, 6.4771290E+001, 5.8264146E+001, 2.8618892E+001, 2.4438919E+001, 2.2999584E+001, 2.1781191E+001, 4.2231233E-001, 2.3769694E-001
 2.9380939E+002, 6.2236704E+001, 2.1524775E+001, 6.5713357E+001, 6.5352707E+001, 6.5024437E+001, 5.7959111E+001, 2.8495109E+001, 2.4448685E+001, 2.3014092E+001, 2.1780404E+001, 4.1882189E-001, 2.3777924E-001
 2.9401328E+002, 6.2139677E+001, 2.1523812E+001, 6.5658732E+001, 6.5192191E+001, 6.5278285E+001, 5.7410715E+001, 2.8369217E+001, 2.4469141E+001, 2.3047740E+001, 2.1781195E+001, 4.1959802E-001, 2.3817341E-001
 2.9421719E+002, 6.1944157E+001, 2.1519785E+001, 6.5537929E+001, 6.4993627E+001, 6.5517501E+001, 5.6710134E+001, 2.8272913E+001, 2.4489570E+001, 2.3082384E+001, 2.1774459E+001, 4.2119339E-001, 2.3812109E-001
 2.9442108E+002, 6.1745354E+001, 2.1509040E+001, 6.5250081E+001, 6.4767088E+001, 6.5786464E+001, 5.5983776E+001, 2.8224202E+001, 2.4504036E+001, 2.3104772E+001, 2.1763131E+001, 4.2176441E-001, 2.3785534E-001
 2.9460233E+002, 6.1620702E+001, 2.1492974E+001, 6.4791264E+001, 6.4581507E+001, 6.6090650E+001, 5.5402478E+001, 2.8241935E+001, 2.4513152E+001, 2.3125861E+001, 2.1744181E+001, 4.2087182E-001, 2.3737462E-001
 2.9482437E+002, 6.1575625E+001, 2.1487007E+001, 6.4246943E+001, 6.4475102E+001, 6.6446441E+001, 5.4989051E+001, 2.8346988E+001, 2.4538562E+001, 2.3177649E+001, 2.1738132E+001, 4.2668732E-001, 2.3895381E-001
 2.9502374E+002, 6.1576045E+001, 2.1467125E+001, 6.3820031E+001, 6.4472551E+001, 6.6824540E+001, 5.4755051E+001, 2.8532162E+001, 2.4540439E+001, 2.3194345E+001, 2.1718320E+001, 4.2340054E-001, 2.3812995E-001
 2.9522311E+002, 6.1584378E+001, 2.1445050E+001, 6.3643050E+001, 6.4552990E+001, 6.7173955E+001, 5.4707799E+001, 2.8791052E+001, 2.4530938E+001, 2.3189831E+001, 2.1696948E+001, 4.1702545E-001, 2.3584893E-001
 2.9542249E+002, 6.1624088E+001, 2.1443572E+001, 6.3621949E+001, 6.4675673E+001, 6.7508244E+001, 5.4777447E+001, 2.9149463E+001, 2.4550025E+001, 2.3230908E+001, 2.1700197E+001, 4.2271000E-001, 2.3669440E-001
 2.9562186E+002, 6.1761361E+001, 2.1443452E+001, 6.3647098E+001, 6.4805645E+001, 6.7784015E+001, 5.4868345E+001, 2.9585688E+001, 2.4571424E+001, 2.3268490E+001, 2.1708621E+001, 4.2913749E-001, 2.3842572E-001
 2.9582123E+002, 6.2576460E+001, 2.1427644E+001, 6.3656316E+001, 6.4916601E+001, 6.7958812E+001, 5.4899618E+001, 3.0073605E+001, 2.4567561E+001, 2.3267124E+001, 2.1693543E+001, 4.2334610E-001, 2.3749458E-001
 2.9602060E+002, 6.3921200E+001, 2.1423404E+001, 6.3670724E+001, 6.4999045E+001, 6.8030336E+001, 5.4832816E+001, 3.0626251E+001, 2.4570124E+001, 2.3271138E+001, 2.1682868E+001, 4.1976521E-001, 2.3681181E-001
 2.9621997E+002, 6.5083049E+001, 2.1436296E+001, 6.3695370E+001, 6.5059881E+001, 6.8016396E+001, 5.4617990E+001, 3.1236074E+001, 2.4591925E+001, 2.3296825E+001, 2.1691710E+001, 4.2427607E-001, 2.3751618E-001
 2.9641934E+002, 6.5377182E+001, 2.1447647E+001, 6.3745420E+001, 6.5115144E+001, 6.7928894E+001, 5.4215898E+001, 3.1870700E+001, 2.4615575E+001, 2.3323325E+001, 2.1697230E+001, 4.2714736E-001, 2.3835167E-001
 2.9661871E+002, 6.4786337E+001, 2.1466363E+001, 6.3893648E+001, 6.5183165E+001, 6.7781994E+001, 5.3619937E+001, 3.2497788E+001, 2.4644065E+001, 2.3345680E+001, 2.1697833E+001, 4.3125454E-001, 2.4169661E-001
 2.9681808E+002, 6.3927137E+001, 2.1483508E+001, 6.4216857E+001, 6.5270730E+001, 6.7559644E+001, 5.2849287E+001, 3.3093898E+001, 2.4673269E+001, 2.3373131E+001, 2.1704469E+001, 4.3513423E-001, 2.4319953E-001
 2.9701746E+002, 6.3267250E+001, 2.1508506E+001, 6.4756463E+001, 6.5382691E+001, 6.7251505E+001, 5.1978184E+001, 3.3632770E+001, 2.4709133E+001, 2.3410023E+001, 2.1725545E+001, 4.4009926E-001, 2.4196170E-001
 2.9721683E+002, 6.2971742E+001, 2.1509565E+001, 6.5486065E+001, 6.5532206E+001, 6.6859203E+001, 5.1082884E+001, 3.4078832E+001, 2.4715793E+001, 2.3395912E+001, 2.1716580E+001, 4.3582108E-001, 2.4140535E-001
 2.9741620E+002, 6.3560428E+001, 2.1515351E+001, 6.6252784E+001, 6.5729324E+001, 6.6390152E+001, 5.0263765E+001, 3.4419083E+001, 2.4724766E+001, 2.3396631E+001, 2.1706284E+001, 4.3358976E-001, 2.4084775E-001
 2.9761557E+002, 6.6199369E+001, 2.1520436E+001, 6.6792090E+001, 6.5972769E+001, 6.5880664E+001, 4.9596459E+001, 3.4647706E+001, 2.4734079E+001, 2.3397715E+001, 2.1690815E+001, 4.3186100E-001, 2.4027014E-001
 2.9781494E+002, 7.0184852E+001, 2.1511223E+001, 6.6967159E+001, 6.6245668E+001, 6.5367027E+001, 4.9095270E+001, 3.4741827E+001, 2.4721200E+001, 2.3356636E+001, 2.1661479E+001, 4.2350202E-001, 2.3782083E-001
 2.9801431E+002, 7.2823117E+001, 2.1511345E+001, 6.6934865E+001, 6.6531025E+001, 6.4899133E+001, 4.8787496E+001, 3.4719313E+001, 2.4720162E+001, 2.3335307E+001, 2.1641629E+001, 4.2248832E-001, 2.3806256E-001
 2.9821368E+002, 7.2720788E+001, 2.1523683E+001, 6.6917710E+001, 6.6822303E+001, 6.4509303E+001, 4.8670801E+001, 3.4589467E+001, 2.4735136E+001, 2.3351037E+001, 2.1638543E+001, 4.2933636E-001, 2.4007860E-001
 2.9841306E+002, 7.1765123E+001, 2.1538333E+001, 6.6983007E+001, 6.7131395E+001, 6.4214369E+001, 4.8721326E+001, 3.4353205E+001, 2.4748722E+001, 2.3376597E+001, 2.1629219E+001, 4.3577190E-001, 2.4136077E-001
 2.9861243E+002, 7.0981774E+001, 2.1540723E+001, 6.7114127E+001, 6.7464954E+001, 6.4018627E+001, 4.8914936E+001, 3.4026137E+001, 2.4746388E+001, 2.3360031E+001, 2.1610905E+001, 4.3735784E-001, 2.4316810E-001
 2.9881180E+002, 7.0004855E+001, 2.1539196E+001, 6.7290458E+001, 6.7773755E+001, 6.3906264E+001, 4.9205699E+001, 3.3622638E+001, 2.4735949E+001, 2.3330556E+001, 2.1600845E+001, 4.3805286E-001, 2.4342659E-001
 2.9901117E+002, 6.8503673E+001, 2.1528405E+001, 6.7557741E+001, 6.7954413E+001, 6.3867085E+001, 4.9568777E+001, 3.3167839E+001, 2.4715625E+001, 2.3307924E+001, 2.1578281E+001, 4.3640869E-001, 2.4364729E-001
 2.9921054E+002, 6.6364661E+001, 2.1518635E+001, 6.8065070E+001, 6.7926994E+001, 6.3886510E+001, 4.9989013E+001, 3.2697496E+001, 2.4691600E+001, 2.3284690E+001, 2.1558542E+001, 4.3464594E-001, 2.4344432E-001
 2.9940991E+002, 6.4465840E+001, 2.1513564E+001, 6.8919625E+001, 6.7731042E+001, 6.3948083E+001, 5.0448872E+001, 3.2243808E+001, 2.4675815E+001, 2.3271642E+001, 2.1543364E+001, 4.3625291E-001, 2.4321364E-001
 2.9960928E+002, 6.3915509E+001, 2.1509272E+001, 6.9957170E+001, 6.7498348E+001, 6.4032011E+001, 5.0924804E+001, 3.1800634E+001, 2.4665850E+001, 2.3260180E+001, 2.1527143E+001, 4.3852672E-001, 2.4334000E-001
 2.9980865E+002, 6.4310054E+001, 2.1495577E+001, 7.0771578E+001, 6.7351338E+001, 6.4122049E+001, 5.1402876E+001, 3.1384564E+001, 2.4645599E+001, 2.3232319E+001, 2.1505620E+001, 4.3724405E-001, 2.4319514E-001
 3.0000803E+002, 6.4439143E+001, 2.1468709E+001, 7.0931744E+001, 6.7345544E+001, 6.4203075E+001, 5.1867917E+001, 3.1010768E+001, 2.4610852E+001, 2.3192557E+001, 2.1474988E+001, 4.3178729E-001, 2.4265291E-001
 3.0020740E+002, 6.3880375E+001, 2.1454013E+001, 7.0264013E+001, 6.7484385E+001, 6.4270179E+001, 5.2305585E+001, 3.0705447E+001, 2.4588748E+001, 2.3176889E+001, 2.1452394E+001, 4.3053378E-001, 2.4287475E-001
 3.0040677E+002, 6.3060617E+001, 2.1443482E+001, 6.8965902E+001, 6.7752518E+001, 6.4318271E+001, 5.2714148E+001, 3.0485832E+001, 2.4559998E+001, 2.3168680E+001, 2.1432188E+001, 4.2871335E-001, 2.4354698E-001
 3.0060614E+002, 6.2455405E+001, 2.1440417E+001, 6.7374422E+001, 6.8113552E+001, 6.4339086E+001, 5.3078278E+001, 3.0369291E+001, 2.4544887E+001, 2.3182453E+001, 2.1412620E+001, 4.3217795E-001, 2.4388567E-001
 3.0080551E+002, 6.2164986E+001, 2.1442130E+001, 6.5842713E+001, 6.8493201E+001, 6.4335573E+001, 5.3395501E+001, 3.0364790E+001, 2.4529712E+001, 2.3204324E+001, 2.1392079E+001, 4.3605964E-001, 2.4441627E-001
 3.0100488E+002, 6.2132017E+001, 2.1417132E+001, 6.4651040E+001, 6.8822401E+001, 6.4303162E+001, 5.3639103E+001, 3.0454335E+001, 2.4477617E+001, 2.3182563E+001, 2.1351216E+001, 4.2721823E-001, 2.4268856E-001
 3.0120425E+002, 6.2446175E+001, 2.1396822E+001, 6.4013171E+001, 6.9071409E+001, 6.4250791E+001, 5.3781819E+001, 3.0626640E+001, 2.4427741E+001, 2.3163763E+001, 2.1310361E+001, 4.1803609E-001, 2.3831401E-001
 3.0140363E+002, 6.3331586E+001, 2.1398787E+001, 6.3948437E+001, 6.9231666E+001, 6.4217334E+001, 5.3851130E+001, 3.0887243E+001, 2.4404777E+001, 2.3194105E+001, 2.1280764E+001, 4.1990926E-001, 2.3854009E-001
 3.0160300E+002, 6.5044996E+001, 2.1401990E+001, 6.4055216E+001, 6.9289345E+001, 6.4201340E+001, 5.3838543E+001, 3.1201199E+001, 2.4384496E+001, 2.3223027E+001, 2.1253557E+001, 4.2163748E-001, 2.3959818E-001
 3.0180237E+002, 6.7436210E+001, 2.1410959E+001, 6.3963074E+001, 6.9249437E+001, 6.4212094E+001, 5.3751092E+001, 3.1537548E+001, 2.4370582E+001, 2.3260840E+001, 2.1230506E+001, 4.2372050E-001, 2.3993554E-001
 3.0200174E+002, 6.9137179E+001, 2.1417033E+001, 6.3849836E+001, 6.9148955E+001, 6.4263338E+001, 5.3621650E+001, 3.1875323E+001, 2.4349927E+001, 2.3291042E+001, 2.1204375E+001, 4.2255503E-001, 2.4036629E-001
 3.0220111E+002, 6.8880986E+001, 2.1432260E+001, 6.4044979E+001, 6.9021034E+001, 6.4362732E+001, 5.3491387E+001, 3.2204675E+001, 2.4341965E+001, 2.3333880E+001, 2.1188176E+001, 4.2473443E-001, 2.4122561E-001
 3.0240048E+002, 6.7501057E+001, 2.1455321E+001, 6.4711264E+001, 6.8868703E+001, 6.4505150E+001, 5.3384450E+001, 3.2495269E+001, 2.4343436E+001, 2.3391796E+001, 2.1179051E+001, 4.2817493E-001, 2.4154766E-001
 3.0262476E+002, 6.6416578E+001, 2.1462367E+001, 6.5839819E+001, 6.8674784E+001, 6.4696492E+001, 5.3327749E+001, 3.2760143E+001, 2.4321239E+001, 2.3392126E+001, 2.1159029E+001, 4.2075768E-001, 2.3963014E-001
 3.0282413E+002, 6.5981494E+001, 2.1468580E+001, 6.6990206E+001, 6.8481076E+001, 6.4926772E+001, 5.3366458E+001, 3.2986648E+001, 2.4306839E+001, 2.3396444E+001, 2.1144559E+001, 4.1502192E-001, 2.3881427E-001
 3.0302350E+002, 6.5580164E+001, 2.1490771E+001, 6.7723045E+001, 6.8350797E+001, 6.5167129E+001, 5.3493570E+001, 3.3167337E+001, 2.4320936E+001, 2.3424868E+001, 2.1149768E+001, 4.1873633E-001, 2.3835029E-001
 3.0322287E+002, 6.4855454E+001, 2.1521793E+001, 6.8032314E+001, 6.8305146E+001, 6.5412545E+001, 5.3688768E+001, 3.3305200E+001, 2.4340865E+001, 2.3442401E+001, 2.1157113E+001, 4.2087967E-001, 2.3845830E-001
 3.0342224E+002, 6.3906215E+001, 2.1545957E+001, 6.8093382E+001, 6.8346368E+001, 6.5642936E+001, 5.3931689E+001, 3.3406351E+001, 2.4361910E+001, 2.3436007E+001, 2.1164205E+001, 4.2082808E-001, 2.3983490E-001
 3.0362161E+002, 6.2999323E+001, 2.1569995E+001, 6.8165759E+001, 6.8447935E+001, 6.5828266E+001, 5.4168007E+001, 3.3463753E+001, 2.4389498E+001, 2.3417663E+001, 2.1181666E+001, 4.2254543E-001, 2.3968731E-001
 3.0382098E+002, 6.2474254E+001, 2.1579736E+001, 6.8375484E+001, 6.8548131E+001, 6.5960728E+001, 5.4344424E+001, 3.3452239E+001, 2.4405385E+001, 2.3371845E+001, 2.1195520E+001, 4.1937885E-001, 2.3889352E-001
 3.0400790E+002, 6.2586209E+001, 2.1586144E+001, 6.8614568E+001, 6.8559072E+001, 6.6049630E+001, 5.4438658E+001, 3.3372738E+001, 2.4414942E+001, 2.3319632E+001, 2.1213409E+001, 4.1526317E-001, 2.3875932E-001
 3.0422720E+002, 6.3419393E+001, 2.1603139E+001, 6.8732855E+001, 6.8401934E+001, 6.6113193E+001, 5.4424254E+001, 3.3207112E+001, 2.4432023E+001, 2.3280476E+001, 2.1240206E+001, 4.1497335E-001, 2.3831258E-001
 3.0441910E+002, 6.4706320E+001, 2.1626701E+001, 6.8727761E+001, 6.8052565E+001, 6.6166868E+001, 5.4278799E+001, 3.2970471E+001, 2.4455835E+001, 2.3268211E+001, 2.1270651E+001, 4.1860140E-001, 2.3844780E-001
 3.0461099E+002, 6.5984234E+001, 2.1642572E+001, 6.8787158E+001, 6.7574098E+001, 6.6219775E+001, 5.4005274E+001, 3.2697699E+001, 2.4468600E+001, 2.3260263E+001, 2.1297393E+001, 4.1995462E-001, 2.3853201E-001
 3.0480289E+002, 6.7076852E+001, 2.1641178E+001, 6.9051494E+001, 6.7005647E+001, 6.6274700E+001, 5.3582229E+001, 3.2396803E+001, 2.4463545E+001, 2.3219778E+001, 2.1313617E+001, 4.1753301E-001, 2.3801877E-001
 3.0502219E+002, 6.7905432E+001, 2.1637806E+001, 6.9577573E+001, 6.6356057E+001, 6.6324425E+001, 5.2932372E+001, 3.2043483E+001, 2.4451638E+001, 2.3164912E+001, 2.1329118E+001, 4.1391990E-001, 2.3613376E-001
