s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,,s
 9.8512764E+001, 4.6038423E+002, 5.3049431E+002, 5.3888163E+002, 5.1514483E+002, 5.0178548E+002, 5.3104519E+002, 1.4655142E+002, 8.0826249E+001, 2.5531134E+002, 1.8580807E+002, 1.5868184E+002, 1.0674872E+002, 3.4542639E+001, 3.3006526E+001, 2.9782863E+001, 2.3061235E+001, 0.0000000E+000, 9.8468088E+001
 9.8602104E+001, 4.6393349E+002, 5.2769015E+002, 5.3691236E+002, 5.2485665E+002, 4.9832281E+002, 5.5370287E+002, 1.5352173E+002, 8.1097726E+001, 2.4973401E+002, 1.8530815E+002, 1.5815146E+002, 1.0318604E+002, 3.3675786E+001, 3.2877820E+001, 2.9760316E+001, 2.3078232E+001, 0.0000000E+000, 9.8566367E+001
 9.8709320E+001, 4.7165201E+002, 5.2391203E+002, 5.3447868E+002, 5.2946118E+002, 5.0054634E+002, 5.5818725E+002, 1.6320528E+002, 8.1539185E+001, 2.4532851E+002, 1.8477976E+002, 1.5580322E+002, 9.9199060E+001, 3.2942959E+001, 3.2772704E+001, 2.9756154E+001, 2.3004558E+001, 0.0000000E+000, 9.8664645E+001
 9.8816528E+001, 4.8599661E+002, 5.2326860E+002, 5.2815525E+002, 5.2498379E+002, 5.1051808E+002, 5.6171014E+002, 1.6643539E+002, 8.1775358E+001, 2.4192926E+002, 1.8406603E+002, 1.5137962E+002, 9.4710482E+001, 3.2365878E+001, 3.2669960E+001, 2.9763137E+001, 2.2824420E+001, 0.0000000E+000, 9.8771858E+001
 9.8905876E+001, 4.9816649E+002, 5.2802908E+002, 5.2772279E+002, 5.2193334E+002, 5.2641998E+002, 5.9231422E+002, 1.6695946E+002, 8.2255276E+001, 2.3930516E+002, 1.8314081E+002, 1.4633260E+002, 9.0794723E+001, 3.2057949E+001, 3.2608237E+001, 2.9783221E+001, 2.2576098E+001, 0.0000000E+000, 9.8870137E+001
 9.9013084E+001, 4.9076009E+002, 5.3679465E+002, 5.3291106E+002, 5.2057882E+002, 5.3944485E+002, 6.3822909E+002, 1.6865727E+002, 8.3064245E+001, 2.3696031E+002, 1.8193769E+002, 1.4136316E+002, 8.7396285E+001, 3.1914025E+001, 3.2572197E+001, 2.9833101E+001, 2.2299294E+001, 0.0000000E+000, 9.8968415E+001
 9.9102432E+001, 4.8286051E+002, 5.4145450E+002, 5.3417839E+002, 5.2135505E+002, 5.3507585E+002, 6.5925730E+002, 1.7004875E+002, 8.3924418E+001, 2.3376590E+002, 1.8065889E+002, 1.3722857E+002, 8.4715175E+001, 3.1899466E+001, 3.2539585E+001, 2.9870904E+001, 2.2065546E+001, 0.0000000E+000, 9.9066694E+001
 9.9209648E+001, 4.8200018E+002, 5.3646687E+002, 5.3535679E+002, 5.2581191E+002, 5.0695449E+002, 6.4306946E+002, 1.6940469E+002, 8.5146281E+001, 2.2960551E+002, 1.7965117E+002, 1.3446234E+002, 8.2934786E+001, 3.1991189E+001, 3.2541444E+001, 2.9914909E+001, 2.1959994E+001, 0.0000000E+000, 9.9164972E+001
 9.9316856E+001, 4.7975931E+002, 5.2878026E+002, 5.3543324E+002, 5.2952295E+002, 4.8720613E+002, 5.8681192E+002, 1.6441729E+002, 8.5840214E+001, 2.3002095E+002, 1.7924886E+002, 1.3316381E+002, 8.2052613E+001, 3.2142962E+001, 3.2555052E+001, 2.9898331E+001, 2.1982354E+001, 0.0000000E+000, 9.9272185E+001
 9.9406204E+001, 4.7804474E+002, 5.2634042E+002, 5.3009469E+002, 5.3473799E+002, 4.9672419E+002, 5.2564388E+002, 1.5698099E+002, 8.6002294E+001, 2.4018276E+002, 1.7969082E+002, 1.3363778E+002, 8.2215945E+001, 3.2298442E+001, 3.2580839E+001, 2.9772461E+001, 2.2068462E+001, 0.0000000E+000, 9.9370464E+001
 9.9513412E+001, 4.7801868E+002, 5.3110863E+002, 5.2250767E+002, 5.4078716E+002, 5.2564784E+002, 4.9764552E+002, 1.5047802E+002, 8.5937279E+001, 2.4671084E+002, 1.8078313E+002, 1.3578425E+002, 8.3268758E+001, 3.2424769E+001, 3.2612025E+001, 2.9532727E+001, 2.2121274E+001, 0.0000000E+000, 9.9468743E+001
 9.9602760E+001, 4.8074850E+002, 5.3931800E+002, 5.2046255E+002, 5.4402956E+002, 5.3812817E+002, 4.9953495E+002, 1.4681739E+002, 8.5874428E+001, 2.4018390E+002, 1.8218847E+002, 1.3953108E+002, 8.5192319E+001, 3.2580323E+001, 3.2650538E+001, 2.9194642E+001, 2.2058889E+001, 0.0000000E+000, 9.9567021E+001
 9.9709969E+001, 4.7667393E+002, 5.4532419E+002, 5.2624915E+002, 5.3909722E+002, 5.2982181E+002, 5.0558107E+002, 1.4697121E+002, 8.5961680E+001, 2.3262295E+002, 1.8356888E+002, 1.4470903E+002, 8.7916012E+001, 3.2692113E+001, 3.2708623E+001, 2.8824259E+001, 2.1891060E+001, 0.0000000E+000, 9.9665300E+001
 9.9817184E+001, 4.6481646E+002, 5.4413463E+002, 5.3570761E+002, 5.2940211E+002, 5.1913891E+002, 5.0996690E+002, 1.4949706E+002, 8.6272336E+001, 2.2984741E+002, 1.8485169E+002, 1.5129938E+002, 9.1706108E+001, 3.2879143E+001, 3.2824673E+001, 2.8398803E+001, 2.1646086E+001, 0.0000000E+000, 9.9772513E+001
 9.9906532E+001, 4.5511424E+002, 5.3871963E+002, 5.4139035E+002, 5.2556444E+002, 5.2025935E+002, 5.0669719E+002, 1.5305275E+002, 8.6452237E+001, 2.2794272E+002, 1.8587307E+002, 1.5724761E+002, 9.5801427E+001, 3.3087592E+001, 3.2918770E+001, 2.7958367E+001, 2.1413285E+001, 0.0000000E+000, 9.9870791E+001
 1.0001374E+002, 4.4801376E+002, 5.3551259E+002, 5.3980833E+002, 5.2589929E+002, 5.3002259E+002, 5.0168932E+002, 1.5754088E+002, 8.6471398E+001, 2.2290810E+002, 1.8686826E+002, 1.6213189E+002, 1.0037665E+002, 3.3394144E+001, 3.3020337E+001, 2.7536429E+001, 2.1275326E+001, 0.0000000E+000, 9.9969070E+001
 1.0010309E+002, 4.4827782E+002, 5.3254142E+002, 5.3460426E+002, 5.2631375E+002, 5.4030533E+002, 5.0717626E+002, 1.6082222E+002, 8.6242947E+001, 2.1784343E+002, 1.8800656E+002, 1.6536861E+002, 1.0516083E+002, 3.3836690E+001, 3.3109995E+001, 2.7146527E+001, 2.1247621E+001, 0.0000000E+000, 1.0006735E+002
 1.0021030E+002, 4.4474524E+002, 5.2761478E+002, 5.3152705E+002, 5.2530001E+002, 5.4727989E+002, 5.2162726E+002, 1.6160644E+002, 8.6239886E+001, 2.1731387E+002, 1.8913257E+002, 1.6680994E+002, 1.0978468E+002, 3.4338822E+001, 3.3173338E+001, 2.6867560E+001, 2.1374612E+001, 0.0000000E+000, 1.0016563E+002
 1.0031751E+002, 4.5730541E+002, 5.2441679E+002, 5.2933669E+002, 5.2690145E+002, 5.4761087E+002, 5.2001410E+002, 1.5996178E+002, 8.5868734E+001, 2.2088386E+002, 1.9029778E+002, 1.6707160E+002, 1.1434797E+002, 3.5006191E+001, 3.3196977E+001, 2.6662331E+001, 2.1640217E+001, 0.0000000E+000, 1.0027284E+002
 1.0040685E+002, 4.6840906E+002, 5.2446456E+002, 5.2657642E+002, 5.3022478E+002, 5.3627287E+002, 5.1692317E+002, 1.5696254E+002, 8.5594287E+001, 2.2293368E+002, 1.9118334E+002, 1.6678922E+002, 1.1781045E+002, 3.5643078E+001, 3.3152418E+001, 2.6477917E+001, 2.1901594E+001, 0.0000000E+000, 1.0037112E+002
 1.0051407E+002, 4.5580219E+002, 5.2561052E+002, 5.2491020E+002, 5.2840032E+002, 5.1924705E+002, 5.3350705E+002, 1.5216809E+002, 8.4995702E+001, 2.2201061E+002, 1.9177231E+002, 1.6645704E+002, 1.2044757E+002, 3.6195478E+001, 3.3059727E+001, 2.6269403E+001, 2.2138024E+001, 0.0000000E+000, 1.0046940E+002
 1.0060342E+002, 4.5494653E+002, 5.2641865E+002, 5.2468544E+002, 5.2369386E+002, 5.0458559E+002, 5.5783715E+002, 1.4660345E+002, 8.4725711E+001, 2.2092652E+002, 1.9207048E+002, 1.6620139E+002, 1.2232469E+002, 3.6632348E+001, 3.2960764E+001, 2.6048737E+001, 2.2304287E+001, 0.0000000E+000, 1.0056768E+002
 1.0071062E+002, 4.6593770E+002, 5.2652709E+002, 5.2509713E+002, 5.2160757E+002, 5.1039782E+002, 5.7434118E+002, 1.4094889E+002, 8.4700028E+001, 2.2014822E+002, 1.9195157E+002, 1.6586389E+002, 1.2342911E+002, 3.6923690E+001, 3.2890838E+001, 2.5916536E+001, 2.2410374E+001, 0.0000000E+000, 1.0066595E+002
 1.0081784E+002, 4.6642581E+002, 5.2582176E+002, 5.2551927E+002, 5.1776613E+002, 5.2690016E+002, 5.7310189E+002, 1.3537399E+002, 8.4438862E+001, 2.1800227E+002, 1.9133015E+002, 1.6511346E+002, 1.2387822E+002, 3.7058904E+001, 3.2795150E+001, 2.6004524E+001, 2.2541935E+001, 0.0000000E+000, 1.0077317E+002
 1.0090718E+002, 4.7445595E+002, 5.2513185E+002, 5.2537384E+002, 5.1022229E+002, 5.2137463E+002, 5.4128966E+002, 1.3087988E+002, 8.4312559E+001, 2.1570246E+002, 1.9031171E+002, 1.6383420E+002, 1.2365965E+002, 3.7019533E+001, 3.2707175E+001, 2.6410084E+001, 2.2792781E+001, 0.0000000E+000, 1.0087145E+002
 1.0101440E+002, 4.7944911E+002, 5.2522496E+002, 5.2425142E+002, 5.0810777E+002, 4.9102760E+002, 4.9502483E+002, 1.2772988E+002, 8.4002180E+001, 2.1471720E+002, 1.8893043E+002, 1.6189600E+002, 1.2286606E+002, 3.6846270E+001, 3.2622373E+001, 2.7099436E+001, 2.3195145E+001, 0.0000000E+000, 1.0096972E+002
 1.0110374E+002, 5.0802285E+002, 5.2623770E+002, 5.2290381E+002, 5.1647798E+002, 4.5289029E+002, 4.7593027E+002, 1.2675957E+002, 8.3812911E+001, 2.1544906E+002, 1.8725138E+002, 1.5947551E+002, 1.2172657E+002, 3.6656151E+001, 3.2572818E+001, 2.7897637E+001, 2.3680317E+001, 0.0000000E+000, 1.0106800E+002
 1.0121095E+002, 5.0004994E+002, 5.2849943E+002, 5.2349340E+002, 5.2676813E+002, 4.4739705E+002, 5.0160126E+002, 1.2816221E+002, 8.4008857E+001, 2.1767419E+002, 1.8539791E+002, 1.5680114E+002, 1.2026378E+002, 3.6445023E+001, 3.2564349E+001, 2.8616843E+001, 2.4129817E+001, 0.0000000E+000, 1.0116628E+002
 1.0130030E+002, 4.8723499E+002, 5.3132646E+002, 5.2696236E+002, 5.2763323E+002, 5.0214464E+002, 5.1951560E+002, 1.3123731E+002, 8.4163697E+001, 2.2054346E+002, 1.8348487E+002, 1.5421600E+002, 1.1857929E+002, 3.6176002E+001, 3.2544608E+001, 2.9085765E+001, 2.4442878E+001, 0.0000000E+000, 1.0126456E+002
 1.0140751E+002, 4.8261377E+002, 5.3168938E+002, 5.2991545E+002, 5.1966388E+002, 5.6511585E+002, 5.0639610E+002, 1.3591239E+002, 8.4442702E+001, 2.2351029E+002, 1.8165986E+002, 1.5195463E+002, 1.1673711E+002, 3.5860007E+001, 3.2537156E+001, 2.9280718E+001, 2.4642202E+001, 0.0000000E+000, 1.0136284E+002
 1.0151472E+002, 4.8169490E+002, 5.2935683E+002, 5.3135393E+002, 5.1991986E+002, 5.6278804E+002, 5.5032637E+002, 1.4233276E+002, 8.4891015E+001, 2.2552360E+002, 1.7989952E+002, 1.4993934E+002, 1.1463466E+002, 3.5524098E+001, 3.2577093E+001, 2.9300919E+001, 2.4797793E+001, 0.0000000E+000, 1.0147005E+002
 1.0160406E+002, 4.9586037E+002, 5.3202429E+002, 5.3821875E+002, 5.2942023E+002, 5.4304832E+002, 6.8475762E+002, 1.4979249E+002, 8.5988277E+001, 2.2376883E+002, 1.7859612E+002, 1.4848794E+002, 1.1267713E+002, 3.5231267E+001, 3.2657341E+001, 2.9261545E+001, 2.4923111E+001, 0.0000000E+000, 1.0156833E+002
 1.0171128E+002, 5.0296317E+002, 5.3778796E+002, 5.5054299E+002, 5.3169787E+002, 5.4999840E+002, 7.4088706E+002, 1.5741407E+002, 8.7007433E+001, 2.2241772E+002, 1.7776448E+002, 1.4735320E+002, 1.1064276E+002, 3.4946917E+001, 3.2773172E+001, 2.9256750E+001, 2.5028650E+001, 0.0000000E+000, 1.0166661E+002
 1.0180063E+002, 5.2854635E+002, 5.4145410E+002, 5.5388998E+002, 5.2717451E+002, 5.7679125E+002, 6.7912022E+002, 1.6158746E+002, 8.8734554E+001, 2.2665383E+002, 1.7754043E+002, 1.4637564E+002, 1.0849821E+002, 3.4642500E+001, 3.2873296E+001, 2.9306324E+001, 2.5085308E+001, 0.0000000E+000, 1.0176489E+002
 1.0190784E+002, 5.0857344E+002, 5.4431367E+002, 5.5014296E+002, 5.2283908E+002, 5.8487100E+002, 5.4411890E+002, 1.5918616E+002, 8.9698176E+001, 2.3027822E+002, 1.7800040E+002, 1.4550521E+002, 1.0620120E+002, 3.4410322E+001, 3.2997008E+001, 2.9453203E+001, 2.5056894E+001, 0.0000000E+000, 1.0186317E+002
 1.0201505E+002, 4.9406664E+002, 5.4648724E+002, 5.4700550E+002, 5.2111740E+002, 5.5839062E+002, 5.0904005E+002, 1.5403569E+002, 8.9822943E+001, 2.2800629E+002, 1.7919031E+002, 1.4467063E+002, 1.0351873E+002, 3.4178982E+001, 3.3123450E+001, 2.9670526E+001, 2.4817680E+001, 0.0000000E+000, 1.0197038E+002
 1.0210439E+002, 4.7718587E+002, 5.4913141E+002, 5.4380971E+002, 5.2264176E+002, 5.3042450E+002, 6.0426951E+002, 1.5080730E+002, 8.9816161E+001, 2.2542445E+002, 1.8062181E+002, 1.4399810E+002, 1.0086007E+002, 3.3966997E+001, 3.3233884E+001, 2.9943774E+001, 2.4399891E+001, 0.0000000E+000, 1.0206866E+002
 1.0221161E+002, 4.9130775E+002, 5.4916727E+002, 5.3783213E+002, 5.2406672E+002, 5.2805097E+002, 5.6731059E+002, 1.4798355E+002, 8.9938252E+001, 2.2387211E+002, 1.8203293E+002, 1.4350036E+002, 9.8090946E+001, 3.3877928E+001, 3.3363278E+001, 3.0227992E+001, 2.3755045E+001, 0.0000000E+000, 1.0216694E+002
 1.0230095E+002, 5.1094527E+002, 5.4536437E+002, 5.3154517E+002, 5.2429669E+002, 5.5264149E+002, 4.2074114E+002, 1.4400315E+002, 9.0307917E+001, 2.2167816E+002, 1.8297931E+002, 1.4317393E+002, 9.5248263E+001, 3.3836519E+001, 3.3456125E+001, 3.0463473E+001, 2.2969330E+001, 0.0000000E+000, 1.0226521E+002
 1.0240816E+002, 4.8671190E+002, 5.4099858E+002, 5.2865388E+002, 5.2929023E+002, 5.3338157E+002, 3.0130976E+002, 1.3921061E+002, 9.0152326E+001, 2.1894433E+002, 1.8315864E+002, 1.4303808E+002, 9.2468169E+001, 3.3835555E+001, 3.3571135E+001, 3.0683301E+001, 2.2204645E+001, 0.0000000E+000, 1.0236349E+002
 1.0251538E+002, 4.8804100E+002, 5.4084180E+002, 5.2772204E+002, 5.5771189E+002, 4.8521981E+002, 2.4711081E+002, 1.3570746E+002, 8.9062802E+001, 2.2092698E+002, 1.8285496E+002, 1.4319665E+002, 8.9730253E+001, 3.3915239E+001, 3.3639111E+001, 3.0789231E+001, 2.1506241E+001, 0.0000000E+000, 1.0247071E+002
 1.0260472E+002, 4.8272948E+002, 5.4263257E+002, 5.2558200E+002, 6.0449178E+002, 4.8835098E+002, 2.3319505E+002, 1.3433687E+002, 8.7878278E+001, 2.2977337E+002, 1.8292732E+002, 1.4366168E+002, 8.7622765E+001, 3.4015808E+001, 3.3723325E+001, 3.0789510E+001, 2.1178645E+001, 0.0000000E+000, 1.0256898E+002
 1.0271194E+002, 4.7863985E+002, 5.4213736E+002, 5.2250849E+002, 6.0225220E+002, 5.1015568E+002, 2.3197030E+002, 1.3519778E+002, 8.6803074E+001, 2.3408859E+002, 1.8459518E+002, 1.4447080E+002, 8.6122430E+001, 3.4150461E+001, 3.3801148E+001, 3.0706957E+001, 2.1274895E+001, 0.0000000E+000, 1.0266726E+002
 1.0280128E+002, 4.8101405E+002, 5.3896926E+002, 5.2175434E+002, 6.1906293E+002, 5.3990238E+002, 2.3802132E+002, 1.3830899E+002, 8.5894720E+001, 2.2923105E+002, 1.8836904E+002, 1.4552969E+002, 8.5254741E+001, 3.4269905E+001, 3.3860940E+001, 3.0544083E+001, 2.1723013E+001, 0.0000000E+000, 1.0276554E+002
 1.0290849E+002, 4.8401946E+002, 5.3519857E+002, 5.3068815E+002, 6.2278694E+002, 5.7325727E+002, 2.5578704E+002, 1.4425618E+002, 8.5767803E+001, 2.2427393E+002, 1.9375156E+002, 1.4673882E+002, 8.5043318E+001, 3.4429185E+001, 3.3916409E+001, 3.0287551E+001, 2.2284421E+001, 0.0000000E+000, 1.0286382E+002
 1.0301571E+002, 4.6662097E+002, 5.3435590E+002, 5.5480083E+002, 6.0204154E+002, 5.8551697E+002, 2.8622284E+002, 1.5212724E+002, 8.5893202E+001, 2.2590129E+002, 1.9991692E+002, 1.4803834E+002, 8.5463518E+001, 3.4619227E+001, 3.3977015E+001, 2.9970358E+001, 2.2663271E+001, 0.0000000E+000, 1.0297103E+002
 1.0310505E+002, 4.6616451E+002, 5.3818040E+002, 5.6665780E+002, 6.1044004E+002, 5.8383887E+002, 3.1071653E+002, 1.5907240E+002, 8.5946132E+001, 2.2860605E+002, 2.0454945E+002, 1.4915980E+002, 8.6390352E+001, 3.4818605E+001, 3.4042629E+001, 2.9685277E+001, 2.2595151E+001, 0.0000000E+000, 1.0306931E+002
 1.0321227E+002, 4.6106265E+002, 5.3984162E+002, 5.5184144E+002, 6.1560725E+002, 5.9278524E+002, 3.1845103E+002, 1.6427113E+002, 8.6317878E+001, 2.3058240E+002, 2.0764258E+002, 1.5026820E+002, 8.7817524E+001, 3.5003194E+001, 3.4073900E+001, 2.9386728E+001, 2.2192872E+001, 0.0000000E+000, 1.0316759E+002
 1.0330161E+002, 4.5722152E+002, 5.3719305E+002, 5.3655493E+002, 5.8364998E+002, 5.7151983E+002, 3.2074435E+002, 1.6562654E+002, 8.6840810E+001, 2.3281018E+002, 2.0933200E+002, 1.5136230E+002, 8.9702385E+001, 3.5190765E+001, 3.4094269E+001, 2.9086338E+001, 2.1761599E+001, 0.0000000E+000, 1.0326587E+002
 1.0340882E+002, 4.6261660E+002, 5.3750728E+002, 5.3051484E+002, 5.6190946E+002, 5.4386063E+002, 3.2010318E+002, 1.6229857E+002, 8.7270355E+001, 2.3308424E+002, 2.1019105E+002, 1.5242062E+002, 9.2039667E+001, 3.5430800E+001, 3.4111928E+001, 2.8748708E+001, 2.1592399E+001, 0.0000000E+000, 1.0336415E+002
 1.0351603E+002, 4.6990179E+002, 5.4469457E+002, 5.3391445E+002, 5.6053123E+002, 5.3525937E+002, 3.0495335E+002, 1.5404291E+002, 8.7274840E+001, 2.3207372E+002, 2.1081452E+002, 1.5337330E+002, 9.4994650E+001, 3.5709985E+001, 3.4115287E+001, 2.8229301E+001, 2.1762726E+001, 0.0000000E+000, 1.0347136E+002
 1.0360538E+002, 4.7068815E+002, 5.5932950E+002, 5.4500802E+002, 5.7188871E+002, 5.2771494E+002, 2.8142997E+002, 1.4578224E+002, 8.7578031E+001, 2.3278786E+002, 2.1132246E+002, 1.5387272E+002, 9.7957316E+001, 3.5933283E+001, 3.4106303E+001, 2.7574918E+001, 2.2134336E+001, 0.0000000E+000, 1.0356964E+002
 1.0371259E+002, 4.7883380E+002, 5.8098186E+002, 5.5732379E+002, 5.7409124E+002, 5.0729086E+002, 2.6324552E+002, 1.3845107E+002, 8.7863685E+001, 2.3378439E+002, 2.1178627E+002, 1.5382373E+002, 1.0103850E+002, 3.6160377E+001, 3.4063039E+001, 2.6726211E+001, 2.2478153E+001, 0.0000000E+000, 1.0366792E+002
 1.0380193E+002, 5.0221679E+002, 5.9696490E+002, 5.6473230E+002, 5.6521024E+002, 4.9592192E+002, 2.6156111E+002, 1.3309769E+002, 8.8366150E+001, 2.3275009E+002, 2.1194634E+002, 1.5321999E+002, 1.0406209E+002, 3.6451644E+001, 3.4024696E+001, 2.5780342E+001, 2.2645209E+001, 0.0000000E+000, 1.0376620E+002
 1.0390915E+002, 5.3204880E+002, 5.9176947E+002, 5.6598782E+002, 5.5259351E+002, 4.9554207E+002, 2.8466161E+002, 1.2981111E+002, 8.9578796E+001, 2.2981069E+002, 2.1154505E+002, 1.5216921E+002, 1.0685244E+002, 3.6747253E+001, 3.3952207E+001, 2.4806668E+001, 2.2588237E+001, 0.0000000E+000, 1.0386447E+002
 1.0401636E+002, 5.2878970E+002, 5.8334512E+002, 5.5976755E+002, 5.4473779E+002, 4.9753021E+002, 3.2015672E+002, 1.2637370E+002, 9.0562136E+001, 2.3083174E+002, 2.1042990E+002, 1.5091482E+002, 1.0951074E+002, 3.7134826E+001, 3.3902742E+001, 2.3871089E+001, 2.2401189E+001, 0.0000000E+000, 1.0397169E+002
 1.0410571E+002, 5.4239270E+002, 5.8458837E+002, 5.5408828E+002, 5.4178151E+002, 4.9949924E+002, 3.2985616E+002, 1.2373673E+002, 9.1391739E+001, 2.4038035E+002, 2.0870596E+002, 1.4988628E+002, 1.1152928E+002, 3.7561078E+001, 3.3853216E+001, 2.3193553E+001, 2.2192043E+001, 0.0000000E+000, 1.0406997E+002
 1.0421291E+002, 5.4696911E+002, 5.8532573E+002, 5.7308948E+002, 5.4692426E+002, 5.0392179E+002, 3.0770698E+002, 1.2349124E+002, 9.2641345E+001, 2.4687701E+002, 2.0626316E+002, 1.4908560E+002, 1.1303380E+002, 3.7957614E+001, 3.3784853E+001, 2.2772640E+001, 2.2027481E+001, 0.0000000E+000, 1.0416824E+002
 1.0430226E+002, 5.5120286E+002, 5.9781340E+002, 5.9523482E+002, 5.6972644E+002, 5.0319365E+002, 2.8123674E+002, 1.2533283E+002, 9.3661422E+001, 2.3947348E+002, 2.0340624E+002, 1.4848923E+002, 1.1406723E+002, 3.8324164E+001, 3.3701186E+001, 2.2671151E+001, 2.1961553E+001, 0.0000000E+000, 1.0426652E+002
 1.0440948E+002, 5.9094310E+002, 6.2308561E+002, 5.8940352E+002, 5.6313519E+002, 4.9089676E+002, 2.6243649E+002, 1.2708376E+002, 9.4929625E+001, 2.3425035E+002, 2.0029805E+002, 1.4799748E+002, 1.1458115E+002, 3.8609019E+001, 3.3606797E+001, 2.2932012E+001, 2.2009645E+001, 0.0000000E+000, 1.0436480E+002
 1.0451669E+002, 6.0951357E+002, 6.2060184E+002, 5.8231018E+002, 5.4710883E+002, 4.7097085E+002, 2.4687799E+002, 1.2373259E+002, 9.6103121E+001, 2.3638186E+002, 1.9672017E+002, 1.4749062E+002, 1.1457709E+002, 3.8750288E+001, 3.3460171E+001, 2.3474629E+001, 2.2157086E+001, 0.0000000E+000, 1.0447201E+002
 1.0460603E+002, 6.0092154E+002, 6.1073857E+002, 5.7469152E+002, 5.6164557E+002, 4.5604366E+002, 2.3879035E+002, 1.2335226E+002, 9.4727020E+001, 2.3902257E+002, 1.9362852E+002, 1.4701276E+002, 1.1403417E+002, 3.8657201E+001, 3.3287293E+001, 2.4082070E+001, 2.2338333E+001, 0.0000000E+000, 1.0457029E+002
 1.0471324E+002, 5.9451668E+002, 5.9200408E+002, 5.6589349E+002, 5.5985847E+002, 4.4771734E+002, 2.3811054E+002, 1.2671524E+002, 9.3213554E+001, 2.4006291E+002, 1.9057131E+002, 1.4650372E+002, 1.1291551E+002, 3.8357129E+001, 3.3081211E+001, 2.4671576E+001, 2.2576197E+001, 0.0000000E+000, 1.0466857E+002
 1.0480259E+002, 5.7612798E+002, 5.8639578E+002, 5.6118231E+002, 5.4565957E+002, 4.4776166E+002, 2.3999098E+002, 1.3303245E+002, 9.1771360E+001, 2.4158947E+002, 1.8777386E+002, 1.4596100E+002, 1.1126823E+002, 3.7939060E+001, 3.2867106E+001, 2.5262564E+001, 2.2969797E+001, 0.0000000E+000, 1.0476685E+002
 1.0490980E+002, 5.5125825E+002, 5.8897152E+002, 5.5805104E+002, 5.3977235E+002, 4.5743865E+002, 2.4521822E+002, 1.4151473E+002, 9.0696292E+001, 2.4325996E+002, 1.8576283E+002, 1.4535737E+002, 1.0907833E+002, 3.7382557E+001, 3.2626308E+001, 2.5880896E+001, 2.3651667E+001, 0.0000000E+000, 1.0486513E+002
 1.0501701E+002, 5.4126195E+002, 5.8130208E+002, 5.4620884E+002, 5.4018628E+002, 4.6725446E+002, 2.5343074E+002, 1.5216389E+002, 9.0330467E+001, 2.4210913E+002, 1.8481710E+002, 1.4466562E+002, 1.0621392E+002, 3.6773002E+001, 3.2395273E+001, 2.6519522E+001, 2.4595383E+001, 0.0000000E+000, 1.0497234E+002
 1.0510636E+002, 5.3746037E+002, 5.8437349E+002, 5.3964621E+002, 5.4356986E+002, 4.6709743E+002, 2.6283795E+002, 1.6153001E+002, 8.9727241E+001, 2.3814489E+002, 1.8496679E+002, 1.4398654E+002, 1.0330034E+002, 3.6210592E+001, 3.2203253E+001, 2.6978821E+001, 2.5389819E+001, 0.0000000E+000, 1.0507062E+002
 1.0521357E+002, 5.2878742E+002, 5.9755540E+002, 5.5383807E+002, 5.5071215E+002, 4.6153601E+002, 2.7714613E+002, 1.6965031E+002, 8.8927384E+001, 2.3332813E+002, 1.8614475E+002, 1.4326226E+002, 1.0028628E+002, 3.5678616E+001, 3.2041893E+001, 2.7287105E+001, 2.5924585E+001, 0.0000000E+000, 1.0516890E+002
 1.0530292E+002, 5.2100208E+002, 6.0705475E+002, 5.8754944E+002, 5.5283091E+002, 4.5628873E+002, 2.9661249E+002, 1.7600577E+002, 8.7726046E+001, 2.2887976E+002, 1.8810956E+002, 1.4252014E+002, 9.7357157E+001, 3.5219622E+001, 3.1914795E+001, 2.7445806E+001, 2.6153434E+001, 0.0000000E+000, 1.0526718E+002
 1.0541013E+002, 5.1327882E+002, 6.1742509E+002, 6.0874048E+002, 5.4237398E+002, 4.5142643E+002, 3.1002978E+002, 1.7972763E+002, 8.5898493E+001, 2.2503336E+002, 1.9031657E+002, 1.4174863E+002, 9.4666981E+001, 3.4822423E+001, 3.1826428E+001, 2.7509873E+001, 2.6164822E+001, 0.0000000E+000, 1.0536546E+002
 1.0551734E+002, 5.0648827E+002, 6.1741413E+002, 6.1088093E+002, 5.2241132E+002, 4.4424665E+002, 2.9975113E+002, 1.8038465E+002, 8.3832771E+001, 2.2167431E+002, 1.9264351E+002, 1.4092527E+002, 9.2213939E+001, 3.4525065E+001, 3.1726690E+001, 2.7494533E+001, 2.6062925E+001, 0.0000000E+000, 1.0547267E+002
 1.0560668E+002, 5.0983260E+002, 6.1283580E+002, 5.9559573E+002, 5.0601920E+002, 4.3419428E+002, 2.7245523E+002, 1.7817646E+002, 8.1941768E+001, 2.1875558E+002, 1.9439762E+002, 1.4019859E+002, 9.0463357E+001, 3.4328771E+001, 3.1657503E+001, 2.7495138E+001, 2.5959527E+001, 0.0000000E+000, 1.0557095E+002
 1.0571390E+002, 5.3309197E+002, 6.0673858E+002, 5.7751814E+002, 5.0062967E+002, 4.2404787E+002, 2.5143614E+002, 1.7374345E+002, 8.0380249E+001, 2.1504426E+002, 1.9562157E+002, 1.3953131E+002, 8.9269284E+001, 3.4177122E+001, 3.1608956E+001, 2.7552936E+001, 2.5844703E+001, 0.0000000E+000, 1.0566923E+002
