s,mol/mol,mol/mol,mol/mol,mol/mol,C,mg/m3,Pa,kW,kW,kW,kW,kW,kW,kg
 6.8206048E+002, 1.1167437E-001, 1.2322992E-001, 2.3405825E-004, 5.6415973E-002, 1.8351479E+002, 2.9227645E+002,-5.8261453E+001, 2.1285554E-009, 0.0000000E+000, 1.4372339E-011, 1.4372339E-011, 1.4372339E-011, 1.4372339E-011, 1.7432906E-001
 6.8302282E+002, 1.1352880E-001, 1.2242373E-001, 2.2953215E-004, 5.5332055E-002, 1.8154327E+002, 3.0421427E+002,-5.7250438E+001, 2.1280043E-009, 0.0000000E+000, 1.3186489E-011, 1.3186489E-011, 1.3186489E-011, 1.3186489E-011, 1.7433566E-001
 6.8405919E+002, 1.1572877E-001, 1.2207774E-001, 2.2416203E-004, 5.4046328E-002, 1.8157670E+002, 3.0412965E+002,-5.6261658E+001, 2.1274790E-009, 0.0000000E+000, 1.2116357E-011, 1.2116357E-011, 1.2116357E-011, 1.2116357E-011, 1.7434226E-001
 6.8502152E+002, 1.1688507E-001, 1.2168487E-001, 2.2133969E-004, 5.3370579E-002, 1.8245381E+002, 3.0217181E+002,-5.5268922E+001, 2.1269030E-009, 0.0000000E+000, 1.1146526E-011, 1.1146526E-011, 1.1146526E-011, 1.1146526E-011, 1.7434883E-001
 6.8606529E+002, 1.1875913E-001, 1.2029765E-001, 2.1676523E-004, 5.2275353E-002, 1.8399627E+002, 2.9847264E+002,-5.4206440E+001, 2.0808620E-009, 0.0000000E+000, 1.0961599E-011, 1.0961599E-011, 1.0961599E-011, 1.0961599E-011, 1.7435546E-001
 6.8700975E+002, 1.1925793E-001, 1.1878531E-001, 2.1554760E-004, 5.1983823E-002, 1.8356583E+002, 2.9854705E+002,-5.3102529E+001, 2.0857015E-009, 0.0000000E+000, 9.9666940E-012, 9.9666940E-012, 9.9666940E-012, 9.9666940E-012, 1.7436201E-001
 6.8807931E+002, 1.1939995E-001, 1.1899618E-001, 2.1520092E-004, 5.1900811E-002, 1.8279709E+002, 2.9901624E+002,-5.2228188E+001, 2.0997098E-009, 0.0000000E+000, 8.9498502E-012, 8.9498502E-012, 8.9498502E-012, 8.9498502E-012, 1.7436863E-001
 6.8904631E+002, 1.1923438E-001, 1.2292019E-001, 2.1560497E-004, 5.1997563E-002, 1.8108875E+002, 3.0260447E+002,-5.1279781E+001, 2.0686738E-009, 0.0000000E+000, 8.5932508E-012, 8.5932508E-012, 8.5932508E-012, 8.5932508E-012, 1.7437533E-001
 6.9001332E+002, 1.1748635E-001, 1.2454258E-001, 2.1987159E-004, 5.3019145E-002, 1.7953468E+002, 3.0327085E+002,-5.0405072E+001, 2.0653769E-009, 0.0000000E+000, 7.9501840E-012, 7.9501840E-012, 7.9501840E-012, 7.9501840E-012, 1.7438166E-001
 6.9103510E+002, 1.1676273E-001, 1.2347679E-001, 2.2163776E-004, 5.3442014E-002, 1.7920333E+002, 2.9049256E+002,-4.9585441E+001, 2.0755076E-009, 0.0000000E+000, 7.2136696E-012, 7.2136696E-012, 7.2136696E-012, 7.2136696E-012, 1.7438815E-001
 6.9207673E+002, 1.1656600E-001, 1.2209024E-001, 2.2211792E-004, 5.3557006E-002, 1.7809181E+002, 2.9751151E+002,-4.8619956E+001, 2.0206394E-009, 0.0000000E+000, 7.1923567E-012, 7.1923567E-012, 7.1923567E-012, 7.1923567E-012, 1.7439492E-001
 6.9300953E+002, 1.1656806E-001, 1.2330970E-001, 2.2211304E-004, 5.3555778E-002, 1.7779372E+002, 3.0389743E+002,-4.7666606E+001, 2.0304699E-009, 0.0000000E+000, 6.5596893E-012, 6.5596893E-012, 6.5596893E-012, 6.5596893E-012, 1.7440135E-001
 6.9407058E+002, 1.1673229E-001, 1.2525814E-001, 2.2171221E-004, 5.3459755E-002, 1.7727440E+002, 2.9627863E+002,-4.6939712E+001, 2.0911261E-009, 0.0000000E+000, 5.5471622E-012, 5.5471622E-012, 5.5471622E-012, 5.5471622E-012, 1.7440782E-001
 6.9505585E+002, 1.1687459E-001, 1.2545700E-001, 2.2136490E-004, 5.3376576E-002, 1.7648534E+002, 2.9436154E+002,-4.6243874E+001, 2.0909882E-009, 0.0000000E+000, 5.1330579E-012, 5.1330579E-012, 5.1330579E-012, 5.1330579E-012, 1.7441448E-001
 6.9604111E+002, 1.1678650E-001, 1.2520788E-001, 2.2158015E-004, 5.3428096E-002, 1.7549108E+002, 2.9561563E+002,-4.5491185E+001, 2.0909007E-009, 0.0000000E+000, 4.7663874E-012, 4.7663874E-012, 4.7663874E-012, 4.7663874E-012, 1.7442088E-001
 6.9702638E+002, 1.1669941E-001, 1.2518583E-001, 2.2179250E-004, 5.3479060E-002, 1.7435698E+002, 2.8927478E+002,-4.4740417E+001, 2.0908050E-009, 0.0000000E+000, 4.4284653E-012, 4.4284653E-012, 4.4284653E-012, 4.4284653E-012, 1.7442727E-001
 6.9807985E+002, 1.1700770E-001, 1.2518065E-001, 2.2103975E-004, 5.3298964E-002, 1.7300915E+002, 2.8487870E+002,-4.3936598E+001, 2.0543524E-009, 0.0000000E+000, 4.3363681E-012, 4.3363681E-012, 4.3363681E-012, 4.3363681E-012, 1.7443391E-001
 6.9908028E+002, 1.1719346E-001, 1.2504367E-001, 2.2058596E-004, 5.3190439E-002, 1.7153564E+002, 2.8646416E+002,-4.3081684E+001, 2.0390130E-009, 0.0000000E+000, 4.1120856E-012, 4.1120856E-012, 4.1120856E-012, 4.1120856E-012, 1.7444060E-001
 7.0008070E+002, 1.1686547E-001, 1.2481998E-001, 2.2138668E-004, 5.3382097E-002, 1.7022386E+002, 2.9342228E+002,-4.2363847E+001, 2.0383052E-009, 0.0000000E+000, 3.8254873E-012, 3.8254873E-012, 3.8254873E-012, 3.8254873E-012, 1.7444713E-001
 7.0108112E+002, 1.1662354E-001, 1.2439195E-001, 2.2197736E-004, 5.3523403E-002, 1.6970607E+002, 2.9623054E+002,-4.1681372E+001, 2.0375593E-009, 0.0000000E+000, 3.5628427E-012, 3.5628427E-012, 3.5628427E-012, 3.5628427E-012, 1.7445369E-001
 7.0208155E+002, 1.1663600E-001, 1.2404512E-001, 2.2194702E-004, 5.3516089E-002, 1.6979649E+002, 2.9946356E+002,-4.0996524E+001, 2.0369177E-009, 0.0000000E+000, 3.3218853E-012, 3.3218853E-012, 3.3218853E-012, 3.3218853E-012, 1.7446027E-001
 7.0308197E+002, 1.1681967E-001, 1.2392806E-001, 2.2149869E-004, 5.3408758E-002, 1.6957669E+002, 2.9471687E+002,-4.0328217E+001, 2.0363367E-009, 0.0000000E+000, 3.1009680E-012, 3.1009680E-012, 3.1009680E-012, 3.1009680E-012, 1.7446687E-001
 7.0408239E+002, 1.1704327E-001, 1.2413703E-001, 2.2095290E-004, 5.3278080E-002, 1.6883494E+002, 2.9032717E+002,-3.9649117E+001, 2.0357011E-009, 0.0000000E+000, 2.8984737E-012, 2.8984737E-012, 2.8984737E-012, 2.8984737E-012, 1.7447349E-001
 7.0508281E+002, 1.1713334E-001, 1.2516613E-001, 2.2073303E-004, 5.3225421E-002, 1.6821878E+002, 2.8982509E+002,-3.8991644E+001, 2.0351240E-009, 0.0000000E+000, 2.7121159E-012, 2.7121159E-012, 2.7121159E-012, 2.7121159E-012, 1.7448011E-001
 7.0608324E+002, 1.1710889E-001, 1.2466574E-001, 2.2079277E-004, 5.3239680E-002, 1.6776162E+002, 2.8412545E+002,-3.8399176E+001, 2.0345354E-009, 0.0000000E+000, 2.5390636E-012, 2.5390636E-012, 2.5390636E-012, 2.5390636E-012, 1.7448673E-001
 7.0700029E+002, 1.1703663E-001, 1.2401148E-001, 2.2096922E-004, 5.3281878E-002, 1.6740675E+002, 2.8623973E+002,-3.7842462E+001, 2.0340452E-009, 0.0000000E+000, 2.3829546E-012, 2.3829546E-012, 2.3829546E-012, 2.3829546E-012, 1.7449309E-001
 7.0800071E+002, 1.1700361E-001, 1.2338064E-001, 2.2104993E-004, 5.3301159E-002, 1.6710854E+002, 2.8835193E+002,-3.7280664E+001, 2.0335884E-009, 0.0000000E+000, 2.2341470E-012, 2.2341470E-012, 2.2341470E-012, 2.2341470E-012, 1.7449948E-001
 7.0900114E+002, 1.1706838E-001, 1.2351432E-001, 2.2089188E-004, 5.3263304E-002, 1.6683572E+002, 2.8729727E+002,-3.6714118E+001, 2.0330831E-009, 0.0000000E+000, 2.0855580E-012, 2.0855580E-012, 2.0855580E-012, 2.0855580E-012, 1.7450617E-001
 7.1000156E+002, 1.1719601E-001, 1.2437524E-001, 2.2058025E-004, 5.3188722E-002, 1.6658347E+002, 2.9112415E+002,-3.6165139E+001, 2.0325899E-009, 0.0000000E+000, 1.9453495E-012, 1.9453495E-012, 1.9453495E-012, 1.9453495E-012, 1.7451288E-001
 7.1100198E+002, 1.1730622E-001, 1.2389652E-001, 2.2031115E-004, 5.3124317E-002, 1.6633190E+002, 2.9976900E+002,-3.5622585E+001, 2.0321003E-009, 0.0000000E+000, 1.8157442E-012, 1.8157442E-012, 1.8157442E-012, 1.8157442E-012, 1.7451962E-001
 7.1200241E+002, 1.1742753E-001, 1.2437918E-001, 2.2001495E-004, 5.3053407E-002, 1.6600945E+002, 3.0382244E+002,-3.5084419E+001, 2.0317204E-009, 0.0000000E+000, 1.6975841E-012, 1.6975841E-012, 1.6975841E-012, 1.6975841E-012, 1.7452639E-001
 7.1305285E+002, 1.1753301E-001, 1.2447205E-001, 2.1975760E-004, 5.2991732E-002, 1.6552981E+002, 3.0397856E+002,-3.4548413E+001, 2.0032120E-009, 0.0000000E+000, 1.6507609E-012, 1.6507609E-012, 1.6507609E-012, 1.6507609E-012, 1.7453337E-001
 7.1402973E+002, 1.1758584E-001, 1.2419887E-001, 2.1962871E-004, 5.2960825E-002, 1.6505880E+002, 3.0287612E+002,-3.3979847E+001, 1.9938988E-009, 0.0000000E+000, 1.5668127E-012, 1.5668127E-012, 1.5668127E-012, 1.5668127E-012, 1.7454028E-001
 7.1500266E+002, 1.1760143E-001, 1.2412410E-001, 2.1959073E-004, 5.2951708E-002, 1.6464338E+002, 2.9058211E+002,-3.3535906E+001, 2.0450103E-009, 0.0000000E+000, 1.3680887E-012, 1.3680887E-012, 1.3680887E-012, 1.3680887E-012, 1.7454692E-001
 7.1603234E+002, 1.1759864E-001, 1.2419973E-001, 2.1959765E-004, 5.2953359E-002, 1.6424720E+002, 2.8962289E+002,-3.3089572E+001, 2.0128500E-009, 0.0000000E+000, 1.3450253E-012, 1.3450253E-012, 1.3450253E-012, 1.3450253E-012, 1.7455381E-001
 7.1701338E+002, 1.1760265E-001, 1.2409673E-001, 2.1958782E-004, 5.2951039E-002, 1.6392296E+002, 2.9805257E+002,-3.2574244E+001, 1.9916705E-009, 0.0000000E+000, 1.3018606E-012, 1.3018606E-012, 1.3018606E-012, 1.3018606E-012, 1.7456075E-001
 7.1808360E+002, 1.1756660E-001, 1.2396010E-001, 2.1967579E-004, 5.2972121E-002, 1.6359853E+002, 2.9729841E+002,-3.2125944E+001, 1.9912658E-009, 0.0000000E+000, 1.2233516E-012, 1.2233516E-012, 1.2233516E-012, 1.2233516E-012, 1.7456783E-001
 7.1906463E+002, 1.1746356E-001, 1.2507831E-001, 2.1992740E-004, 5.3032342E-002, 1.6320842E+002, 2.8787543E+002,-3.1691985E+001, 1.9908290E-009, 0.0000000E+000, 1.1507103E-012, 1.1507103E-012, 1.1507103E-012, 1.1507103E-012, 1.7457491E-001
 7.2004567E+002, 1.1735917E-001, 1.2801999E-001, 2.2018231E-004, 5.3093334E-002, 1.6276668E+002, 2.8911246E+002,-3.1277530E+001, 1.9904347E-009, 0.0000000E+000, 1.0861730E-012, 1.0861730E-012, 1.0861730E-012, 1.0861730E-012, 1.7458170E-001
 7.2102671E+002, 1.1731065E-001, 1.3002350E-001, 2.2030082E-004, 5.3121674E-002, 1.6231800E+002, 2.9273357E+002,-3.0882008E+001, 1.9900921E-009, 0.0000000E+000, 1.0258683E-012, 1.0258683E-012, 1.0258683E-012, 1.0258683E-012, 1.7458852E-001
 7.2200775E+002, 1.1732275E-001, 1.2988909E-001, 2.2027133E-004, 5.3114589E-002, 1.6190567E+002, 2.9520388E+002,-3.0484603E+001, 1.9897979E-009, 0.0000000E+000, 9.6945622E-013, 9.6945622E-013, 9.6945622E-013, 9.6945622E-013, 1.7459537E-001
 7.2307797E+002, 1.1737262E-001, 1.2973398E-001, 2.2014962E-004, 5.3085438E-002, 1.6152768E+002, 2.9716406E+002,-3.0077617E+001, 1.9894950E-009, 0.0000000E+000, 9.1434807E-013, 9.1434807E-013, 9.1434807E-013, 9.1434807E-013, 1.7460254E-001
 7.2405900E+002, 1.1742439E-001, 1.2937407E-001, 2.2002326E-004, 5.3055180E-002, 1.6118907E+002, 2.9391591E+002,-2.9687210E+001, 1.9891905E-009, 0.0000000E+000, 8.6286563E-013, 8.6286563E-013, 8.6286563E-013, 8.6286563E-013, 1.7460972E-001
 7.2504004E+002, 1.1747242E-001, 1.2863872E-001, 2.1990599E-004, 5.3027102E-002, 1.6088404E+002, 2.9649805E+002,-2.9349254E+001, 1.9889000E-009, 0.0000000E+000, 8.1689684E-013, 8.1689684E-013, 8.1689684E-013, 8.1689684E-013, 1.7461661E-001
 7.2606397E+002, 1.1756833E-001, 1.2802743E-001, 2.1967186E-004, 5.2971046E-002, 1.6058777E+002, 2.9345421E+002,-2.9023194E+001, 1.9634446E-009, 0.0000000E+000, 7.9934622E-013, 7.9934622E-013, 7.9934622E-013, 7.9934622E-013, 1.7462367E-001
 7.2702731E+002, 1.1773565E-001, 1.2777267E-001, 2.1926342E-004, 5.2873250E-002, 1.6029099E+002, 2.8654085E+002,-2.8670069E+001, 1.9436399E-009, 0.0000000E+000, 7.7699597E-013, 7.7699597E-013, 7.7699597E-013, 7.7699597E-013, 1.7463067E-001
 7.2808698E+002, 1.1796309E-001, 1.2794124E-001, 2.1870822E-004, 5.2740320E-002, 1.5994650E+002, 2.8655448E+002,-2.8324707E+001, 1.9432593E-009, 0.0000000E+000, 7.3572969E-013, 7.3572969E-013, 7.3572969E-013, 7.3572969E-013, 1.7463779E-001
 7.2905032E+002, 1.1815479E-001, 1.2821738E-001, 2.1824020E-004, 5.2628275E-002, 1.5952148E+002, 2.8716572E+002,-2.7980752E+001, 1.9428693E-009, 0.0000000E+000, 6.9692227E-013, 6.9692227E-013, 6.9692227E-013, 6.9692227E-013, 1.7464494E-001
 7.3001366E+002, 1.1830180E-001, 1.2828227E-001, 2.1788125E-004, 5.2542368E-002, 1.5903435E+002, 2.8694523E+002,-2.7644593E+001, 1.9425217E-009, 0.0000000E+000, 6.6204889E-013, 6.6204889E-013, 6.6204889E-013, 6.6204889E-013, 1.7465177E-001
 7.3103961E+002, 1.1842633E-001, 1.2824162E-001, 2.1757713E-004, 5.2469587E-002, 1.5855991E+002, 2.9017927E+002,-2.7305703E+001, 1.9598083E-009, 0.0000000E+000, 6.1398459E-013, 6.1398459E-013, 6.1398459E-013, 6.1398459E-013, 1.7465884E-001
 7.3206074E+002, 1.1849208E-001, 1.2819000E-001, 2.1741661E-004, 5.2431188E-002, 1.5815971E+002, 2.8899404E+002,-2.7013358E+001, 2.0128099E-009, 0.0000000E+000, 5.4040692E-013, 5.4040692E-013, 5.4040692E-013, 5.4040692E-013, 1.7466612E-001
 7.3308187E+002, 1.1850265E-001, 1.2776625E-001, 2.1739022E-004, 5.2425052E-002, 1.5777254E+002, 2.9142806E+002,-2.6715185E+001, 2.0127273E-009, 0.0000000E+000, 5.1222573E-013, 5.1222573E-013, 5.1222573E-013, 5.1222573E-013, 1.7467340E-001
 7.3401790E+002, 1.1844567E-001, 1.2683424E-001, 2.1752851E-004, 5.2458395E-002, 1.5743056E+002, 2.9592045E+002,-2.6367493E+001, 1.9586333E-009, 0.0000000E+000, 5.2430144E-013, 5.2430144E-013, 5.2430144E-013, 5.2430144E-013, 1.7468044E-001
 7.3504829E+002, 1.1839225E-001, 1.2602949E-001, 2.1765868E-004, 5.2489679E-002, 1.5719265E+002, 2.9718520E+002,-2.6039573E+001, 2.0062524E-009, 0.0000000E+000, 4.6699881E-013, 4.6699881E-013, 4.6699881E-013, 4.6699881E-013, 1.7468747E-001
 7.3606439E+002, 1.1841661E-001, 1.2546171E-001, 2.1759921E-004, 5.2475470E-002, 1.5700071E+002, 2.9784412E+002,-2.5797930E+001, 2.0144425E-009, 0.0000000E+000, 4.3763059E-013, 4.3763059E-013, 4.3763059E-013, 4.3763059E-013, 1.7469482E-001
 7.3707216E+002, 1.1852497E-001, 1.2502685E-001, 2.1733473E-004, 5.2412139E-002, 1.5671494E+002, 2.9873320E+002,-2.5460743E+001, 1.9706693E-009, 0.0000000E+000, 4.4202731E-013, 4.4202731E-013, 4.4202731E-013, 4.4202731E-013, 1.7470212E-001
 7.3807993E+002, 1.1868092E-001, 1.2434566E-001, 2.1695420E-004, 5.2320979E-002, 1.5627344E+002, 2.9817881E+002,-2.5104772E+001, 1.9705197E-009, 0.0000000E+000, 4.2043657E-013, 4.2043657E-013, 4.2043657E-013, 4.2043657E-013, 1.7470936E-001
 7.3908769E+002, 1.1885666E-001, 1.2359167E-001, 2.1652560E-004, 5.2218271E-002, 1.5569644E+002, 2.9890802E+002,-2.4800912E+001, 1.9703809E-009, 0.0000000E+000, 4.0014142E-013, 4.0014142E-013, 4.0014142E-013, 4.0014142E-013, 1.7471661E-001
 7.4000385E+002, 1.1902458E-001, 1.2317724E-001, 2.1611596E-004, 5.2120099E-002, 1.5501526E+002, 2.9791732E+002,-2.4531941E+001, 1.9701977E-009, 0.0000000E+000, 3.8183659E-013, 3.8183659E-013, 3.8183659E-013, 3.8183659E-013, 1.7472354E-001
 7.4101162E+002, 1.1912338E-001, 1.2314666E-001, 2.1587481E-004, 5.2062301E-002, 1.5428658E+002, 2.9752696E+002,-2.4266722E+001, 1.9700309E-009, 0.0000000E+000, 3.6448887E-013, 3.6448887E-013, 3.6448887E-013, 3.6448887E-013, 1.7473050E-001
 7.4201938E+002, 1.1910440E-001, 1.2350080E-001, 2.1592141E-004, 5.2073360E-002, 1.5351409E+002, 2.9189389E+002,-2.3996012E+001, 1.9698984E-009, 0.0000000E+000, 3.4723931E-013, 3.4723931E-013, 3.4723931E-013, 3.4723931E-013, 1.7473781E-001
 7.4306962E+002, 1.1898080E-001, 1.2409070E-001, 2.1622351E-004, 5.2145604E-002, 1.5281477E+002, 2.7999210E+002,-2.3710902E+001, 1.9456565E-009, 0.0000000E+000, 3.4125013E-013, 3.4125013E-013, 3.4125013E-013, 3.4125013E-013, 1.7474530E-001
 7.4403296E+002, 1.1882086E-001, 1.2458030E-001, 2.1661423E-004, 5.2239089E-002, 1.5221888E+002, 2.7675273E+002,-2.3413798E+001, 1.9404112E-009, 0.0000000E+000, 3.2746066E-013, 3.2746066E-013, 3.2746066E-013, 3.2746066E-013, 1.7475263E-001
 7.4509263E+002, 1.1871442E-001, 1.2474895E-001, 2.1687407E-004, 5.2301298E-002, 1.5175227E+002, 2.9563424E+002,-2.3155349E+001, 1.9402701E-009, 0.0000000E+000, 3.1213360E-013, 3.1213360E-013, 3.1213360E-013, 3.1213360E-013, 1.7476001E-001
 7.4605597E+002, 1.1868966E-001, 1.2475861E-001, 2.1693453E-004, 5.2315782E-002, 1.5138988E+002, 3.0067241E+002,-2.2931211E+001, 1.9400960E-009, 0.0000000E+000, 2.9760616E-013, 2.9760616E-013, 2.9760616E-013, 2.9760616E-013, 1.7476740E-001
 7.4701931E+002, 1.1872621E-001, 1.2477801E-001, 2.1684526E-004, 5.2294425E-002, 1.5110389E+002, 3.0664291E+002,-2.2721491E+001, 1.9399682E-009, 0.0000000E+000, 2.8450141E-013, 2.8450141E-013, 2.8450141E-013, 2.8450141E-013, 1.7477445E-001
 7.4807898E+002, 1.1878606E-001, 1.2484264E-001, 2.1669912E-004, 5.2259450E-002, 1.5083913E+002, 3.0801403E+002,-2.2497712E+001, 1.9398331E-009, 0.0000000E+000, 2.7147812E-013, 2.7147812E-013, 2.7147812E-013, 2.7147812E-013, 1.7478189E-001
 7.4904232E+002, 1.1884914E-001, 1.2495170E-001, 2.1654512E-004, 5.2222589E-002, 1.5058636E+002, 3.0548912E+002,-2.2257986E+001, 1.9397065E-009, 0.0000000E+000, 2.5916502E-013, 2.5916502E-013, 2.5916502E-013, 2.5916502E-013, 1.7478934E-001
 7.5000566E+002, 1.1891155E-001, 1.2508273E-001, 2.1639277E-004, 5.2186117E-002, 1.5035241E+002, 3.0707216E+002,-2.2031103E+001, 1.9395901E-009, 0.0000000E+000, 2.4807933E-013, 2.4807933E-013, 2.4807933E-013, 2.4807933E-013, 1.7479645E-001
 7.5106533E+002, 1.1899163E-001, 1.2521339E-001, 2.1619724E-004, 5.2139313E-002, 1.5012548E+002, 3.0484557E+002,-2.1788246E+001, 1.9394324E-009, 0.0000000E+000, 2.3708908E-013, 2.3708908E-013, 2.3708908E-013, 2.3708908E-013, 1.7480393E-001
 7.5202867E+002, 1.1909917E-001, 1.2524189E-001, 2.1593468E-004, 5.2076462E-002, 1.4992427E+002, 2.9997517E+002,-2.1560232E+001, 1.9393069E-009, 0.0000000E+000, 2.2672017E-013, 2.2672017E-013, 2.2672017E-013, 2.2672017E-013, 1.7481142E-001
 7.5303860E+002, 1.1923485E-001, 1.2520773E-001, 2.1560342E-004, 5.1997164E-002, 1.4974957E+002, 3.0148239E+002,-2.1341746E+001, 1.9658549E-009, 0.0000000E+000, 2.0975606E-013, 2.0975606E-013, 2.0975606E-013, 2.0975606E-013, 1.7481873E-001
 7.5401475E+002, 1.1938185E-001, 1.2521407E-001, 2.1524453E-004, 5.1911253E-002, 1.4958200E+002, 3.0441312E+002,-2.1159470E+001, 1.9855945E-009, 0.0000000E+000, 1.9547612E-013, 1.9547612E-013, 1.9547612E-013, 1.9547612E-013, 1.7482610E-001
 7.5507181E+002, 1.1950147E-001, 1.2542395E-001, 2.1495252E-004, 5.1841347E-002, 1.4938735E+002, 3.0039816E+002,-2.0919075E+001, 1.9404539E-009, 0.0000000E+000, 1.9893948E-013, 1.9893948E-013, 1.9893948E-013, 1.9893948E-013, 1.7483369E-001
 7.5603515E+002, 1.1956570E-001, 1.2594914E-001, 2.1479573E-004, 5.1803802E-002, 1.4913468E+002, 2.9981262E+002,-2.0696117E+001, 1.9389178E-009, 0.0000000E+000, 1.9101910E-013, 1.9101910E-013, 1.9101910E-013, 1.9101910E-013, 1.7484123E-001
 7.5709482E+002, 1.1964325E-001, 1.2664482E-001, 2.1460638E-004, 5.1758466E-002, 1.4885121E+002, 3.0342293E+002,-2.0501255E+001, 1.9387701E-009, 0.0000000E+000, 1.8309733E-013, 1.8309733E-013, 1.8309733E-013, 1.8309733E-013, 1.7484878E-001
 7.5805816E+002, 1.1983440E-001, 1.2712644E-001, 2.1413965E-004, 5.1646752E-002, 1.4858458E+002, 3.0688592E+002,-2.0300635E+001, 1.9386496E-009, 0.0000000E+000, 1.7549694E-013, 1.7549694E-013, 1.7549694E-013, 1.7549694E-013, 1.7485634E-001
 7.5902150E+002, 1.2013383E-001, 1.2730625E-001, 2.1340856E-004, 5.1471772E-002, 1.4837232E+002, 3.0755752E+002,-2.0116818E+001, 1.9385449E-009, 0.0000000E+000, 1.6852542E-013, 1.6852542E-013, 1.6852542E-013, 1.6852542E-013, 1.7486354E-001
 7.6008117E+002, 1.2048071E-001, 1.2750838E-001, 2.1256145E-004, 5.1269085E-002, 1.4815936E+002, 3.0221853E+002,-1.9935009E+001, 1.9383978E-009, 0.0000000E+000, 1.6146461E-013, 1.6146461E-013, 1.6146461E-013, 1.6146461E-013, 1.7487111E-001
 7.6104451E+002, 1.2060575E-001, 1.2788679E-001, 2.1225607E-004, 5.1196054E-002, 1.4788358E+002, 2.9941545E+002,-1.9754587E+001, 1.9382746E-009, 0.0000000E+000, 1.5464904E-013, 1.5464904E-013, 1.5464904E-013, 1.5464904E-013, 1.7487869E-001
 7.6200785E+002, 1.2056455E-001, 1.2821687E-001, 2.1235643E-004, 5.1220149E-002, 1.4759715E+002, 3.0158816E+002,-1.9595310E+001, 1.9381342E-009, 0.0000000E+000, 1.4838658E-013, 1.4838658E-013, 1.4838658E-013, 1.4838658E-013, 1.7488592E-001
 7.6306752E+002, 1.2050116E-001, 1.2844020E-001, 2.1251090E-004, 5.1257172E-002, 1.4722805E+002, 3.0208296E+002,-1.9428195E+001, 1.9380064E-009, 0.0000000E+000, 1.4207127E-013, 1.4207127E-013, 1.4207127E-013, 1.4207127E-013, 1.7489353E-001
 7.6403086E+002, 1.2051501E-001, 1.2862028E-001, 2.1247699E-004, 5.1249059E-002, 1.4678970E+002, 2.9946195E+002,-1.9252109E+001, 1.9378833E-009, 0.0000000E+000, 1.3603103E-013, 1.3603103E-013, 1.3603103E-013, 1.3603103E-013, 1.7490115E-001
 7.6509053E+002, 1.2059546E-001, 1.2884467E-001, 2.1228063E-004, 5.1202033E-002, 1.4633771E+002, 2.9815061E+002,-1.9069088E+001, 1.9377533E-009, 0.0000000E+000, 1.3028417E-013, 1.3028417E-013, 1.3028417E-013, 1.3028417E-013, 1.7490877E-001
 7.6605387E+002, 1.2065378E-001, 1.2923044E-001, 2.1213834E-004, 5.1167940E-002, 1.4597348E+002, 3.0002991E+002,-1.8894000E+001, 1.9376410E-009, 0.0000000E+000, 1.2482220E-013, 1.2482220E-013, 1.2482220E-013, 1.2482220E-013, 1.7491639E-001
 7.6701721E+002, 1.2065048E-001, 1.2963402E-001, 2.1214649E-004, 5.1169867E-002, 1.4570705E+002, 2.9962983E+002,-1.8726998E+001, 1.9375468E-009, 0.0000000E+000, 1.1988451E-013, 1.1988451E-013, 1.1988451E-013, 1.1988451E-013, 1.7492365E-001
 7.6807688E+002, 1.2060465E-001, 1.2966433E-001, 2.1225848E-004, 5.1196650E-002, 1.4546175E+002, 2.9204695E+002,-1.8557382E+001, 1.9374534E-009, 0.0000000E+000, 1.1496049E-013, 1.1496049E-013, 1.1496049E-013, 1.1496049E-013, 1.7493127E-001
 7.6904022E+002, 1.2054146E-001, 1.2873996E-001, 2.1241280E-004, 5.1233570E-002, 1.4522158E+002, 2.9185963E+002,-1.8388676E+001, 1.9373365E-009, 0.0000000E+000, 1.1027845E-013, 1.1027845E-013, 1.1027845E-013, 1.1027845E-013, 1.7493891E-001
 7.7000356E+002, 1.2047702E-001, 1.2800309E-001, 2.1257020E-004, 5.1271231E-002, 1.4500098E+002, 2.9835205E+002,-1.8222217E+001, 1.9372134E-009, 0.0000000E+000, 1.0603384E-013, 1.0603384E-013, 1.0603384E-013, 1.0603384E-013, 1.7494619E-001
 7.7106323E+002, 1.2041112E-001, 1.2776484E-001, 2.1273120E-004, 5.1309754E-002, 1.4477129E+002, 3.0401644E+002,-1.8055956E+001, 1.9370806E-009, 0.0000000E+000, 1.0178515E-013, 1.0178515E-013, 1.0178515E-013, 1.0178515E-013, 1.7495383E-001
 7.7202657E+002, 1.2034680E-001, 1.2788242E-001, 2.1288834E-004, 5.1347352E-002, 1.4452715E+002, 2.9500461E+002,-1.7898061E+001, 1.9369624E-009, 0.0000000E+000, 9.7731979E-014, 9.7731979E-014, 9.7731979E-014, 9.7731979E-014, 1.7496148E-001
 7.7308624E+002, 1.2029469E-001, 1.2823237E-001, 2.1301570E-004, 5.1377819E-002, 1.4425541E+002, 2.8095963E+002,-1.7745468E+001, 1.9368390E-009, 0.0000000E+000, 9.3863619E-014, 9.3863619E-014, 9.3863619E-014, 9.3863619E-014, 1.7496913E-001
