s,C,C,C,C,C,C,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,kW/m2,kW/m2,kW/m2
 2.3700766E+003, 4.1551069E+001, 3.1222793E+001, 2.8536017E+001, 2.9057519E+001, 3.2787476E+001, 3.3324372E+001, 3.7148839E+001, 3.6144181E+001, 3.5373851E+001, 3.5380575E+001, 3.4742776E+001, 4.0370039E+001, 3.8942998E+001, 3.4034283E+001, 3.4916422E+001, 3.6818196E+001, 3.6440292E+001, 3.6616373E+001, 3.7008310E+001, 3.6891796E+001, 2.0353679E+001, 4.0000000E+000, 2.3274762E-001, 4.7303609E-002, 3.7523780E-002
 2.3850184E+003, 4.1447199E+001, 3.1163172E+001, 2.8486994E+001, 2.8994046E+001, 3.2683148E+001, 3.3169492E+001, 3.7000862E+001, 3.6048267E+001, 3.5247312E+001, 3.5459330E+001, 3.4433668E+001, 4.0283872E+001, 3.8862822E+001, 3.3973506E+001, 3.4856558E+001, 3.6853322E+001, 3.6343372E+001, 3.6511870E+001, 3.6952929E+001, 3.6601826E+001, 2.0350545E+001, 4.0000000E+000, 2.2360718E-001, 4.6897190E-002, 3.7661918E-002
 2.4000392E+003, 4.1326282E+001, 3.1122573E+001, 2.8434489E+001, 2.8934695E+001, 3.2587086E+001, 3.3017052E+001, 3.6916210E+001, 3.5911600E+001, 3.5205407E+001, 3.5376323E+001, 3.4271335E+001, 4.0200230E+001, 3.8766137E+001, 3.3870526E+001, 3.4730617E+001, 3.6922001E+001, 3.6333122E+001, 3.6623489E+001, 3.6920552E+001, 3.6298043E+001, 2.0344067E+001, 4.0000000E+000, 2.2686848E-001, 4.6953617E-002, 3.7024488E-002
 2.4150600E+003, 4.1212420E+001, 3.1075597E+001, 2.8379742E+001, 2.8875952E+001, 3.2485626E+001, 3.2875139E+001, 3.6899083E+001, 3.5819848E+001, 3.5270348E+001, 3.5113640E+001, 3.4458552E+001, 4.0132362E+001, 3.8698718E+001, 3.3725050E+001, 3.4586301E+001, 3.6962906E+001, 3.6270209E+001, 3.6560900E+001, 3.6858161E+001, 3.6028640E+001, 2.0352097E+001, 4.0000000E+000, 2.2487299E-001, 4.6239541E-002, 3.6459078E-002
 2.4300018E+003, 4.1101849E+001, 3.1030437E+001, 2.8323528E+001, 2.8828960E+001, 3.2382980E+001, 3.2735327E+001, 3.6786033E+001, 3.5667728E+001, 3.5350827E+001, 3.4772222E+001, 3.4672698E+001, 3.9981761E+001, 3.8650876E+001, 3.3666076E+001, 3.4446334E+001, 3.6944538E+001, 3.6112868E+001, 3.6438470E+001, 3.6729711E+001, 3.5796685E+001, 2.0351785E+001, 4.0000000E+000, 2.2510789E-001, 4.6979659E-002, 3.6732614E-002
 2.4450226E+003, 4.0993605E+001, 3.1006867E+001, 2.8275405E+001, 2.8767389E+001, 3.2288859E+001, 3.2602869E+001, 3.6655542E+001, 3.5544884E+001, 3.5370967E+001, 3.4680858E+001, 3.4437339E+001, 3.9841749E+001, 3.8608908E+001, 3.3619343E+001, 3.4318384E+001, 3.6902279E+001, 3.5989410E+001, 3.6515965E+001, 3.6532344E+001, 3.5587351E+001, 2.0346573E+001, 4.0000000E+000, 2.3164670E-001, 4.6487351E-002, 3.6099191E-002
 2.4600434E+003, 4.0897736E+001, 3.0975262E+001, 2.8228204E+001, 2.8695821E+001, 3.2198463E+001, 3.2474979E+001, 3.6607417E+001, 3.5484939E+001, 3.5351008E+001, 3.4723537E+001, 3.4017048E+001, 3.9774483E+001, 3.8584386E+001, 3.3557184E+001, 3.4215046E+001, 3.6846903E+001, 3.5982009E+001, 3.6476845E+001, 3.6278174E+001, 3.5429149E+001, 2.0352161E+001, 4.0000000E+000, 2.2165569E-001, 4.4447665E-002, 3.4090123E-002
 2.4750642E+003, 4.0797951E+001, 3.0916853E+001, 2.8179195E+001, 2.8642256E+001, 3.2115011E+001, 3.2355577E+001, 3.6454512E+001, 3.5503680E+001, 3.5125304E+001, 3.4756536E+001, 3.4232762E+001, 3.9722850E+001, 3.8583354E+001, 3.3453814E+001, 3.4045234E+001, 3.6713375E+001, 3.6079352E+001, 3.6318834E+001, 3.6008442E+001, 3.5213547E+001, 2.0344158E+001, 4.0000000E+000, 2.2394214E-001, 4.5022848E-002, 3.4468470E-002
 2.4900060E+003, 4.0704650E+001, 3.0859875E+001, 2.8133279E+001, 2.8600355E+001, 3.2035679E+001, 3.2253859E+001, 3.6325227E+001, 3.5579055E+001, 3.4978456E+001, 3.4760716E+001, 3.4230882E+001, 3.9635265E+001, 3.8591759E+001, 3.3391817E+001, 3.3900067E+001, 3.6651379E+001, 3.5918804E+001, 3.6118408E+001, 3.5821806E+001, 3.5041576E+001, 2.0366365E+001, 4.0000000E+000, 2.1659436E-001, 4.4755757E-002, 3.5153406E-002
 2.5050268E+003, 4.0598585E+001, 3.0809175E+001, 2.8088007E+001, 2.8549373E+001, 3.1945959E+001, 3.2140462E+001, 3.6243050E+001, 3.5608279E+001, 3.4924893E+001, 3.4665848E+001, 3.3962033E+001, 3.9502408E+001, 3.8600103E+001, 3.3423473E+001, 3.3788598E+001, 3.6620615E+001, 3.5872678E+001, 3.5894557E+001, 3.5661873E+001, 3.4910098E+001, 2.0367259E+001, 4.0000000E+000, 2.1528697E-001, 4.5464150E-002, 3.5084348E-002
 2.5200476E+003, 4.0485039E+001, 3.0763158E+001, 2.8047803E+001, 2.8490885E+001, 3.1850486E+001, 3.2004988E+001, 3.6186514E+001, 3.5547033E+001, 3.4945577E+001, 3.4496453E+001, 3.3627508E+001, 3.9346924E+001, 3.8575438E+001, 3.3430229E+001, 3.3677121E+001, 3.6513044E+001, 3.5967982E+001, 3.5604023E+001, 3.5507518E+001, 3.4749190E+001, 2.0351539E+001, 4.0000000E+000, 2.0678255E-001, 4.4749636E-002, 3.4550484E-002
 2.5350684E+003, 4.0360675E+001, 3.0713473E+001, 2.8001568E+001, 2.8433902E+001, 3.1756940E+001, 3.1866982E+001, 3.6186884E+001, 3.5446826E+001, 3.4950583E+001, 3.4216056E+001, 3.3489161E+001, 3.9234115E+001, 3.8535069E+001, 3.3400968E+001, 3.3563912E+001, 3.6366837E+001, 3.5956657E+001, 3.5355997E+001, 3.5349172E+001, 3.4621725E+001, 2.0353007E+001, 4.0000000E+000, 2.0873902E-001, 4.3771654E-002, 3.4035841E-002
 2.5500102E+003, 4.0243098E+001, 3.0672242E+001, 2.7960344E+001, 2.8378544E+001, 3.1667824E+001, 3.1741665E+001, 3.6227925E+001, 3.5274919E+001, 3.4933530E+001, 3.3935943E+001, 3.3318041E+001, 3.9124879E+001, 3.8534541E+001, 3.3307339E+001, 3.3457522E+001, 3.6260711E+001, 3.5855869E+001, 3.5219349E+001, 3.5186140E+001, 3.4482340E+001, 2.0335437E+001, 4.0000000E+000, 2.1389414E-001, 4.4647270E-002, 3.4149209E-002
 2.5650310E+003, 4.0138259E+001, 3.0633566E+001, 2.7919096E+001, 2.8324976E+001, 3.1581050E+001, 3.1614645E+001, 3.6267031E+001, 3.5231186E+001, 3.4859834E+001, 3.3901239E+001, 3.3290843E+001, 3.9026567E+001, 3.8531367E+001, 3.3142700E+001, 3.3371540E+001, 3.6193980E+001, 3.5705069E+001, 3.5059953E+001, 3.5066767E+001, 3.4320170E+001, 2.0337983E+001, 4.0000000E+000, 2.1666820E-001, 4.3138085E-002, 3.4046847E-002
 2.5800518E+003, 4.0050198E+001, 3.0584475E+001, 2.7871876E+001, 2.8277074E+001, 3.1487194E+001, 3.1494097E+001, 3.6209833E+001, 3.5285134E+001, 3.4650535E+001, 3.3908112E+001, 3.3349270E+001, 3.8950781E+001, 3.8521977E+001, 3.3053319E+001, 3.3335264E+001, 3.6167621E+001, 3.5524641E+001, 3.4948697E+001, 3.4929817E+001, 3.4139653E+001, 2.0336257E+001, 4.0000000E+000, 2.1464947E-001, 4.2520212E-002, 3.2795536E-002
 2.5950727E+003, 3.9961063E+001, 3.0534845E+001, 2.7819273E+001, 2.8227093E+001, 3.1395865E+001, 3.1375982E+001, 3.6013913E+001, 3.5273291E+001, 3.4458935E+001, 3.3807034E+001, 3.3389421E+001, 3.8878828E+001, 3.8450140E+001, 3.3000732E+001, 3.3268452E+001, 3.6135722E+001, 3.5208035E+001, 3.4811820E+001, 3.4755470E+001, 3.4017871E+001, 2.0327128E+001, 4.0000000E+000, 2.0578211E-001, 4.3178392E-002, 3.2471196E-002
 2.6100144E+003, 3.9861908E+001, 3.0482142E+001, 2.7775228E+001, 2.8173767E+001, 3.1311164E+001, 3.1245867E+001, 3.5912233E+001, 3.5201471E+001, 3.4249712E+001, 3.3672633E+001, 3.3242780E+001, 3.8780033E+001, 3.8384324E+001, 3.2971894E+001, 3.3191571E+001, 3.6117283E+001, 3.4962717E+001, 3.4698389E+001, 3.4608111E+001, 3.3942728E+001, 2.0313557E+001, 4.0000000E+000, 2.0261687E-001, 4.2864869E-002, 3.3353868E-002
 2.6250352E+003, 3.9757436E+001, 3.0433688E+001, 2.7732226E+001, 2.8120110E+001, 3.1219560E+001, 3.1119505E+001, 3.5905346E+001, 3.5080698E+001, 3.4120503E+001, 3.3580641E+001, 3.3087795E+001, 3.8621525E+001, 3.8316771E+001, 3.2918544E+001, 3.3113495E+001, 3.6084835E+001, 3.4825783E+001, 3.4535289E+001, 3.4424598E+001, 3.3850207E+001, 2.0352542E+001, 4.0000000E+000, 2.1104530E-001, 4.3168156E-002, 3.3128776E-002
 2.6400561E+003, 3.9664372E+001, 3.0391766E+001, 2.7690790E+001, 2.8069180E+001, 3.1134174E+001, 3.0995738E+001, 3.5943435E+001, 3.4925933E+001, 3.4112631E+001, 3.3458530E+001, 3.2918839E+001, 3.8475166E+001, 3.8229320E+001, 3.2852543E+001, 3.3021261E+001, 3.6038239E+001, 3.4625458E+001, 3.4361285E+001, 3.4255277E+001, 3.3737701E+001, 2.0350318E+001, 4.0000000E+000, 2.0886538E-001, 4.2024560E-002, 3.2614234E-002
 2.6550769E+003, 3.9574483E+001, 3.0343755E+001, 2.7645075E+001, 2.8012810E+001, 3.1063573E+001, 3.0875462E+001, 3.5877801E+001, 3.4752734E+001, 3.4024720E+001, 3.3325491E+001, 3.2848210E+001, 3.8347919E+001, 3.8091725E+001, 3.2791765E+001, 3.2913539E+001, 3.6008277E+001, 3.4595094E+001, 3.4210215E+001, 3.4137627E+001, 3.3614319E+001, 2.0361371E+001, 4.0000000E+000, 2.0891888E-001, 4.1371310E-002, 3.1469166E-002
 2.6700186E+003, 3.9476766E+001, 3.0300778E+001, 2.7596053E+001, 2.7950719E+001, 3.0987980E+001, 3.0759787E+001, 3.5777153E+001, 3.4600507E+001, 3.3891781E+001, 3.3128457E+001, 3.2887063E+001, 3.8250918E+001, 3.7934229E+001, 3.2716673E+001, 3.2807737E+001, 3.5912587E+001, 3.4509135E+001, 3.4023948E+001, 3.3930954E+001, 3.3494361E+001, 2.0355782E+001, 4.0000000E+000, 2.0883866E-001, 4.2457094E-002, 3.1282432E-002
 2.6850395E+003, 3.9386801E+001, 3.0265704E+001, 2.7552602E+001, 2.7896499E+001, 3.0913191E+001, 3.0632375E+001, 3.5662778E+001, 3.4523792E+001, 3.3775294E+001, 3.3244654E+001, 3.2854823E+001, 3.8149665E+001, 3.7807063E+001, 3.2655865E+001, 3.2701531E+001, 3.5781480E+001, 3.4388223E+001, 3.3916886E+001, 3.3768479E+001, 3.3376001E+001, 2.0357857E+001, 4.0000000E+000, 2.0828537E-001, 4.1761625E-002, 3.1313436E-002
 2.7000603E+003, 3.9306072E+001, 3.0224710E+001, 2.7509227E+001, 2.7848060E+001, 3.0833576E+001, 3.0506605E+001, 3.5543827E+001, 3.4458622E+001, 3.3688379E+001, 3.3516075E+001, 3.2719279E+001, 3.8085340E+001, 3.7717353E+001, 3.2588663E+001, 3.2521294E+001, 3.5652821E+001, 3.4190203E+001, 3.3741925E+001, 3.3635600E+001, 3.3285383E+001, 2.0346968E+001, 4.0000000E+000, 2.0644567E-001, 4.1075176E-002, 3.1503416E-002
 2.7150020E+003, 3.9223731E+001, 3.0190938E+001, 2.7462923E+001, 2.7798384E+001, 3.0756412E+001, 3.0383902E+001, 3.5359340E+001, 3.4375485E+001, 3.3537153E+001, 3.3588015E+001, 3.2565168E+001, 3.8021658E+001, 3.7654401E+001, 3.2520677E+001, 3.2330677E+001, 3.5550934E+001, 3.4047207E+001, 3.3653389E+001, 3.3510640E+001, 3.3171718E+001, 2.0323673E+001, 4.0000000E+000, 2.0222340E-001, 4.1823865E-002, 3.0714829E-002
 2.7300229E+003, 3.9132484E+001, 3.0156487E+001, 2.7418417E+001, 2.7742309E+001, 3.0684041E+001, 3.0263262E+001, 3.5212388E+001, 3.4264302E+001, 3.3473422E+001, 3.3939496E+001, 3.2308327E+001, 3.7977355E+001, 3.7568903E+001, 3.2447954E+001, 3.2177850E+001, 3.5459259E+001, 3.3894029E+001, 3.3425240E+001, 3.3419894E+001, 3.3003216E+001, 2.0308110E+001, 4.0000000E+000, 2.0216087E-001, 4.1921533E-002, 3.1157644E-002
 2.7450437E+003, 3.9040452E+001, 3.0118780E+001, 2.7379938E+001, 2.7690077E+001, 3.0610238E+001, 3.0148040E+001, 3.5169421E+001, 3.4178676E+001, 3.3528635E+001, 3.3972671E+001, 3.2155029E+001, 3.7952283E+001, 3.7511796E+001, 3.2377461E+001, 3.1990905E+001, 3.5321998E+001, 3.3680966E+001, 3.3227380E+001, 3.3307970E+001, 3.2846998E+001, 2.0298403E+001, 4.0000000E+000, 1.9727555E-001, 4.1444162E-002, 3.1458066E-002
 2.7600645E+003, 3.8951268E+001, 3.0075856E+001, 2.7342245E+001, 2.7637426E+001, 3.0526330E+001, 3.0036244E+001, 3.5024001E+001, 3.4077186E+001, 3.3680343E+001, 3.4141963E+001, 3.1999697E+001, 3.7916550E+001, 3.7484019E+001, 3.2314809E+001, 3.1861616E+001, 3.5212665E+001, 3.3553532E+001, 3.3152978E+001, 3.3166253E+001, 3.2699195E+001, 2.0313007E+001, 4.0000000E+000, 1.9791991E-001, 4.0445290E-002, 3.0751221E-002
 2.7750063E+003, 3.8865610E+001, 3.0038160E+001, 2.7299840E+001, 2.7588486E+001, 3.0438496E+001, 2.9927914E+001, 3.4929839E+001, 3.3963925E+001, 3.3817896E+001, 3.3903687E+001, 3.1719726E+001, 3.7850763E+001, 3.7462107E+001, 3.2276939E+001, 3.1757931E+001, 3.5200210E+001, 3.3442183E+001, 3.3093157E+001, 3.3069165E+001, 3.2613133E+001, 2.0308222E+001, 4.0000000E+000, 1.9274232E-001, 4.0970727E-002, 3.0985059E-002
 2.7900271E+003, 3.8771191E+001, 2.9999522E+001, 2.7258160E+001, 2.7540369E+001, 3.0360306E+001, 2.9823794E+001, 3.4916648E+001, 3.3860805E+001, 3.3965023E+001, 3.3450079E+001, 3.1631595E+001, 3.7782658E+001, 3.7421897E+001, 3.2261314E+001, 3.1659876E+001, 3.5216894E+001, 3.3360737E+001, 3.2975348E+001, 3.3008258E+001, 3.2560302E+001, 2.0285264E+001, 4.0000000E+000, 1.9970514E-001, 4.0258908E-002, 3.0237549E-002
 2.8050479E+003, 3.8685037E+001, 2.9965962E+001, 2.7212956E+001, 2.7494364E+001, 3.0280117E+001, 2.9716304E+001, 3.4847929E+001, 3.3845949E+001, 3.3988852E+001, 3.3074807E+001, 3.1813558E+001, 3.7723941E+001, 3.7347247E+001, 3.2243867E+001, 3.1581746E+001, 3.5100186E+001, 3.3212707E+001, 3.2892875E+001, 3.2925661E+001, 3.2489390E+001, 2.0290436E+001, 4.0000000E+000, 1.9474102E-001, 4.0942771E-002, 3.0031190E-002
 2.8200687E+003, 3.8600390E+001, 2.9932219E+001, 2.7175390E+001, 2.7448637E+001, 3.0214555E+001, 2.9609519E+001, 3.4731267E+001, 3.3896176E+001, 3.3982533E+001, 3.2822836E+001, 3.1990086E+001, 3.7656160E+001, 3.7259177E+001, 3.2242034E+001, 3.1532045E+001, 3.4964547E+001, 3.3041938E+001, 3.2805195E+001, 3.2830221E+001, 3.2376581E+001, 2.0299248E+001, 4.0000000E+000, 1.9439319E-001, 4.0820725E-002, 2.9701761E-002
 2.8350105E+003, 3.8515027E+001, 2.9897240E+001, 2.7142225E+001, 2.7402278E+001, 3.0138153E+001, 2.9516447E+001, 3.4606536E+001, 3.4024255E+001, 3.3878382E+001, 3.2649417E+001, 3.2204307E+001, 3.7604339E+001, 3.7184975E+001, 3.2222715E+001, 3.1503470E+001, 3.4819793E+001, 3.2949981E+001, 3.2782881E+001, 3.2726387E+001, 3.2198602E+001, 2.0295948E+001, 4.0000000E+000, 1.9575249E-001, 4.0482943E-002, 2.9382840E-002
 2.8500313E+003, 3.8432408E+001, 2.9858646E+001, 2.7107641E+001, 2.7353064E+001, 3.0054564E+001, 2.9421640E+001, 3.4559004E+001, 3.4129476E+001, 3.3605967E+001, 3.2595959E+001, 3.2220743E+001, 3.7547901E+001, 3.7133825E+001, 3.2157236E+001, 3.1476972E+001, 3.4563633E+001, 3.2816091E+001, 3.2718280E+001, 3.2600327E+001, 3.2015292E+001, 2.0295805E+001, 4.0000000E+000, 1.9665889E-001, 3.9447599E-002, 2.9575320E-002
 2.8650521E+003, 3.8350526E+001, 2.9820452E+001, 2.7067896E+001, 2.7308007E+001, 2.9972386E+001, 2.9320117E+001, 3.4519775E+001, 3.4195548E+001, 3.3445534E+001, 3.2809629E+001, 3.2093694E+001, 3.7490915E+001, 3.7102585E+001, 3.2088213E+001, 3.1447524E+001, 3.4416783E+001, 3.2644188E+001, 3.2611898E+001, 3.2449039E+001, 3.1872992E+001, 2.0293773E+001, 4.0000000E+000, 1.9084640E-001, 3.9775715E-002, 2.9104215E-002
 2.8800729E+003, 3.8254928E+001, 2.9787991E+001, 2.7029872E+001, 2.7260703E+001, 2.9903735E+001, 2.9218919E+001, 3.4549567E+001, 3.4260787E+001, 3.3292472E+001, 3.2988809E+001, 3.1977532E+001, 3.7452547E+001, 3.7084113E+001, 3.2029465E+001, 3.1400944E+001, 3.4284113E+001, 3.2500458E+001, 3.2492423E+001, 3.2304962E+001, 3.1731258E+001, 2.0304076E+001, 4.0000000E+000, 1.8991112E-001, 4.0168188E-002, 2.9281073E-002
 2.8950147E+003, 3.8163679E+001, 2.9755171E+001, 2.6994353E+001, 2.7208024E+001, 2.9835248E+001, 2.9122308E+001, 3.4656278E+001, 3.4141433E+001, 3.3073957E+001, 3.2913375E+001, 3.1971117E+001, 3.7409762E+001, 3.7067001E+001, 3.1982142E+001, 3.1343906E+001, 3.4143570E+001, 3.2413024E+001, 3.2381406E+001, 3.2207742E+001, 3.1624192E+001, 2.0292993E+001, 4.0000000E+000, 1.9129116E-001, 3.8511760E-002, 2.8847464E-002
 2.9100355E+003, 3.8080576E+001, 2.9718440E+001, 2.6954918E+001, 2.7156060E+001, 2.9766574E+001, 2.9029535E+001, 3.4731112E+001, 3.3900893E+001, 3.3020813E+001, 3.2714862E+001, 3.1964101E+001, 3.7379751E+001, 3.7053349E+001, 3.1910884E+001, 3.1296501E+001, 3.3965486E+001, 3.2297745E+001, 3.2215994E+001, 3.2120124E+001, 3.1469414E+001, 2.0281598E+001, 4.0000000E+000, 1.8810697E-001, 3.8974934E-002, 2.8819168E-002
 2.9250563E+003, 3.7997068E+001, 2.9681860E+001, 2.6912540E+001, 2.7108789E+001, 2.9695411E+001, 2.8938554E+001, 3.4774323E+001, 3.3815369E+001, 3.3151345E+001, 3.2571521E+001, 3.1831009E+001, 3.7340949E+001, 3.7040154E+001, 3.1822582E+001, 3.1253266E+001, 3.3814338E+001, 3.2191205E+001, 3.2058732E+001, 3.2044801E+001, 3.1353910E+001, 2.0289419E+001, 4.0000000E+000, 1.8856177E-001, 3.9027887E-002, 2.8225089E-002
 2.9400771E+003, 3.7917096E+001, 2.9647088E+001, 2.6873121E+001, 2.7069091E+001, 2.9630356E+001, 2.8846396E+001, 3.4790336E+001, 3.3683899E+001, 3.3174679E+001, 3.2492488E+001, 3.1720048E+001, 3.7263069E+001, 3.6972545E+001, 3.1739014E+001, 3.1218812E+001, 3.3648700E+001, 3.2151127E+001, 3.1874479E+001, 3.1851125E+001, 3.1273422E+001, 2.0288666E+001, 4.0000000E+000, 1.8762491E-001, 3.9006256E-002, 2.8170749E-002
 2.9550189E+003, 3.7835244E+001, 2.9606098E+001, 2.6840093E+001, 2.7029236E+001, 2.9560941E+001, 2.8749245E+001, 3.4647933E+001, 3.3481891E+001, 3.3075805E+001, 3.2333147E+001, 3.1740713E+001, 3.7131591E+001, 3.6902832E+001, 3.1686695E+001, 3.1202374E+001, 3.3681471E+001, 3.2036564E+001, 3.1835185E+001, 3.1710883E+001, 3.1188307E+001, 2.0286637E+001, 4.0000000E+000, 1.8399552E-001, 3.7831242E-002, 2.8204085E-002
 2.9700397E+003, 3.7755537E+001, 2.9571786E+001, 2.6803907E+001, 2.6981731E+001, 2.9480294E+001, 2.8655526E+001, 3.4528170E+001, 3.3407979E+001, 3.3005635E+001, 3.2152614E+001, 3.1252394E+001, 3.6995085E+001, 3.6821402E+001, 3.1638346E+001, 3.1204420E+001, 3.3716826E+001, 3.1914689E+001, 3.1771060E+001, 3.1622984E+001, 3.1180698E+001, 2.0294482E+001, 4.0000000E+000, 1.7970594E-001, 3.7662305E-002, 2.8592989E-002
 2.9850605E+003, 3.7671054E+001, 2.9543758E+001, 2.6761649E+001, 2.6932741E+001, 2.9399767E+001, 2.8568435E+001, 3.4454471E+001, 3.3450218E+001, 3.2932120E+001, 3.2188539E+001, 3.0813244E+001, 3.6882849E+001, 3.6759832E+001, 3.1578090E+001, 3.1221738E+001, 3.3533958E+001, 3.1782569E+001, 3.1721108E+001, 3.1496496E+001, 3.1155263E+001, 2.0294592E+001, 4.0000000E+000, 1.7911847E-001, 3.8347690E-002, 2.8113747E-002
 3.0000023E+003, 3.7590031E+001, 2.9518972E+001, 2.6722617E+001, 2.6888288E+001, 2.9331205E+001, 2.8482916E+001, 3.4268590E+001, 3.3470495E+001, 3.2788631E+001, 3.2230222E+001, 3.1062962E+001, 3.6795431E+001, 3.6720668E+001, 3.1517325E+001, 3.1240729E+001, 3.3327560E+001, 3.1667245E+001, 3.1682880E+001, 3.1354075E+001, 3.1162814E+001, 2.0287708E+001, 4.0000000E+000, 1.7860894E-001, 3.8308029E-002, 2.7765000E-002
 3.0150231E+003, 3.7506412E+001, 2.9496114E+001, 2.6688995E+001, 2.6845914E+001, 2.9269392E+001, 2.8394904E+001, 3.4139627E+001, 3.3469337E+001, 3.2642170E+001, 3.2246039E+001, 3.1340157E+001, 3.6728797E+001, 3.6678162E+001, 3.1459940E+001, 3.1251182E+001, 3.3161816E+001, 3.1588100E+001, 3.1565751E+001, 3.1238128E+001, 3.1195934E+001, 2.0278000E+001, 4.0000000E+000, 1.7465327E-001, 3.8393825E-002, 2.7490100E-002
 3.0300439E+003, 3.7417043E+001, 2.9463074E+001, 2.6657328E+001, 2.6799816E+001, 2.9202351E+001, 2.8306047E+001, 3.4074857E+001, 3.3355288E+001, 3.2516676E+001, 3.2122173E+001, 3.1446708E+001, 3.6678956E+001, 3.6619122E+001, 3.1395992E+001, 3.1231431E+001, 3.3023462E+001, 3.1538577E+001, 3.1425531E+001, 3.1130346E+001, 3.1223409E+001, 2.0267315E+001, 4.0000000E+000, 1.7469139E-001, 3.8438023E-002, 2.7238412E-002
 3.0450648E+003, 3.7327154E+001, 2.9429192E+001, 2.6628003E+001, 2.6755687E+001, 2.9130659E+001, 2.8219430E+001, 3.4047832E+001, 3.3273237E+001, 3.2481514E+001, 3.2061366E+001, 3.1536026E+001, 3.6630981E+001, 3.6559205E+001, 3.1344663E+001, 3.1156906E+001, 3.2935466E+001, 3.1458067E+001, 3.1340536E+001, 3.1018174E+001, 3.1204098E+001, 2.0272388E+001, 4.0000000E+000, 1.7150226E-001, 3.8093621E-002, 2.6965041E-002
 3.0600065E+003, 3.7240595E+001, 2.9398296E+001, 2.6595905E+001, 2.6713898E+001, 2.9062343E+001, 2.8136143E+001, 3.4018998E+001, 3.3168675E+001, 3.2502034E+001, 3.1941089E+001, 3.1483512E+001, 3.6561458E+001, 3.6503421E+001, 3.1304381E+001, 3.1092220E+001, 3.2862361E+001, 3.1420323E+001, 3.1183833E+001, 3.0922481E+001, 3.1130084E+001, 2.0267630E+001, 4.0000000E+000, 1.7397534E-001, 3.7391816E-002, 2.6481593E-002
 3.0750273E+003, 3.7157179E+001, 2.9354924E+001, 2.6563358E+001, 2.6670311E+001, 2.8994633E+001, 2.8060977E+001, 3.3982017E+001, 3.2991393E+001, 3.2483798E+001, 3.1903253E+001, 3.1493302E+001, 3.6511923E+001, 3.6445339E+001, 3.1291934E+001, 3.1002021E+001, 3.2790034E+001, 3.1389167E+001, 3.1009475E+001, 3.0857850E+001, 3.1054292E+001, 2.0269321E+001, 4.0000000E+000, 1.7416420E-001, 3.6797365E-002, 2.7518086E-002
 3.0900482E+003, 3.7082046E+001, 2.9318179E+001, 2.6526341E+001, 2.6635559E+001, 2.8928760E+001, 2.7989005E+001, 3.3901699E+001, 3.2897567E+001, 3.2458864E+001, 3.1902973E+001, 3.1524443E+001, 3.6487264E+001, 3.6394087E+001, 3.1277242E+001, 3.0900562E+001, 3.2625981E+001, 3.1250704E+001, 3.0934887E+001, 3.0834186E+001, 3.1035915E+001, 2.0267193E+001, 4.0000000E+000, 1.7666222E-001, 3.7583719E-002, 2.7513997E-002
 3.1050690E+003, 3.7012455E+001, 2.9287011E+001, 2.6490639E+001, 2.6606756E+001, 2.8868695E+001, 2.7916678E+001, 3.3828417E+001, 3.2849142E+001, 3.2361170E+001, 3.1802709E+001, 3.1448862E+001, 3.6456314E+001, 3.6326738E+001, 3.1262464E+001, 3.0793243E+001, 3.2376943E+001, 3.1120894E+001, 3.0886098E+001, 3.0841047E+001, 3.1027718E+001, 2.0268625E+001, 4.0000000E+000, 1.6473370E-001, 3.7170463E-002, 2.7501464E-002
 3.1200107E+003, 3.6927053E+001, 2.9249479E+001, 2.6456781E+001, 2.6572669E+001, 2.8804219E+001, 2.7840327E+001, 3.3700490E+001, 3.2839039E+001, 3.2324050E+001, 3.1641270E+001, 3.1408448E+001, 3.6418406E+001, 3.6265776E+001, 3.1225851E+001, 3.0636325E+001, 3.2183651E+001, 3.1091356E+001, 3.0775528E+001, 3.0841712E+001, 3.0900904E+001, 2.0273814E+001, 4.0000000E+000, 1.6634344E-001, 3.6009736E-002, 2.7315595E-002
 3.1350316E+003, 3.6836594E+001, 2.9213992E+001, 2.6416350E+001, 2.6529305E+001, 2.8733659E+001, 2.7765261E+001, 3.3580029E+001, 3.2849763E+001, 3.2237823E+001, 3.1586571E+001, 3.1324490E+001, 3.6318911E+001, 3.6232079E+001, 3.1196198E+001, 3.0477231E+001, 3.2086279E+001, 3.0958107E+001, 3.0698497E+001, 3.0843787E+001, 3.0763734E+001, 2.0275022E+001, 4.0000000E+000, 1.6324544E-001, 3.6402180E-002, 2.6881423E-002
 3.1500524E+003, 3.6747992E+001, 2.9191681E+001, 2.6378527E+001, 2.6484224E+001, 2.8677916E+001, 2.7692178E+001, 3.3508923E+001, 3.2785711E+001, 3.2147898E+001, 3.1650723E+001, 3.1443331E+001, 3.6193873E+001, 3.6206201E+001, 3.1149074E+001, 3.0355022E+001, 3.2007761E+001, 3.0784236E+001, 3.0697274E+001, 3.0855825E+001, 3.0661795E+001, 2.0263355E+001, 4.0000000E+000, 1.6574363E-001, 3.6375324E-002, 2.6263742E-002
