s,mol/mol,mol/mol,mol/mol,mol/mol,C,mg/m3,Pa,,,,,,,,
 6.7602086E+002, 1.1176013E-001, 1.2367563E-001, 2.3389008E-004, 5.6384923E-002, 1.9128512E+002, 2.6846644E+002,-6.6415671E+001, 2.5310918E-009, 3.5952951E-014, 1.8192778E-011, 1.8192778E-011, 1.8192778E-011, 1.8192778E-011, 1.5085895E-001, 2.2077610E-002
 6.7704989E+002, 1.1187777E-001, 1.2444116E-001, 2.3360297E-004, 5.6315876E-002, 1.9058059E+002, 2.6918279E+002,-6.5214309E+001, 2.4811927E-009, 1.4200906E-015, 1.8013722E-011, 1.8013722E-011, 1.8013722E-011, 1.8013722E-011, 1.5085138E-001, 2.2090401E-002
 6.7804179E+002, 1.1187422E-001, 1.2694257E-001, 2.3361207E-004, 5.6318066E-002, 1.8999794E+002, 2.6860352E+002,-6.3755841E+001, 2.4654231E-009, 0.0000000E+000, 1.6866462E-011, 1.6866462E-011, 1.6866462E-011, 1.6866462E-011, 1.5084372E-001, 2.2103276E-002
 6.7903953E+002, 1.1192966E-001, 1.2756108E-001, 2.3347535E-004, 5.6285744E-002, 1.8872410E+002, 2.5364000E+002,-6.2438796E+001, 2.4336732E-009, 0.0000000E+000, 1.6196450E-011, 1.6196450E-011, 1.6196450E-011, 1.6196450E-011, 1.5083654E-001, 2.2115825E-002
 6.8000226E+002, 1.1219949E-001, 1.2786061E-001, 2.3281482E-004, 5.6128336E-002, 1.8740804E+002, 2.4578303E+002,-6.1114191E+001, 2.4109191E-009, 0.0000000E+000, 1.5367669E-011, 1.5367669E-011, 1.5367669E-011, 1.5367669E-011, 1.5082958E-001, 2.2128127E-002
 6.8102917E+002, 1.1264332E-001, 1.2753303E-001, 2.3173034E-004, 5.5869102E-002, 1.8745902E+002, 2.4196112E+002,-5.9851845E+001, 2.4098777E-009, 0.0000000E+000, 1.4118350E-011, 1.4118350E-011, 1.4118350E-011, 1.4118350E-011, 1.5082252E-001, 2.2140541E-002
 6.8205608E+002, 1.1337510E-001, 1.2714425E-001, 2.2994360E-004, 5.5441456E-002, 1.8719778E+002, 2.4288144E+002,-5.8659993E+001, 2.4089147E-009, 0.0000000E+000, 1.2949567E-011, 1.2949567E-011, 1.2949567E-011, 1.2949567E-011, 1.5081526E-001, 2.2153271E-002
 6.8301881E+002, 1.1486066E-001, 1.2739060E-001, 2.2631663E-004, 5.4572951E-002, 1.8652734E+002, 2.5030805E+002,-5.7568062E+001, 2.4081203E-009, 0.0000000E+000, 1.1918505E-011, 1.1918505E-011, 1.1918505E-011, 1.1918505E-011, 1.5080821E-001, 2.2165557E-002
 6.8403034E+002, 1.1551506E-001, 1.2769052E-001, 2.2471912E-004, 5.4190524E-002, 1.8516805E+002, 2.5940580E+002,-5.6526900E+001, 2.4080862E-009, 0.0000000E+000, 1.0966731E-011, 1.0966731E-011, 1.0966731E-011, 1.0966731E-011, 1.5080126E-001, 2.2177723E-002
 6.8504720E+002, 1.1573890E-001, 1.2778499E-001, 2.2417258E-004, 5.4059670E-002, 1.8410806E+002, 2.5482576E+002,-5.5585991E+001, 2.4768018E-009, 0.0000000E+000, 9.0735420E-012, 9.0735420E-012, 9.0735420E-012, 9.0735420E-012, 1.5079416E-001, 2.2190265E-002
 6.8604418E+002, 1.1582405E-001, 1.2735997E-001, 2.2396482E-004, 5.4009895E-002, 1.8301736E+002, 2.5682567E+002,-5.4682504E+001, 2.4557151E-009, 0.0000000E+000, 8.6273875E-012, 8.6273875E-012, 8.6273875E-012, 8.6273875E-012, 1.5078738E-001, 2.2202503E-002
 6.8701134E+002, 1.1561734E-001, 1.2787003E-001, 2.2446934E-004, 5.4130758E-002, 1.8183248E+002, 2.5465615E+002,-5.3678522E+001, 2.4454826E-009, 0.0000000E+000, 8.0830909E-012, 8.0830909E-012, 8.0830909E-012, 8.0830909E-012, 1.5078063E-001, 2.2214398E-002
 6.8805677E+002, 1.1600361E-001, 1.2845311E-001, 2.2352695E-004, 5.3904799E-002, 1.8138257E+002, 2.6453915E+002,-5.2645366E+001, 2.4303684E-009, 0.0000000E+000, 7.6250379E-012, 7.6250379E-012, 7.6250379E-012, 7.6250379E-012, 1.5077372E-001, 2.2226552E-002
 6.8904070E+002, 1.1582240E-001, 1.2833690E-001, 2.2397010E-004, 5.4010680E-002, 1.8165524E+002, 2.7113380E+002,-5.1652303E+001, 2.4300927E-009, 0.0000000E+000, 7.0318895E-012, 7.0318895E-012, 7.0318895E-012, 7.0318895E-012, 1.5076695E-001, 2.2238787E-002
 6.9002464E+002, 1.1557403E-001, 1.2824832E-001, 2.2457617E-004, 5.4155951E-002, 1.8095248E+002, 2.5754941E+002,-5.0737742E+001, 2.4298463E-009, 0.0000000E+000, 6.5052126E-012, 6.5052126E-012, 6.5052126E-012, 6.5052126E-012, 1.5076055E-001, 2.2250611E-002
 6.9100857E+002, 1.1535920E-001, 1.2818588E-001, 2.2510075E-004, 5.4281648E-002, 1.8032675E+002, 2.3924750E+002,-4.9869877E+001, 2.4296578E-009, 0.0000000E+000, 6.0202965E-012, 6.0202965E-012, 6.0202965E-012, 6.0202965E-012, 1.5075432E-001, 2.2262393E-002
 6.9201711E+002, 1.1531883E-001, 1.2835826E-001, 2.2519896E-004, 5.4305401E-002, 1.7990497E+002, 2.4553789E+002,-4.8972575E+001, 2.3845861E-009, 0.0000000E+000, 5.9394495E-012, 5.9394495E-012, 5.9394495E-012, 5.9394495E-012, 1.5074812E-001, 2.2274183E-002
 6.9303179E+002, 1.1543494E-001, 1.2886193E-001, 2.2491548E-004, 5.4237331E-002, 1.7930636E+002, 2.4499792E+002,-4.8020138E+001, 2.3732818E-009, 0.0000000E+000, 5.5716583E-012, 5.5716583E-012, 5.5716583E-012, 5.5716583E-012, 1.5074178E-001, 2.2286154E-002
 6.9403840E+002, 1.1574458E-001, 1.2894609E-001, 2.2416078E-004, 5.4055788E-002, 1.7845055E+002, 2.5091911E+002,-4.7201492E+001, 2.3719276E-009, 0.0000000E+000, 5.1599722E-012, 5.1599722E-012, 5.1599722E-012, 5.1599722E-012, 1.5073544E-001, 2.2298054E-002
 6.9505115E+002, 1.1595185E-001, 1.2815919E-001, 2.2365575E-004, 5.3934431E-002, 1.7795633E+002, 2.5757745E+002,-4.6502365E+001, 2.4394413E-009, 0.0000000E+000, 4.3307829E-012, 4.3307829E-012, 4.3307829E-012, 4.3307829E-012, 1.5072930E-001, 2.2309988E-002
 6.9605198E+002, 1.1579668E-001, 1.2742294E-001, 2.2403428E-004, 5.4025142E-002, 1.7699160E+002, 2.5775587E+002,-4.5845886E+001, 2.4212237E-009, 0.0000000E+000, 4.1310497E-012, 4.1310497E-012, 4.1310497E-012, 4.1310497E-012, 1.5072340E-001, 2.2321672E-002
 6.9702810E+002, 1.1596906E-001, 1.2775088E-001, 2.2361338E-004, 5.3924346E-002, 1.7608966E+002, 2.5577478E+002,-4.5064059E+001, 2.3890947E-009, 0.0000000E+000, 4.0281669E-012, 4.0281669E-012, 4.0281669E-012, 4.0281669E-012, 1.5071760E-001, 2.2333111E-002
 6.9803755E+002, 1.1635190E-001, 1.2791348E-001, 2.2267902E-004, 5.3700381E-002, 1.7565377E+002, 2.4670382E+002,-4.4370069E+001, 2.4466732E-009, 0.0000000E+000, 3.4416159E-012, 3.4416159E-012, 3.4416159E-012, 3.4416159E-012, 1.5071174E-001, 2.2344686E-002
 6.9900592E+002, 1.1670153E-001, 1.2800133E-001, 2.2182537E-004, 5.3495892E-002, 1.7558799E+002, 2.5147677E+002,-4.3695493E+001, 2.3972716E-009, 0.0000000E+000, 3.4525861E-012, 3.4525861E-012, 3.4525861E-012, 3.4525861E-012, 1.5070606E-001, 2.2356008E-002
 7.0003885E+002, 1.1693794E-001, 1.2765136E-001, 2.2124758E-004, 5.3357830E-002, 1.7525832E+002, 2.5617747E+002,-4.2902254E+001, 2.3970161E-009, 0.0000000E+000, 3.2188299E-012, 3.2188299E-012, 3.2188299E-012, 3.2188299E-012, 1.5070041E-001, 2.2367508E-002
 7.0100077E+002, 1.1750131E-001, 1.2669807E-001, 2.1987202E-004, 5.3028525E-002, 1.7452657E+002, 2.5571131E+002,-4.2124966E+001, 2.3666668E-009, 0.0000000E+000, 3.1324460E-012, 3.1324460E-012, 3.1324460E-012, 3.1324460E-012, 1.5069494E-001, 2.2378863E-002
 7.0206598E+002, 1.1869799E-001, 1.2726553E-001, 2.1695047E-004, 5.2328643E-002, 1.7427358E+002, 2.4806002E+002,-4.1279115E+001, 2.3370640E-009, 0.0000000E+000, 3.0323138E-012, 3.0323138E-012, 3.0323138E-012, 3.0323138E-012, 1.5068956E-001, 2.2390364E-002
 7.0300180E+002, 1.1907535E-001, 1.2840552E-001, 2.1602927E-004, 5.2108102E-002, 1.7397603E+002, 2.4689131E+002,-4.0531569E+001, 2.3605597E-009, 0.0000000E+000, 2.7362186E-012, 2.7362186E-012, 2.7362186E-012, 2.7362186E-012, 1.5068425E-001, 2.2401740E-002
 7.0402127E+002, 1.1917570E-001, 1.2811665E-001, 2.1578405E-004, 5.2049601E-002, 1.7351608E+002, 2.5188587E+002,-3.9977055E+001, 2.3965941E-009, 0.0000000E+000, 2.4337020E-012, 2.4337020E-012, 2.4337020E-012, 2.4337020E-012, 1.5067895E-001, 2.2412796E-002
 7.0504611E+002, 1.1946655E-001, 1.2735032E-001, 2.1507343E-004, 5.1879708E-002, 1.7302452E+002, 2.5428244E+002,-3.9378006E+001, 2.3578271E-009, 0.0000000E+000, 2.4027803E-012, 2.4027803E-012, 2.4027803E-012, 2.4027803E-012, 1.5067354E-001, 2.2424183E-002
 7.0604953E+002, 1.1963589E-001, 1.2659791E-001, 2.1465962E-004, 5.1780768E-002, 1.7258271E+002, 2.4824192E+002,-3.8784269E+001, 2.4003310E-009, 0.0000000E+000, 2.1138800E-012, 2.1138800E-012, 2.1138800E-012, 2.1138800E-012, 1.5066824E-001, 2.2435588E-002
 7.0704668E+002, 1.1968080E-001, 1.2573505E-001, 2.1455002E-004, 5.1754680E-002, 1.7169735E+002, 2.4255654E+002,-3.8240431E+001, 2.3762320E-009, 0.0000000E+000, 2.0521158E-012, 2.0521158E-012, 2.0521158E-012, 2.0521158E-012, 1.5066318E-001, 2.2446662E-002
 7.0801248E+002, 1.1962415E-001, 1.2471351E-001, 2.1468822E-004, 5.1788009E-002, 1.7062217E+002, 2.3864820E+002,-3.7594241E+001, 2.3477578E-009, 0.0000000E+000, 2.0037370E-012, 2.0037370E-012, 2.0037370E-012, 2.0037370E-012, 1.5065829E-001, 2.2457501E-002
 7.0904725E+002, 1.1931993E-001, 1.2414820E-001, 2.1543079E-004, 5.1965919E-002, 1.6999623E+002, 2.4871376E+002,-3.6981728E+001, 2.3469125E-009, 0.0000000E+000, 1.8796781E-012, 1.8796781E-012, 1.8796781E-012, 1.8796781E-012, 1.5065331E-001, 2.2468549E-002
 7.1001305E+002, 1.1898842E-001, 1.2292213E-001, 2.1624077E-004, 5.2159710E-002, 1.6880544E+002, 2.4857126E+002,-3.6395005E+001, 2.3461486E-009, 0.0000000E+000, 1.7629504E-012, 1.7629504E-012, 1.7629504E-012, 1.7629504E-012, 1.5064832E-001, 2.2479557E-002
 7.1104783E+002, 1.1835206E-001, 1.2214435E-001, 2.1779507E-004, 5.2531656E-002, 1.6757212E+002, 2.4673100E+002,-3.5822585E+001, 2.3455089E-009, 0.0000000E+000, 1.6540573E-012, 1.6540573E-012, 1.6540573E-012, 1.6540573E-012, 1.5064344E-001, 2.2490520E-002
 7.1201362E+002, 1.1734533E-001, 1.2144193E-001, 2.2025357E-004, 5.3120104E-002, 1.6696649E+002, 2.4784819E+002,-3.5273624E+001, 2.3449920E-009, 0.0000000E+000, 1.5523507E-012, 1.5523507E-012, 1.5523507E-012, 1.5523507E-012, 1.5063861E-001, 2.2501438E-002
 7.1304840E+002, 1.1575549E-001, 1.2051354E-001, 2.2413591E-004, 5.4049430E-002, 1.6642559E+002, 2.5049707E+002,-3.4752692E+001, 2.3445124E-009, 0.0000000E+000, 1.4575282E-012, 1.4575282E-012, 1.4575282E-012, 1.4575282E-012, 1.5063378E-001, 2.2512314E-002
 7.1401419E+002, 1.1491583E-001, 1.2061858E-001, 2.2618620E-004, 5.4540304E-002, 1.6604893E+002, 2.5104229E+002,-3.4246451E+001, 2.3440863E-009, 0.0000000E+000, 1.3691872E-012, 1.3691872E-012, 1.3691872E-012, 1.3691872E-012, 1.5062902E-001, 2.2523148E-002
 7.1504897E+002, 1.1496114E-001, 1.2280249E-001, 2.2607553E-004, 5.4513791E-002, 1.6565633E+002, 2.5105627E+002,-3.3748851E+001, 2.3437004E-009, 0.0000000E+000, 1.2869291E-012, 1.2869291E-012, 1.2869291E-012, 1.2869291E-012, 1.5062431E-001, 2.2533935E-002
 7.1601476E+002, 1.1529824E-001, 1.2582039E-001, 2.2525250E-004, 5.4316678E-002, 1.6531015E+002, 2.5230612E+002,-3.3271526E+001, 2.3433994E-009, 0.0000000E+000, 1.2104320E-012, 1.2104320E-012, 1.2104320E-012, 1.2104320E-012, 1.5061977E-001, 2.2544679E-002
 7.1704954E+002, 1.1602492E-001, 1.2867399E-001, 2.2347817E-004, 5.3891783E-002, 1.6464221E+002, 2.5413808E+002,-3.2809704E+001, 2.3431181E-009, 0.0000000E+000, 1.1392355E-012, 1.1392355E-012, 1.1392355E-012, 1.1392355E-012, 1.5061523E-001, 2.2555383E-002
 7.1801533E+002, 1.1701579E-001, 1.3096858E-001, 2.2105877E-004, 5.3312341E-002, 1.6394406E+002, 2.5398003E+002,-3.2369976E+001, 2.3428315E-009, 0.0000000E+000, 1.0728724E-012, 1.0728724E-012, 1.0728724E-012, 1.0728724E-012, 1.5061075E-001, 2.2566047E-002
 7.1905011E+002, 1.1783322E-001, 1.3257571E-001, 2.1906308E-004, 5.2834295E-002, 1.6358016E+002, 2.5632516E+002,-3.1946820E+001, 2.3426420E-009, 0.0000000E+000, 1.0108582E-012, 1.0108582E-012, 1.0108582E-012, 1.0108582E-012, 1.5060626E-001, 2.2576676E-002
 7.2001590E+002, 1.1829037E-001, 1.3253316E-001, 2.1794702E-004, 5.2566935E-002, 1.6340188E+002, 2.5659787E+002,-3.1546117E+001, 2.3424545E-009, 0.0000000E+000, 9.5274217E-013, 9.5274217E-013, 9.5274217E-013, 9.5274217E-013, 1.5060181E-001, 2.2587279E-002
 7.2105068E+002, 1.1841811E-001, 1.3159842E-001, 2.1763506E-004, 5.2492264E-002, 1.6327803E+002, 2.5661111E+002,-3.1150508E+001, 2.3422710E-009, 0.0000000E+000, 8.9837635E-013, 8.9837635E-013, 8.9837635E-013, 8.9837635E-013, 1.5059749E-001, 2.2597851E-002
 7.2201647E+002, 1.1891614E-001, 1.3073275E-001, 2.1641862E-004, 5.2201301E-002, 1.6346957E+002, 2.5619753E+002,-3.0759431E+001, 2.3421008E-009, 0.0000000E+000, 8.4742852E-013, 8.4742852E-013, 8.4742852E-013, 8.4742852E-013, 1.5059321E-001, 2.2608388E-002
 7.2305125E+002, 1.1930404E-001, 1.3030152E-001, 2.1547127E-004, 5.1974657E-002, 1.6327018E+002, 2.5616504E+002,-3.0358131E+001, 2.3419721E-009, 0.0000000E+000, 7.9982804E-013, 7.9982804E-013, 7.9982804E-013, 7.9982804E-013, 1.5058896E-001, 2.2618881E-002
 7.2401705E+002, 1.1903313E-001, 1.3019279E-001, 2.1613311E-004, 5.2132979E-002, 1.6248803E+002, 2.5544309E+002,-2.9976391E+001, 2.3418430E-009, 0.0000000E+000, 7.5524355E-013, 7.5524355E-013, 7.5524355E-013, 7.5524355E-013, 1.5058476E-001, 2.2629334E-002
 7.2505182E+002, 1.1871702E-001, 1.3006536E-001, 2.1690530E-004, 5.2317723E-002, 1.6147151E+002, 2.5348103E+002,-2.9626343E+001, 2.3417167E-009, 0.0000000E+000, 7.1340812E-013, 7.1340812E-013, 7.1340812E-013, 7.1340812E-013, 1.5058056E-001, 2.2639765E-002
 7.2601762E+002, 1.1937926E-001, 1.2988998E-001, 2.1528774E-004, 5.1930710E-002, 1.6104501E+002, 2.5080160E+002,-2.9298847E+001, 2.3415633E-009, 0.0000000E+000, 6.7413008E-013, 6.7413008E-013, 6.7413008E-013, 6.7413008E-013, 1.5057637E-001, 2.2650183E-002
 7.2705240E+002, 1.2026109E-001, 1.2987620E-001, 2.1313401E-004, 5.1415409E-002, 1.6103031E+002, 2.4594332E+002,-2.8966695E+001, 2.3414219E-009, 0.0000000E+000, 6.3738570E-013, 6.3738570E-013, 6.3738570E-013, 6.3738570E-013, 1.5057211E-001, 2.2660588E-002
 7.2801819E+002, 1.2053083E-001, 1.2991183E-001, 2.1247522E-004, 5.1257830E-002, 1.6092016E+002, 2.3915269E+002,-2.8618019E+001, 2.3413061E-009, 0.0000000E+000, 6.0301268E-013, 6.0301268E-013, 6.0301268E-013, 6.0301268E-013, 1.5056794E-001, 2.2670979E-002
 7.2905297E+002, 1.2028439E-001, 1.2974333E-001, 2.1307711E-004, 5.1401885E-002, 1.6050701E+002, 2.3941841E+002,-2.8261791E+001, 2.3411824E-009, 0.0000000E+000, 5.7091264E-013, 5.7091264E-013, 5.7091264E-013, 5.7091264E-013, 1.5056392E-001, 2.2681350E-002
 7.3001876E+002, 1.1982134E-001, 1.2972555E-001, 2.1420804E-004, 5.1672486E-002, 1.5990435E+002, 2.4193531E+002,-2.7917898E+001, 2.3410493E-009, 0.0000000E+000, 5.4086825E-013, 5.4086825E-013, 5.4086825E-013, 5.4086825E-013, 1.5055996E-001, 2.2691701E-002
 7.3105354E+002, 1.1946522E-001, 1.3018744E-001, 2.1507791E-004, 5.1880559E-002, 1.5937965E+002, 2.4199089E+002,-2.7591016E+001, 2.3409554E-009, 0.0000000E+000, 5.1277242E-013, 5.1277242E-013, 5.1277242E-013, 5.1277242E-013, 1.5055597E-001, 2.2702036E-002
 7.3201933E+002, 1.1933727E-001, 1.3056935E-001, 2.1539050E-004, 5.1955308E-002, 1.5899102E+002, 2.3982633E+002,-2.7251152E+001, 2.3408576E-009, 0.0000000E+000, 4.8649790E-013, 4.8649790E-013, 4.8649790E-013, 4.8649790E-013, 1.5055197E-001, 2.2712352E-002
 7.3305411E+002, 1.1930866E-001, 1.3069985E-001, 2.1546037E-004, 5.1972028E-002, 1.5861176E+002, 2.4432969E+002,-2.6916863E+001, 2.3407155E-009, 0.0000000E+000, 4.6194497E-013, 4.6194497E-013, 4.6194497E-013, 4.6194497E-013, 1.5054801E-001, 2.2722640E-002
 7.3401990E+002, 1.1929660E-001, 1.3062623E-001, 2.1548976E-004, 5.1979097E-002, 1.5815240E+002, 2.4662178E+002,-2.6594804E+001, 2.3405907E-009, 0.0000000E+000, 4.3887411E-013, 4.3887411E-013, 4.3887411E-013, 4.3887411E-013, 1.5054410E-001, 2.2732897E-002
 7.3505468E+002, 1.1931308E-001, 1.3070964E-001, 2.1544941E-004, 5.1969491E-002, 1.5765166E+002, 2.4782275E+002,-2.6273173E+001, 2.3404815E-009, 0.0000000E+000, 4.1710872E-013, 4.1710872E-013, 4.1710872E-013, 4.1710872E-013, 1.5054017E-001, 2.2743131E-002
 7.3602737E+002, 1.1932711E-001, 1.3104916E-001, 2.1541507E-004, 5.1961309E-002, 1.5716689E+002, 2.4627394E+002,-2.5946916E+001, 2.2987242E-009, 0.0000000E+000, 4.1907821E-013, 4.1907821E-013, 4.1907821E-013, 4.1907821E-013, 1.5053627E-001, 2.2753314E-002
 7.3701386E+002, 1.1929995E-001, 1.3124687E-001, 2.1548135E-004, 5.1977207E-002, 1.5669457E+002, 2.4566511E+002,-2.5605754E+001, 2.2816871E-009, 0.0000000E+000, 4.0752339E-013, 4.0752339E-013, 4.0752339E-013, 4.0752339E-013, 1.5053256E-001, 2.2763292E-002
 7.3800035E+002, 1.1923922E-001, 1.3128715E-001, 2.1562959E-004, 5.2012722E-002, 1.5617687E+002, 2.4374148E+002,-2.5308976E+001, 2.2810589E-009, 0.0000000E+000, 3.8800819E-013, 3.8800819E-013, 3.8800819E-013, 3.8800819E-013, 1.5052889E-001, 2.2773344E-002
 7.3906272E+002, 1.1920186E-001, 1.3108293E-001, 2.1572078E-004, 5.2034572E-002, 1.5566969E+002, 2.4321210E+002,-2.5022707E+001, 2.2803519E-009, 0.0000000E+000, 3.6885131E-013, 3.6885131E-013, 3.6885131E-013, 3.6885131E-013, 1.5052505E-001, 2.2783760E-002
 7.4002260E+002, 1.1921480E-001, 1.3088987E-001, 2.1568919E-004, 5.2027016E-002, 1.5523524E+002, 2.4563248E+002,-2.4738634E+001, 2.2859189E-009, 0.0000000E+000, 3.4804500E-013, 3.4804500E-013, 3.4804500E-013, 3.4804500E-013, 1.5052113E-001, 2.2794028E-002
 7.4102779E+002, 1.1928541E-001, 1.3074602E-001, 2.1551676E-004, 5.1985745E-002, 1.5483138E+002, 2.4709113E+002,-2.4504936E+001, 2.3542334E-009, 0.0000000E+000, 3.0247667E-013, 3.0247667E-013, 3.0247667E-013, 3.0247667E-013, 1.5051742E-001, 2.2804055E-002
 7.4203299E+002, 1.1942069E-001, 1.3051185E-001, 2.1518648E-004, 5.1906678E-002, 1.5441260E+002, 2.5018487E+002,-2.4263809E+001, 2.3542028E-009, 0.0000000E+000, 2.8792209E-013, 2.8792209E-013, 2.8792209E-013, 2.8792209E-013, 1.5051377E-001, 2.2814194E-002
 7.4303818E+002, 1.1958968E-001, 1.3023256E-001, 2.1477388E-004, 5.1807898E-002, 1.5400934E+002, 2.5111055E+002,-2.3990621E+001, 2.3541853E-009, 0.0000000E+000, 2.7413466E-013, 2.7413466E-013, 2.7413466E-013, 2.7413466E-013, 1.5051020E-001, 2.2824314E-002
 7.4403667E+002, 1.1975434E-001, 1.2994890E-001, 2.1437189E-004, 5.1711657E-002, 1.5363303E+002, 2.5248478E+002,-2.3706435E+001, 2.3239655E-009, 0.0000000E+000, 2.7220064E-013, 2.7220064E-013, 2.7220064E-013, 2.7220064E-013, 1.5050676E-001, 2.2834325E-002
 7.4506867E+002, 1.1989433E-001, 1.3004091E-001, 2.1403009E-004, 5.1629829E-002, 1.5332379E+002, 2.5367235E+002,-2.3388852E+001, 2.2970102E-009, 0.0000000E+000, 2.6863013E-013, 2.6863013E-013, 2.6863013E-013, 2.6863013E-013, 1.5050342E-001, 2.2844461E-002
 7.4602696E+002, 1.1997475E-001, 1.3034964E-001, 2.1383374E-004, 5.1582811E-002, 1.5311660E+002, 2.5420431E+002,-2.3108536E+001, 2.2967150E-009, 0.0000000E+000, 2.5621146E-013, 2.5621146E-013, 2.5621146E-013, 2.5621146E-013, 1.5050022E-001, 2.2854395E-002
 7.4704939E+002, 1.2001052E-001, 1.3032292E-001, 2.1374641E-004, 5.1561890E-002, 1.5299731E+002, 2.5141313E+002,-2.2848647E+001, 2.3336652E-009, 0.0000000E+000, 2.3271307E-013, 2.3271307E-013, 2.3271307E-013, 2.3271307E-013, 1.5049714E-001, 2.2864319E-002
 7.4804055E+002, 1.2003825E-001, 1.3003980E-001, 2.1367873E-004, 5.1545670E-002, 1.5280919E+002, 2.4661747E+002,-2.2629405E+001, 2.3313488E-009, 0.0000000E+000, 2.2258898E-013, 2.2258898E-013, 2.2258898E-013, 2.2258898E-013, 1.5049396E-001, 2.2874300E-002
 7.4903654E+002, 1.1991463E-001, 1.2990307E-001, 2.1398061E-004, 5.1617924E-002, 1.5246978E+002, 2.4472508E+002,-2.2335343E+001, 2.2722846E-009, 0.0000000E+000, 2.2961437E-013, 2.2961437E-013, 2.2961437E-013, 2.2961437E-013, 1.5049101E-001, 2.2884084E-002
 7.5003252E+002, 1.1963871E-001, 1.2991491E-001, 2.1465436E-004, 5.1779207E-002, 1.5211128E+002, 2.4473766E+002,-2.2072660E+001, 2.2719513E-009, 0.0000000E+000, 2.1920032E-013, 2.1920032E-013, 2.1920032E-013, 2.1920032E-013, 1.5048808E-001, 2.2893952E-002
 7.5102851E+002, 1.1937829E-001, 1.3008710E-001, 2.1529024E-004, 5.1931429E-002, 1.5179140E+002, 2.4238524E+002,-2.1841319E+001, 2.2716061E-009, 0.0000000E+000, 2.0926556E-013, 2.0926556E-013, 2.0926556E-013, 2.0926556E-013, 1.5048507E-001, 2.2903790E-002
 7.5202449E+002, 1.1916551E-001, 1.3048977E-001, 2.1580979E-004, 5.2055807E-002, 1.5148332E+002, 2.4348088E+002,-2.1626449E+001, 2.2712458E-009, 0.0000000E+000, 1.9982718E-013, 1.9982718E-013, 1.9982718E-013, 1.9982718E-013, 1.5048196E-001, 2.2913598E-002
 7.5302048E+002, 1.1900562E-001, 1.3082083E-001, 2.1620020E-004, 5.2149273E-002, 1.5118443E+002, 2.4650254E+002,-2.1418083E+001, 2.2708950E-009, 0.0000000E+000, 1.9090466E-013, 1.9090466E-013, 1.9090466E-013, 1.9090466E-013, 1.5047878E-001, 2.2923381E-002
 7.5401646E+002, 1.1887035E-001, 1.3074204E-001, 2.1653045E-004, 5.2228339E-002, 1.5088802E+002, 2.4829812E+002,-2.1210798E+001, 2.2705645E-009, 0.0000000E+000, 1.8246170E-013, 1.8246170E-013, 1.8246170E-013, 1.8246170E-013, 1.5047543E-001, 2.2933151E-002
 7.5501245E+002, 1.1871404E-001, 1.3052399E-001, 2.1691210E-004, 5.2319711E-002, 1.5055235E+002, 2.4627683E+002,-2.1004882E+001, 2.2702747E-009, 0.0000000E+000, 1.7445152E-013, 1.7445152E-013, 1.7445152E-013, 1.7445152E-013, 1.5047218E-001, 2.2942913E-002
 7.5600843E+002, 1.1844971E-001, 1.3054844E-001, 2.1755750E-004, 5.2474212E-002, 1.5014642E+002, 2.4496083E+002,-2.0803246E+001, 2.2699976E-009, 0.0000000E+000, 1.6683118E-013, 1.6683118E-013, 1.6683118E-013, 1.6683118E-013, 1.5046910E-001, 2.2952666E-002
 7.5700442E+002, 1.1819576E-001, 1.3059942E-001, 2.1817754E-004, 5.2622636E-002, 1.4977347E+002, 2.4349113E+002,-2.0607957E+001, 2.2697123E-009, 0.0000000E+000, 1.5957498E-013, 1.5957498E-013, 1.5957498E-013, 1.5957498E-013, 1.5046615E-001, 2.2962407E-002
 7.5800040E+002, 1.1801823E-001, 1.3092101E-001, 2.1861099E-004, 5.2726394E-002, 1.4942749E+002, 2.4646787E+002,-2.0412109E+001, 2.2694257E-009, 0.0000000E+000, 1.5266623E-013, 1.5266623E-013, 1.5266623E-013, 1.5266623E-013, 1.5046321E-001, 2.2972137E-002
 7.5907300E+002, 1.1794133E-001, 1.3167981E-001, 2.1879875E-004, 5.2771335E-002, 1.4909024E+002, 2.4424630E+002,-2.0204346E+001, 2.2691487E-009, 0.0000000E+000, 1.4584949E-013, 1.4584949E-013, 1.4584949E-013, 1.4584949E-013, 1.5046019E-001, 2.2982226E-002
 7.6006899E+002, 1.1794151E-001, 1.3230576E-001, 2.1879829E-004, 5.2771224E-002, 1.4879988E+002, 2.4040766E+002,-2.0000398E+001, 2.2688751E-009, 0.0000000E+000, 1.3936848E-013, 1.3936848E-013, 1.3936848E-013, 1.3936848E-013, 1.5045710E-001, 2.2992297E-002
 7.6106497E+002, 1.1796774E-001, 1.3258247E-001, 2.1873422E-004, 5.2755889E-002, 1.4855956E+002, 2.4639307E+002,-1.9812352E+001, 2.2686225E-009, 0.0000000E+000, 1.3344153E-013, 1.3344153E-013, 1.3344153E-013, 1.3344153E-013, 1.5045404E-001, 2.3001977E-002
 7.6206096E+002, 1.1798962E-001, 1.3272080E-001, 2.1868080E-004, 5.2743105E-002, 1.4832018E+002, 2.4532821E+002,-1.9628681E+001, 2.2684065E-009, 0.0000000E+000, 1.2781989E-013, 1.2781989E-013, 1.2781989E-013, 1.2781989E-013, 1.5045106E-001, 2.3011638E-002
