s,C,kg/m3,Pa,kg/kg,%,kJ,kJ
 5.2150002E+000, 2.2404866E+001, 1.2212047E+000, 4.0613346E+003, 2.0603388E-002, 1.0176106E+002, 6.0453331E+002, 1.6515683E+001
 5.2249999E+000, 2.2404458E+001, 1.2212056E+000, 4.0612421E+003, 2.0602972E-002, 1.0176136E+002, 6.0453551E+002, 1.6514221E+001
 5.2350001E+000, 2.2404052E+001, 1.2212066E+000, 4.0611504E+003, 2.0602565E-002, 1.0176169E+002, 6.0453722E+002, 1.6512768E+001
 5.2449999E+000, 2.2403647E+001, 1.2212075E+000, 4.0610596E+003, 2.0602168E-002, 1.0176207E+002, 6.0453884E+002, 1.6511323E+001
 5.2550001E+000, 2.2403244E+001, 1.2212084E+000, 4.0609696E+003, 2.0601780E-002, 1.0176247E+002, 6.0454123E+002, 1.6509887E+001
 5.2649999E+000, 2.2402842E+001, 1.2212093E+000, 4.0608804E+003, 2.0601400E-002, 1.0176291E+002, 6.0454391E+002, 1.6508459E+001
 5.2750001E+000, 2.2402442E+001, 1.2212102E+000, 4.0607922E+003, 2.0601027E-002, 1.0176338E+002, 6.0454602E+002, 1.6507039E+001
 5.2849998E+000, 2.2402044E+001, 1.2212111E+000, 4.0607048E+003, 2.0600662E-002, 1.0176387E+002, 6.0454725E+002, 1.6505628E+001
 5.2950001E+000, 2.2401647E+001, 1.2212120E+000, 4.0606182E+003, 2.0600302E-002, 1.0176438E+002, 6.0454848E+002, 1.6504225E+001
 5.3049998E+000, 2.2401253E+001, 1.2212129E+000, 4.0605324E+003, 2.0599949E-002, 1.0176491E+002, 6.0455054E+002, 1.6502831E+001
 5.3150001E+000, 2.2400860E+001, 1.2212138E+000, 4.0604474E+003, 2.0599600E-002, 1.0176545E+002, 6.0455173E+002, 1.6501444E+001
 5.3249998E+000, 2.2400469E+001, 1.2212146E+000, 4.0603632E+003, 2.0599256E-002, 1.0176601E+002, 6.0455243E+002, 1.6500065E+001
 5.3350000E+000, 2.2400080E+001, 1.2212155E+000, 4.0602798E+003, 2.0598916E-002, 1.0176657E+002, 6.0455351E+002, 1.6498695E+001
 5.3449998E+000, 2.2399692E+001, 1.2212164E+000, 4.0601972E+003, 2.0598580E-002, 1.0176715E+002, 6.0455660E+002, 1.6497332E+001
 5.3550000E+000, 2.2399307E+001, 1.2212173E+000, 4.0601154E+003, 2.0598247E-002, 1.0176772E+002, 6.0455944E+002, 1.6495977E+001
 5.3649998E+000, 2.2398923E+001, 1.2212182E+000, 4.0600343E+003, 2.0597917E-002, 1.0176830E+002, 6.0456140E+002, 1.6494630E+001
 5.3750000E+000, 2.2398542E+001, 1.2212191E+000, 4.0599540E+003, 2.0597589E-002, 1.0176888E+002, 6.0456421E+002, 1.6493291E+001
 5.3850002E+000, 2.2398162E+001, 1.2212200E+000, 4.0598745E+003, 2.0597263E-002, 1.0176946E+002, 6.0456700E+002, 1.6491960E+001
 5.3950000E+000, 2.2397785E+001, 1.2212208E+000, 4.0597957E+003, 2.0596939E-002, 1.0177004E+002, 6.0456899E+002, 1.6490636E+001
 5.4050002E+000, 2.2397410E+001, 1.2212217E+000, 4.0597177E+003, 2.0596616E-002, 1.0177060E+002, 6.0457043E+002, 1.6489319E+001
 5.4150000E+000, 2.2397036E+001, 1.2212226E+000, 4.0596404E+003, 2.0596293E-002, 1.0177117E+002, 6.0457177E+002, 1.6488011E+001
 5.4250002E+000, 2.2396665E+001, 1.2212235E+000, 4.0595639E+003, 2.0595972E-002, 1.0177172E+002, 6.0457263E+002, 1.6486710E+001
 5.4349999E+000, 2.2396296E+001, 1.2212244E+000, 4.0594882E+003, 2.0595651E-002, 1.0177226E+002, 6.0457449E+002, 1.6485416E+001
 5.4450002E+000, 2.2395929E+001, 1.2212252E+000, 4.0594132E+003, 2.0595330E-002, 1.0177279E+002, 6.0457562E+002, 1.6484130E+001
 5.4549999E+000, 2.2395565E+001, 1.2212261E+000, 4.0593389E+003, 2.0595008E-002, 1.0177330E+002, 6.0457691E+002, 1.6482850E+001
 5.4650002E+000, 2.2395202E+001, 1.2212270E+000, 4.0592653E+003, 2.0594687E-002, 1.0177380E+002, 6.0457834E+002, 1.6481578E+001
 5.4749999E+000, 2.2394842E+001, 1.2212279E+000, 4.0591924E+003, 2.0594365E-002, 1.0177429E+002, 6.0458061E+002, 1.6480312E+001
 5.4850001E+000, 2.2394484E+001, 1.2212287E+000, 4.0591202E+003, 2.0594042E-002, 1.0177476E+002, 6.0458326E+002, 1.6479054E+001
 5.4949999E+000, 2.2394129E+001, 1.2212296E+000, 4.0590487E+003, 2.0593718E-002, 1.0177521E+002, 6.0458479E+002, 1.6477803E+001
 5.5050001E+000, 2.2393775E+001, 1.2212305E+000, 4.0589778E+003, 2.0593393E-002, 1.0177564E+002, 6.0458576E+002, 1.6476559E+001
 5.5149999E+000, 2.2393424E+001, 1.2212314E+000, 4.0589076E+003, 2.0593066E-002, 1.0177605E+002, 6.0458571E+002, 1.6475322E+001
 5.5250001E+000, 2.2393075E+001, 1.2212322E+000, 4.0588381E+003, 2.0592738E-002, 1.0177645E+002, 6.0458603E+002, 1.6474092E+001
 5.5349998E+000, 2.2392728E+001, 1.2212331E+000, 4.0587692E+003, 2.0592409E-002, 1.0177682E+002, 6.0458719E+002, 1.6472868E+001
 5.5450001E+000, 2.2392384E+001, 1.2212340E+000, 4.0587010E+003, 2.0592078E-002, 1.0177717E+002, 6.0458890E+002, 1.6471652E+001
 5.5549998E+000, 2.2392041E+001, 1.2212349E+000, 4.0586334E+003, 2.0591746E-002, 1.0177750E+002, 6.0459105E+002, 1.6470442E+001
 5.5650001E+000, 2.2391702E+001, 1.2212357E+000, 4.0585665E+003, 2.0591411E-002, 1.0177781E+002, 6.0459288E+002, 1.6469239E+001
 5.5749998E+000, 2.2391364E+001, 1.2212366E+000, 4.0585002E+003, 2.0591075E-002, 1.0177809E+002, 6.0459439E+002, 1.6468042E+001
 5.5850000E+000, 2.2391029E+001, 1.2212375E+000, 4.0584346E+003, 2.0590736E-002, 1.0177835E+002, 6.0459666E+002, 1.6466852E+001
 5.5949998E+000, 2.2390695E+001, 1.2212384E+000, 4.0583695E+003, 2.0590396E-002, 1.0177859E+002, 6.0459696E+002, 1.6465669E+001
 5.6050000E+000, 2.2390365E+001, 1.2212392E+000, 4.0583051E+003, 2.0590054E-002, 1.0177881E+002, 6.0459851E+002, 1.6464492E+001
 5.6149998E+000, 2.2390036E+001, 1.2212401E+000, 4.0582413E+003, 2.0589709E-002, 1.0177900E+002, 6.0459972E+002, 1.6463321E+001
 5.6250000E+000, 2.2389710E+001, 1.2212410E+000, 4.0581781E+003, 2.0589363E-002, 1.0177917E+002, 6.0460078E+002, 1.6462157E+001
 5.6350002E+000, 2.2389386E+001, 1.2212418E+000, 4.0581155E+003, 2.0589014E-002, 1.0177932E+002, 6.0460315E+002, 1.6461000E+001
 5.6450000E+000, 2.2389064E+001, 1.2212427E+000, 4.0580535E+003, 2.0588663E-002, 1.0177944E+002, 6.0460533E+002, 1.6459848E+001
 5.6550002E+000, 2.2388744E+001, 1.2212436E+000, 4.0579921E+003, 2.0588310E-002, 1.0177954E+002, 6.0460759E+002, 1.6458704E+001
 5.6650000E+000, 2.2388427E+001, 1.2212444E+000, 4.0579313E+003, 2.0587955E-002, 1.0177961E+002, 6.0460929E+002, 1.6457565E+001
 5.6750002E+000, 2.2388112E+001, 1.2212453E+000, 4.0578711E+003, 2.0587598E-002, 1.0177966E+002, 6.0461130E+002, 1.6456433E+001
 5.6849999E+000, 2.2387799E+001, 1.2212461E+000, 4.0578115E+003, 2.0587239E-002, 1.0177969E+002, 6.0461204E+002, 1.6455307E+001
 5.6950002E+000, 2.2387488E+001, 1.2212470E+000, 4.0577525E+003, 2.0586880E-002, 1.0177971E+002, 6.0461355E+002, 1.6454186E+001
 5.7049999E+000, 2.2387180E+001, 1.2212479E+000, 4.0576941E+003, 2.0586520E-002, 1.0177971E+002, 6.0461551E+002, 1.6453072E+001
 5.7150002E+000, 2.2386873E+001, 1.2212487E+000, 4.0576362E+003, 2.0586160E-002, 1.0177970E+002, 6.0461668E+002, 1.6451964E+001
 5.7249999E+000, 2.2386568E+001, 1.2212496E+000, 4.0575789E+003, 2.0585799E-002, 1.0177968E+002, 6.0461667E+002, 1.6450862E+001
 5.7350001E+000, 2.2386265E+001, 1.2212504E+000, 4.0575221E+003, 2.0585439E-002, 1.0177964E+002, 6.0461782E+002, 1.6449766E+001
 5.7449999E+000, 2.2385963E+001, 1.2212513E+000, 4.0574658E+003, 2.0585079E-002, 1.0177960E+002, 6.0461826E+002, 1.6448676E+001
 5.7550001E+000, 2.2385664E+001, 1.2212521E+000, 4.0574101E+003, 2.0584721E-002, 1.0177956E+002, 6.0461938E+002, 1.6447591E+001
 5.7649999E+000, 2.2385366E+001, 1.2212530E+000, 4.0573550E+003, 2.0584362E-002, 1.0177950E+002, 6.0462088E+002, 1.6446513E+001
 5.7750001E+000, 2.2385070E+001, 1.2212538E+000, 4.0573003E+003, 2.0584006E-002, 1.0177945E+002, 6.0462207E+002, 1.6445441E+001
 5.7849998E+000, 2.2384776E+001, 1.2212547E+000, 4.0572462E+003, 2.0583650E-002, 1.0177939E+002, 6.0462292E+002, 1.6444374E+001
 5.7950001E+000, 2.2384484E+001, 1.2212555E+000, 4.0571926E+003, 2.0583296E-002, 1.0177932E+002, 6.0462362E+002, 1.6443313E+001
 5.8049998E+000, 2.2384193E+001, 1.2212564E+000, 4.0571394E+003, 2.0582944E-002, 1.0177926E+002, 6.0462477E+002, 1.6442258E+001
 5.8150001E+000, 2.2383904E+001, 1.2212572E+000, 4.0570886E+003, 2.0582594E-002, 1.0177920E+002, 6.0462523E+002, 1.6441159E+001
 5.8249998E+000, 2.2383457E+001, 1.2212564E+000, 4.0568338E+003, 2.0582246E-002, 1.0178006E+002, 6.0462677E+002, 1.6440023E+001
 5.8350000E+000, 2.2383183E+001, 1.2212573E+000, 4.0567971E+003, 2.0581903E-002, 1.0177993E+002, 6.0462890E+002, 1.6438941E+001
 5.8449998E+000, 2.2382910E+001, 1.2212582E+000, 4.0567561E+003, 2.0581561E-002, 1.0177982E+002, 6.0463093E+002, 1.6437872E+001
 5.8550000E+000, 2.2382636E+001, 1.2212591E+000, 4.0567140E+003, 2.0581222E-002, 1.0177972E+002, 6.0463186E+002, 1.6436814E+001
 5.8649998E+000, 2.2382363E+001, 1.2212600E+000, 4.0566711E+003, 2.0580886E-002, 1.0177964E+002, 6.0463340E+002, 1.6435766E+001
 5.8750000E+000, 2.2382090E+001, 1.2212609E+000, 4.0566276E+003, 2.0580553E-002, 1.0177956E+002, 6.0463463E+002, 1.6434726E+001
 5.8850002E+000, 2.2381818E+001, 1.2212617E+000, 4.0565839E+003, 2.0580223E-002, 1.0177950E+002, 6.0463537E+002, 1.6433694E+001
 5.8950000E+000, 2.2381547E+001, 1.2212626E+000, 4.0565400E+003, 2.0579897E-002, 1.0177945E+002, 6.0463634E+002, 1.6432669E+001
 5.9050002E+000, 2.2381277E+001, 1.2212634E+000, 4.0564960E+003, 2.0579574E-002, 1.0177941E+002, 6.0463807E+002, 1.6431652E+001
 5.9150000E+000, 2.2381008E+001, 1.2212642E+000, 4.0564520E+003, 2.0579256E-002, 1.0177939E+002, 6.0463949E+002, 1.6430642E+001
 5.9250002E+000, 2.2380739E+001, 1.2212651E+000, 4.0564080E+003, 2.0578941E-002, 1.0177938E+002, 6.0464200E+002, 1.6429639E+001
 5.9349999E+000, 2.2380472E+001, 1.2212659E+000, 4.0563640E+003, 2.0578630E-002, 1.0177939E+002, 6.0464402E+002, 1.6428642E+001
 5.9450002E+000, 2.2380206E+001, 1.2212667E+000, 4.0563202E+003, 2.0578323E-002, 1.0177941E+002, 6.0464595E+002, 1.6427652E+001
 5.9549999E+000, 2.2379940E+001, 1.2212675E+000, 4.0562766E+003, 2.0578021E-002, 1.0177944E+002, 6.0464826E+002, 1.6426668E+001
 5.9650002E+000, 2.2379676E+001, 1.2212683E+000, 4.0562331E+003, 2.0577722E-002, 1.0177949E+002, 6.0464931E+002, 1.6425690E+001
 5.9749999E+000, 2.2379413E+001, 1.2212691E+000, 4.0561898E+003, 2.0577428E-002, 1.0177955E+002, 6.0465129E+002, 1.6424717E+001
 5.9850001E+000, 2.2379151E+001, 1.2212699E+000, 4.0561468E+003, 2.0577138E-002, 1.0177963E+002, 6.0465342E+002, 1.6423751E+001
 5.9949999E+000, 2.2378890E+001, 1.2212707E+000, 4.0561040E+003, 2.0576853E-002, 1.0177973E+002, 6.0465531E+002, 1.6422790E+001
 6.0050001E+000, 2.2378630E+001, 1.2212715E+000, 4.0560615E+003, 2.0576572E-002, 1.0177984E+002, 6.0465656E+002, 1.6421833E+001
 6.0149999E+000, 2.2378371E+001, 1.2212723E+000, 4.0560192E+003, 2.0576296E-002, 1.0177996E+002, 6.0465804E+002, 1.6420879E+001
 6.0250001E+000, 2.2378113E+001, 1.2212730E+000, 4.0559769E+003, 2.0576024E-002, 1.0178011E+002, 6.0465951E+002, 1.6419933E+001
 6.0349998E+000, 2.2377856E+001, 1.2212738E+000, 4.0559349E+003, 2.0575757E-002, 1.0178026E+002, 6.0466151E+002, 1.6418993E+001
 6.0450001E+000, 2.2377601E+001, 1.2212746E+000, 4.0558933E+003, 2.0575494E-002, 1.0178044E+002, 6.0466217E+002, 1.6418057E+001
 6.0549998E+000, 2.2377347E+001, 1.2212753E+000, 4.0558520E+003, 2.0575236E-002, 1.0178063E+002, 6.0466329E+002, 1.6417127E+001
 6.0650001E+000, 2.2377094E+001, 1.2212761E+000, 4.0558111E+003, 2.0574983E-002, 1.0178083E+002, 6.0466472E+002, 1.6416203E+001
 6.0749998E+000, 2.2376842E+001, 1.2212768E+000, 4.0557705E+003, 2.0574733E-002, 1.0178106E+002, 6.0466520E+002, 1.6415283E+001
 6.0850000E+000, 2.2376591E+001, 1.2212776E+000, 4.0557303E+003, 2.0574489E-002, 1.0178129E+002, 6.0466591E+002, 1.6414368E+001
 6.0949998E+000, 2.2376341E+001, 1.2212783E+000, 4.0556904E+003, 2.0574248E-002, 1.0178154E+002, 6.0466778E+002, 1.6413458E+001
 6.1050000E+000, 2.2376093E+001, 1.2212791E+000, 4.0556508E+003, 2.0574012E-002, 1.0178181E+002, 6.0466917E+002, 1.6412553E+001
 6.1149998E+000, 2.2375845E+001, 1.2212798E+000, 4.0556116E+003, 2.0573781E-002, 1.0178209E+002, 6.0467008E+002, 1.6411653E+001
 6.1250000E+000, 2.2375599E+001, 1.2212805E+000, 4.0555728E+003, 2.0573553E-002, 1.0178238E+002, 6.0467083E+002, 1.6410758E+001
 6.1350002E+000, 2.2375354E+001, 1.2212813E+000, 4.0555343E+003, 2.0573330E-002, 1.0178269E+002, 6.0467204E+002, 1.6409867E+001
 6.1450000E+000, 2.2375110E+001, 1.2212820E+000, 4.0554962E+003, 2.0573111E-002, 1.0178302E+002, 6.0467222E+002, 1.6408981E+001
 6.1550002E+000, 2.2374868E+001, 1.2212827E+000, 4.0554583E+003, 2.0572896E-002, 1.0178335E+002, 6.0467311E+002, 1.6408099E+001
 6.1650000E+000, 2.2374626E+001, 1.2212834E+000, 4.0554208E+003, 2.0572685E-002, 1.0178370E+002, 6.0467367E+002, 1.6407222E+001
 6.1750002E+000, 2.2374386E+001, 1.2212842E+000, 4.0553836E+003, 2.0572478E-002, 1.0178407E+002, 6.0467399E+002, 1.6406350E+001
 6.1849999E+000, 2.2374146E+001, 1.2212849E+000, 4.0553468E+003, 2.0572275E-002, 1.0178444E+002, 6.0467508E+002, 1.6405483E+001
 6.1950002E+000, 2.2373630E+001, 1.2212827E+000, 4.0549660E+003, 2.0572074E-002, 1.0178643E+002, 6.0467630E+002, 1.6404447E+001
 6.2049999E+000, 2.2373124E+001, 1.2212807E+000, 4.0545947E+003, 2.0571872E-002, 1.0178834E+002, 6.0467606E+002, 1.6403533E+001
 6.2150002E+000, 2.2372902E+001, 1.2212815E+000, 4.0545719E+003, 2.0571676E-002, 1.0178866E+002, 6.0467773E+002, 1.6402649E+001
 6.2249999E+000, 2.2372682E+001, 1.2212822E+000, 4.0545460E+003, 2.0571487E-002, 1.0178899E+002, 6.0467799E+002, 1.6401778E+001
 6.2350001E+000, 2.2372464E+001, 1.2212829E+000, 4.0545188E+003, 2.0571304E-002, 1.0178934E+002, 6.0467863E+002, 1.6400915E+001
 6.2449999E+000, 2.2372246E+001, 1.2212836E+000, 4.0544909E+003, 2.0571124E-002, 1.0178971E+002, 6.0467990E+002, 1.6400059E+001
 6.2550001E+000, 2.2372030E+001, 1.2212843E+000, 4.0544628E+003, 2.0570948E-002, 1.0179009E+002, 6.0468154E+002, 1.6399208E+001
 6.2649999E+000, 2.2371813E+001, 1.2212850E+000, 4.0544345E+003, 2.0570775E-002, 1.0179048E+002, 6.0468317E+002, 1.6398362E+001
 6.2750001E+000, 2.2371595E+001, 1.2212857E+000, 4.0544060E+003, 2.0570603E-002, 1.0179089E+002, 6.0468425E+002, 1.6397520E+001
 6.2849998E+000, 2.2371378E+001, 1.2212864E+000, 4.0543776E+003, 2.0570434E-002, 1.0179130E+002, 6.0468462E+002, 1.6396684E+001
 6.2950001E+000, 2.2371162E+001, 1.2212871E+000, 4.0543493E+003, 2.0570267E-002, 1.0179173E+002, 6.0468569E+002, 1.6395851E+001
 6.3049998E+000, 2.2370946E+001, 1.2212878E+000, 4.0543213E+003, 2.0570103E-002, 1.0179216E+002, 6.0468698E+002, 1.6395024E+001
 6.3150001E+000, 2.2370730E+001, 1.2212885E+000, 4.0542934E+003, 2.0569942E-002, 1.0179261E+002, 6.0468811E+002, 1.6394200E+001
 6.3249998E+000, 2.2370516E+001, 1.2212891E+000, 4.0542657E+003, 2.0569784E-002, 1.0179306E+002, 6.0468892E+002, 1.6393381E+001
 6.3350000E+000, 2.2370302E+001, 1.2212898E+000, 4.0542382E+003, 2.0569628E-002, 1.0179352E+002, 6.0468956E+002, 1.6392567E+001
 6.3449998E+000, 2.2370089E+001, 1.2212905E+000, 4.0542109E+003, 2.0569474E-002, 1.0179399E+002, 6.0469091E+002, 1.6391756E+001
 6.3550000E+000, 2.2369876E+001, 1.2212912E+000, 4.0541838E+003, 2.0569323E-002, 1.0179447E+002, 6.0469209E+002, 1.6390950E+001
 6.3649998E+000, 2.2369664E+001, 1.2212918E+000, 4.0541571E+003, 2.0569173E-002, 1.0179495E+002, 6.0469303E+002, 1.6390142E+001
 6.3750000E+000, 2.2369452E+001, 1.2212925E+000, 4.0541306E+003, 2.0569025E-002, 1.0179544E+002, 6.0469381E+002, 1.6389339E+001
 6.3850002E+000, 2.2369241E+001, 1.2212932E+000, 4.0541040E+003, 2.0568879E-002, 1.0179594E+002, 6.0469403E+002, 1.6388543E+001
 6.3950000E+000, 2.2369031E+001, 1.2212939E+000, 4.0540775E+003, 2.0568735E-002, 1.0179644E+002, 6.0469456E+002, 1.6387751E+001
 6.4050002E+000, 2.2368821E+001, 1.2212945E+000, 4.0540512E+003, 2.0568593E-002, 1.0179695E+002, 6.0469508E+002, 1.6386964E+001
 6.4150000E+000, 2.2368611E+001, 1.2212952E+000, 4.0540252E+003, 2.0568452E-002, 1.0179746E+002, 6.0469630E+002, 1.6386181E+001
 6.4250002E+000, 2.2368403E+001, 1.2212959E+000, 4.0539994E+003, 2.0568313E-002, 1.0179797E+002, 6.0469666E+002, 1.6385402E+001
 6.4349999E+000, 2.2368195E+001, 1.2212965E+000, 4.0539739E+003, 2.0568175E-002, 1.0179849E+002, 6.0469747E+002, 1.6384627E+001
 6.4450002E+000, 2.2367988E+001, 1.2212972E+000, 4.0539486E+003, 2.0568039E-002, 1.0179901E+002, 6.0469772E+002, 1.6383856E+001
 6.4549999E+000, 2.2367781E+001, 1.2212978E+000, 4.0539236E+003, 2.0567903E-002, 1.0179953E+002, 6.0469797E+002, 1.6383089E+001
 6.4650002E+000, 2.2367575E+001, 1.2212985E+000, 4.0538988E+003, 2.0567769E-002, 1.0180005E+002, 6.0469852E+002, 1.6382326E+001
 6.4749999E+000, 2.2367370E+001, 1.2212992E+000, 4.0538743E+003, 2.0567636E-002, 1.0180058E+002, 6.0469915E+002, 1.6381566E+001
 6.4850001E+000, 2.2367166E+001, 1.2212998E+000, 4.0538501E+003, 2.0567504E-002, 1.0180110E+002, 6.0469915E+002, 1.6380811E+001
 6.4949999E+000, 2.2366962E+001, 1.2213005E+000, 4.0538261E+003, 2.0567372E-002, 1.0180163E+002, 6.0469975E+002, 1.6380060E+001
 6.5050001E+000, 2.2366759E+001, 1.2213011E+000, 4.0538023E+003, 2.0567242E-002, 1.0180215E+002, 6.0470075E+002, 1.6379313E+001
 6.5149999E+000, 2.2366557E+001, 1.2213018E+000, 4.0537787E+003, 2.0567112E-002, 1.0180268E+002, 6.0470127E+002, 1.6378569E+001
 6.5250001E+000, 2.2366355E+001, 1.2213025E+000, 4.0537554E+003, 2.0566983E-002, 1.0180320E+002, 6.0470193E+002, 1.6377830E+001
 6.5349998E+000, 2.2366154E+001, 1.2213031E+000, 4.0537324E+003, 2.0566854E-002, 1.0180373E+002, 6.0470236E+002, 1.6377094E+001
 6.5450001E+000, 2.2365954E+001, 1.2213038E+000, 4.0537096E+003, 2.0566726E-002, 1.0180425E+002, 6.0470278E+002, 1.6376362E+001
 6.5549998E+000, 2.2365755E+001, 1.2213044E+000, 4.0536870E+003, 2.0566597E-002, 1.0180476E+002, 6.0470405E+002, 1.6375634E+001
 6.5650001E+000, 2.2365556E+001, 1.2213051E+000, 4.0536646E+003, 2.0566468E-002, 1.0180526E+002, 6.0470477E+002, 1.6374910E+001
 6.5749998E+000, 2.2365359E+001, 1.2213057E+000, 4.0536425E+003, 2.0566336E-002, 1.0180575E+002, 6.0470532E+002, 1.6374189E+001
 6.5850000E+000, 2.2365162E+001, 1.2213064E+000, 4.0536206E+003, 2.0566203E-002, 1.0180623E+002, 6.0470610E+002, 1.6373472E+001
 6.5949998E+000, 2.2364967E+001, 1.2213070E+000, 4.0535989E+003, 2.0566069E-002, 1.0180669E+002, 6.0470649E+002, 1.6372758E+001
 6.6050000E+000, 2.2364772E+001, 1.2213077E+000, 4.0535775E+003, 2.0565932E-002, 1.0180714E+002, 6.0470780E+002, 1.6372048E+001
 6.6149998E+000, 2.2364578E+001, 1.2213084E+000, 4.0535563E+003, 2.0565792E-002, 1.0180756E+002, 6.0470919E+002, 1.6371342E+001
 6.6250000E+000, 2.2364386E+001, 1.2213090E+000, 4.0535353E+003, 2.0565651E-002, 1.0180797E+002, 6.0471088E+002, 1.6370639E+001
 6.6350002E+000, 2.2364195E+001, 1.2213097E+000, 4.0535146E+003, 2.0565506E-002, 1.0180836E+002, 6.0471164E+002, 1.6369940E+001
 6.6450000E+000, 2.2364004E+001, 1.2213103E+000, 4.0534940E+003, 2.0565358E-002, 1.0180873E+002, 6.0471214E+002, 1.6369244E+001
 6.6550002E+000, 2.2363815E+001, 1.2213110E+000, 4.0534737E+003, 2.0565208E-002, 1.0180908E+002, 6.0471249E+002, 1.6368552E+001
 6.6650000E+000, 2.2363627E+001, 1.2213116E+000, 4.0534536E+003, 2.0565054E-002, 1.0180940E+002, 6.0471362E+002, 1.6367863E+001
 6.6750002E+000, 2.2363440E+001, 1.2213123E+000, 4.0534338E+003, 2.0564897E-002, 1.0180970E+002, 6.0471380E+002, 1.6367178E+001
 6.6849999E+000, 2.2363253E+001, 1.2213129E+000, 4.0534141E+003, 2.0564737E-002, 1.0180998E+002, 6.0471382E+002, 1.6366496E+001
 6.6950002E+000, 2.2363068E+001, 1.2213136E+000, 4.0533947E+003, 2.0564573E-002, 1.0181024E+002, 6.0471445E+002, 1.6365817E+001
 6.7049999E+000, 2.2362884E+001, 1.2213143E+000, 4.0533754E+003, 2.0564405E-002, 1.0181047E+002, 6.0471477E+002, 1.6365141E+001
 6.7150002E+000, 2.2362701E+001, 1.2213149E+000, 4.0533563E+003, 2.0564234E-002, 1.0181068E+002, 6.0471610E+002, 1.6364468E+001
 6.7249999E+000, 2.2362520E+001, 1.2213156E+000, 4.0533375E+003, 2.0564060E-002, 1.0181087E+002, 6.0471703E+002, 1.6363799E+001
 6.7350001E+000, 2.2362339E+001, 1.2213162E+000, 4.0533188E+003, 2.0563881E-002, 1.0181103E+002, 6.0471810E+002, 1.6363133E+001
 6.7449999E+000, 2.2362159E+001, 1.2213169E+000, 4.0533003E+003, 2.0563699E-002, 1.0181116E+002, 6.0471902E+002, 1.6362470E+001
 6.7550001E+000, 2.2361980E+001, 1.2213176E+000, 4.0532820E+003, 2.0563513E-002, 1.0181127E+002, 6.0472009E+002, 1.6361811E+001
 6.7649999E+000, 2.2361802E+001, 1.2213182E+000, 4.0532639E+003, 2.0563323E-002, 1.0181136E+002, 6.0472099E+002, 1.6361154E+001
 6.7750001E+000, 2.2361625E+001, 1.2213189E+000, 4.0532459E+003, 2.0563130E-002, 1.0181143E+002, 6.0472166E+002, 1.6360501E+001
 6.7849998E+000, 2.2361449E+001, 1.2213196E+000, 4.0532281E+003, 2.0562933E-002, 1.0181146E+002, 6.0472287E+002, 1.6359851E+001
 6.7950001E+000, 2.2361274E+001, 1.2213202E+000, 4.0532105E+003, 2.0562732E-002, 1.0181148E+002, 6.0472439E+002, 1.6359203E+001
 6.8049998E+000, 2.2361100E+001, 1.2213209E+000, 4.0531930E+003, 2.0562528E-002, 1.0181147E+002, 6.0472629E+002, 1.6358559E+001
 6.8150001E+000, 2.2360927E+001, 1.2213216E+000, 4.0531757E+003, 2.0562319E-002, 1.0181144E+002, 6.0472803E+002, 1.6357917E+001
 6.8249998E+000, 2.2360755E+001, 1.2213222E+000, 4.0531585E+003, 2.0562108E-002, 1.0181139E+002, 6.0472899E+002, 1.6357279E+001
 6.8350000E+000, 2.2360584E+001, 1.2213229E+000, 4.0531415E+003, 2.0561892E-002, 1.0181131E+002, 6.0472978E+002, 1.6356643E+001
 6.8449998E+000, 2.2360413E+001, 1.2213236E+000, 4.0531246E+003, 2.0561673E-002, 1.0181121E+002, 6.0473119E+002, 1.6356011E+001
 6.8550000E+000, 2.2360244E+001, 1.2213242E+000, 4.0531079E+003, 2.0561451E-002, 1.0181109E+002, 6.0473252E+002, 1.6355381E+001
 6.8649998E+000, 2.2360075E+001, 1.2213249E+000, 4.0530913E+003, 2.0561226E-002, 1.0181094E+002, 6.0473368E+002, 1.6354755E+001
 6.8750000E+000, 2.2359907E+001, 1.2213256E+000, 4.0530749E+003, 2.0560997E-002, 1.0181078E+002, 6.0473452E+002, 1.6354131E+001
 6.8850002E+000, 2.2359740E+001, 1.2213262E+000, 4.0530586E+003, 2.0560764E-002, 1.0181059E+002, 6.0473505E+002, 1.6353511E+001
 6.8950000E+000, 2.2359573E+001, 1.2213269E+000, 4.0530425E+003, 2.0560529E-002, 1.0181039E+002, 6.0473558E+002, 1.6352893E+001
 6.9050002E+000, 2.2359408E+001, 1.2213276E+000, 4.0530266E+003, 2.0560290E-002, 1.0181016E+002, 6.0473602E+002, 1.6352279E+001
 6.9150000E+000, 2.2359243E+001, 1.2213283E+000, 4.0530108E+003, 2.0560049E-002, 1.0180992E+002, 6.0473607E+002, 1.6351667E+001
 6.9250002E+000, 2.2359079E+001, 1.2213289E+000, 4.0529952E+003, 2.0559805E-002, 1.0180965E+002, 6.0473706E+002, 1.6351058E+001
 6.9349999E+000, 2.2358916E+001, 1.2213296E+000, 4.0529797E+003, 2.0559557E-002, 1.0180937E+002, 6.0473858E+002, 1.6350452E+001
 6.9450002E+000, 2.2358753E+001, 1.2213303E+000, 4.0529644E+003, 2.0559307E-002, 1.0180907E+002, 6.0473900E+002, 1.6349849E+001
