s,Pa,Pa,Pa,C,C,C,kg/m3,kg/m3,kg/m3
 2.4966182E+002, 4.9969283E+004, 4.9969283E+004, 4.9969283E+004, 5.4990549E+001, 5.5071406E+001, 5.5043380E+001, 1.5970578E+000, 1.5966644E+000, 1.5968008E+000
 2.5021523E+002, 4.9969286E+004, 4.9969286E+004, 4.9969286E+004, 5.4988417E+001, 5.5069500E+001, 5.5047934E+001, 1.5970683E+000, 1.5966737E+000, 1.5967786E+000
 2.5084767E+002, 4.9969289E+004, 4.9969289E+004, 4.9969289E+004, 5.4986603E+001, 5.5066752E+001, 5.5052438E+001, 1.5970771E+000, 1.5966871E+000, 1.5967567E+000
 2.5140108E+002, 4.9969291E+004, 4.9969291E+004, 4.9969292E+004, 5.4985053E+001, 5.5062201E+001, 5.5056868E+001, 1.5970847E+000, 1.5967093E+000, 1.5967352E+000
 2.5203352E+002, 4.9969294E+004, 4.9969294E+004, 4.9969294E+004, 5.4983586E+001, 5.5055122E+001, 5.5061191E+001, 1.5970918E+000, 1.5967437E+000, 1.5967142E+000
 2.5266599E+002, 4.9969297E+004, 4.9969296E+004, 4.9969297E+004, 5.4981741E+001, 5.5044823E+001, 5.5065653E+001, 1.5971009E+000, 1.5967939E+000, 1.5966925E+000
 2.5321939E+002, 4.9969299E+004, 4.9969299E+004, 4.9969299E+004, 5.4979310E+001, 5.5033162E+001, 5.5069667E+001, 1.5971127E+000, 1.5968506E+000, 1.5966730E+000
 2.5385184E+002, 4.9969301E+004, 4.9969301E+004, 4.9969301E+004, 5.4975682E+001, 5.5020573E+001, 5.5073485E+001, 1.5971304E+000, 1.5969119E+000, 1.5966545E+000
 2.5440524E+002, 4.9969303E+004, 4.9969303E+004, 4.9969304E+004, 5.4970501E+001, 5.5008274E+001, 5.5077093E+001, 1.5971556E+000, 1.5969718E+000, 1.5966370E+000
 2.5503769E+002, 4.9969305E+004, 4.9969305E+004, 4.9969306E+004, 5.4963425E+001, 5.4997349E+001, 5.5080467E+001, 1.5971901E+000, 1.5970250E+000, 1.5966206E+000
 2.5567015E+002, 4.9969308E+004, 4.9969307E+004, 4.9969308E+004, 5.4953832E+001, 5.4987814E+001, 5.5083804E+001, 1.5972368E+000, 1.5970714E+000, 1.5966044E+000
 2.5622354E+002, 4.9969309E+004, 4.9969309E+004, 4.9969310E+004, 5.4943211E+001, 5.4980843E+001, 5.5086682E+001, 1.5972885E+000, 1.5971054E+000, 1.5965904E+000
 2.5685602E+002, 4.9969311E+004, 4.9969311E+004, 4.9969311E+004, 5.4931583E+001, 5.4975300E+001, 5.5089308E+001, 1.5973452E+000, 1.5971324E+000, 1.5965776E+000
 2.5740939E+002, 4.9969313E+004, 4.9969312E+004, 4.9969313E+004, 5.4919791E+001, 5.4970429E+001, 5.5091697E+001, 1.5974026E+000, 1.5971561E+000, 1.5965660E+000
 2.5804187E+002, 4.9969314E+004, 4.9969314E+004, 4.9969314E+004, 5.4908707E+001, 5.4965690E+001, 5.5093844E+001, 1.5974566E+000, 1.5971792E+000, 1.5965556E+000
 2.5867432E+002, 4.9969315E+004, 4.9969315E+004, 4.9969316E+004, 5.4898441E+001, 5.4960571E+001, 5.5095886E+001, 1.5975066E+000, 1.5972041E+000, 1.5965457E+000
 2.5922772E+002, 4.9969316E+004, 4.9969316E+004, 4.9969317E+004, 5.4890712E+001, 5.4955892E+001, 5.5097577E+001, 1.5975442E+000, 1.5972269E+000, 1.5965375E+000
 2.5986017E+002, 4.9969317E+004, 4.9969317E+004, 4.9969317E+004, 5.4885005E+001, 5.4951657E+001, 5.5099055E+001, 1.5975720E+000, 1.5972475E+000, 1.5965303E+000
 2.6041357E+002, 4.9969318E+004, 4.9969318E+004, 4.9969318E+004, 5.4881123E+001, 5.4948009E+001, 5.5100339E+001, 1.5975910E+000, 1.5972653E+000, 1.5965240E+000
 2.6104602E+002, 4.9969318E+004, 4.9969318E+004, 4.9969318E+004, 5.4878901E+001, 5.4944830E+001, 5.5101431E+001, 1.5976018E+000, 1.5972808E+000, 1.5965187E+000
 2.6167847E+002, 4.9969318E+004, 4.9969318E+004, 4.9969319E+004, 5.4877961E+001, 5.4941464E+001, 5.5102400E+001, 1.5976064E+000, 1.5972971E+000, 1.5965140E+000
 2.6223187E+002, 4.9969318E+004, 4.9969318E+004, 4.9969319E+004, 5.4878081E+001, 5.4937823E+001, 5.5103132E+001, 1.5976058E+000, 1.5973149E+000, 1.5965105E+000
 2.6286432E+002, 4.9969318E+004, 4.9969318E+004, 4.9969319E+004, 5.4878813E+001, 5.4933375E+001, 5.5103695E+001, 1.5976022E+000, 1.5973365E+000, 1.5965077E+000
 2.6341772E+002, 4.9969318E+004, 4.9969318E+004, 4.9969318E+004, 5.4879726E+001, 5.4928236E+001, 5.5104101E+001, 1.5975978E+000, 1.5973615E+000, 1.5965057E+000
 2.6405017E+002, 4.9969318E+004, 4.9969318E+004, 4.9969318E+004, 5.4880370E+001, 5.4922896E+001, 5.5104346E+001, 1.5975946E+000, 1.5973875E+000, 1.5965045E+000
 2.6460358E+002, 4.9969317E+004, 4.9969317E+004, 4.9969317E+004, 5.4880321E+001, 5.4918111E+001, 5.5104440E+001, 1.5975949E+000, 1.5974108E+000, 1.5965041E+000
 2.6523605E+002, 4.9969316E+004, 4.9969316E+004, 4.9969316E+004, 5.4879153E+001, 5.4914659E+001, 5.5104375E+001, 1.5976005E+000, 1.5974276E+000, 1.5965044E+000
 2.6586850E+002, 4.9969315E+004, 4.9969315E+004, 4.9969316E+004, 5.4876410E+001, 5.4912863E+001, 5.5104137E+001, 1.5976139E+000, 1.5974364E+000, 1.5965055E+000
 2.6642191E+002, 4.9969314E+004, 4.9969314E+004, 4.9969315E+004, 5.4872313E+001, 5.4912888E+001, 5.5103754E+001, 1.5976338E+000, 1.5974362E+000, 1.5965074E+000
 2.6705435E+002, 4.9969313E+004, 4.9969313E+004, 4.9969313E+004, 5.4866758E+001, 5.4914082E+001, 5.5103209E+001, 1.5976609E+000, 1.5974304E+000, 1.5965100E+000
 2.6760776E+002, 4.9969312E+004, 4.9969312E+004, 4.9969312E+004, 5.4860043E+001, 5.4915630E+001, 5.5102505E+001, 1.5976936E+000, 1.5974229E+000, 1.5965134E+000
 2.6824020E+002, 4.9969311E+004, 4.9969311E+004, 4.9969311E+004, 5.4852494E+001, 5.4916706E+001, 5.5101635E+001, 1.5977303E+000, 1.5974176E+000, 1.5965177E+000
 2.6887265E+002, 4.9969309E+004, 4.9969309E+004, 4.9969309E+004, 5.4844069E+001, 5.4916592E+001, 5.5100526E+001, 1.5977714E+000, 1.5974181E+000, 1.5965230E+000
 2.6942606E+002, 4.9969308E+004, 4.9969308E+004, 4.9969308E+004, 5.4836323E+001, 5.4914886E+001, 5.5099315E+001, 1.5978091E+000, 1.5974264E+000, 1.5965289E+000
 2.7005850E+002, 4.9969306E+004, 4.9969306E+004, 4.9969306E+004, 5.4829212E+001, 5.4911464E+001, 5.5097936E+001, 1.5978437E+000, 1.5974431E+000, 1.5965356E+000
 2.7061191E+002, 4.9969305E+004, 4.9969304E+004, 4.9969305E+004, 5.4823068E+001, 5.4906558E+001, 5.5096397E+001, 1.5978736E+000, 1.5974670E+000, 1.5965431E+000
 2.7124435E+002, 4.9969303E+004, 4.9969303E+004, 4.9969303E+004, 5.4818183E+001, 5.4900474E+001, 5.5094698E+001, 1.5978974E+000, 1.5974966E+000, 1.5965513E+000
 2.7187683E+002, 4.9969301E+004, 4.9969301E+004, 4.9969301E+004, 5.4814419E+001, 5.4893292E+001, 5.5092726E+001, 1.5979157E+000, 1.5975315E+000, 1.5965609E+000
 2.7243021E+002, 4.9969299E+004, 4.9969299E+004, 4.9969299E+004, 5.4812199E+001, 5.4886480E+001, 5.5090738E+001, 1.5979265E+000, 1.5975647E+000, 1.5965705E+000
 2.7306268E+002, 4.9969298E+004, 4.9969297E+004, 4.9969298E+004, 5.4811103E+001, 5.4880163E+001, 5.5088629E+001, 1.5979318E+000, 1.5975954E+000, 1.5965808E+000
 2.7361609E+002, 4.9969296E+004, 4.9969295E+004, 4.9969296E+004, 5.4810819E+001, 5.4874781E+001, 5.5086423E+001, 1.5979332E+000, 1.5976216E+000, 1.5965915E+000
 2.7424854E+002, 4.9969294E+004, 4.9969293E+004, 4.9969294E+004, 5.4811041E+001, 5.4870742E+001, 5.5084139E+001, 1.5979321E+000, 1.5976413E+000, 1.5966026E+000
 2.7480194E+002, 4.9969292E+004, 4.9969291E+004, 4.9969291E+004, 5.4811390E+001, 5.4868194E+001, 5.5081806E+001, 1.5979304E+000, 1.5976536E+000, 1.5966139E+000
 2.7543439E+002, 4.9969289E+004, 4.9969289E+004, 4.9969289E+004, 5.4811509E+001, 5.4867267E+001, 5.5079452E+001, 1.5979298E+000, 1.5976581E+000, 1.5966253E+000
 2.7606683E+002, 4.9969287E+004, 4.9969287E+004, 4.9969287E+004, 5.4811034E+001, 5.4867905E+001, 5.5076953E+001, 1.5979321E+000, 1.5976550E+000, 1.5966375E+000
 2.7662024E+002, 4.9969285E+004, 4.9969284E+004, 4.9969285E+004, 5.4809768E+001, 5.4869808E+001, 5.5074655E+001, 1.5979382E+000, 1.5976457E+000, 1.5966486E+000
 2.7725269E+002, 4.9969282E+004, 4.9969282E+004, 4.9969282E+004, 5.4807515E+001, 5.4872696E+001, 5.5072438E+001, 1.5979491E+000, 1.5976316E+000, 1.5966594E+000
 2.7780609E+002, 4.9969280E+004, 4.9969279E+004, 4.9969280E+004, 5.4804271E+001, 5.4876187E+001, 5.5070332E+001, 1.5979649E+000, 1.5976146E+000, 1.5966696E+000
 2.7843854E+002, 4.9969277E+004, 4.9969277E+004, 4.9969277E+004, 5.4800062E+001, 5.4879962E+001, 5.5068374E+001, 1.5979854E+000, 1.5975962E+000, 1.5966791E+000
 2.7907101E+002, 4.9969274E+004, 4.9969274E+004, 4.9969274E+004, 5.4794762E+001, 5.4883967E+001, 5.5066480E+001, 1.5980112E+000, 1.5975766E+000, 1.5966883E+000
 2.7962439E+002, 4.9969271E+004, 4.9969271E+004, 4.9969271E+004, 5.4789341E+001, 5.4887492E+001, 5.5064913E+001, 1.5980376E+000, 1.5975594E+000, 1.5966959E+000
 2.8025687E+002, 4.9969269E+004, 4.9969268E+004, 4.9969269E+004, 5.4783877E+001, 5.4890674E+001, 5.5063580E+001, 1.5980642E+000, 1.5975439E+000, 1.5967023E+000
 2.8081024E+002, 4.9969266E+004, 4.9969265E+004, 4.9969266E+004, 5.4778791E+001, 5.4893520E+001, 5.5062488E+001, 1.5980889E+000, 1.5975300E+000, 1.5967076E+000
 2.8144272E+002, 4.9969263E+004, 4.9969262E+004, 4.9969263E+004, 5.4774527E+001, 5.4896088E+001, 5.5061662E+001, 1.5981097E+000, 1.5975175E+000, 1.5967116E+000
 2.8207516E+002, 4.9969260E+004, 4.9969259E+004, 4.9969260E+004, 5.4771254E+001, 5.4898674E+001, 5.5061072E+001, 1.5981256E+000, 1.5975049E+000, 1.5967144E+000
 2.8262857E+002, 4.9969257E+004, 4.9969256E+004, 4.9969257E+004, 5.4769610E+001, 5.4901107E+001, 5.5060793E+001, 1.5981336E+000, 1.5974930E+000, 1.5967158E+000
 2.8326102E+002, 4.9969254E+004, 4.9969253E+004, 4.9969254E+004, 5.4769453E+001, 5.4903709E+001, 5.5060781E+001, 1.5981343E+000, 1.5974803E+000, 1.5967158E+000
 2.8381442E+002, 4.9969251E+004, 4.9969250E+004, 4.9969250E+004, 5.4770591E+001, 5.4906601E+001, 5.5061014E+001, 1.5981287E+000, 1.5974662E+000, 1.5967146E+000
 2.8444687E+002, 4.9969248E+004, 4.9969247E+004, 4.9969247E+004, 5.4772777E+001, 5.4909910E+001, 5.5061483E+001, 1.5981181E+000, 1.5974500E+000, 1.5967123E+000
 2.8500027E+002, 4.9969244E+004, 4.9969244E+004, 4.9969244E+004, 5.4775556E+001, 5.4913689E+001, 5.5062153E+001, 1.5981045E+000, 1.5974316E+000, 1.5967090E+000
 2.8563272E+002, 4.9969241E+004, 4.9969241E+004, 4.9969241E+004, 5.4778482E+001, 5.4917986E+001, 5.5063002E+001, 1.5980902E+000, 1.5974106E+000, 1.5967048E+000
 2.8626520E+002, 4.9969238E+004, 4.9969237E+004, 4.9969238E+004, 5.4781288E+001, 5.4923071E+001, 5.5064055E+001, 1.5980765E+000, 1.5973858E+000, 1.5966997E+000
 2.8681857E+002, 4.9969235E+004, 4.9969234E+004, 4.9969235E+004, 5.4783319E+001, 5.4928151E+001, 5.5065139E+001, 1.5980665E+000, 1.5973611E+000, 1.5966944E+000
 2.8745105E+002, 4.9969232E+004, 4.9969231E+004, 4.9969232E+004, 5.4784621E+001, 5.4933245E+001, 5.5066267E+001, 1.5980602E+000, 1.5973362E+000, 1.5966889E+000
 2.8800443E+002, 4.9969229E+004, 4.9969228E+004, 4.9969228E+004, 5.4785282E+001, 5.4937943E+001, 5.5067389E+001, 1.5980569E+000, 1.5973133E+000, 1.5966834E+000
 2.8863690E+002, 4.9969226E+004, 4.9969225E+004, 4.9969225E+004, 5.4785493E+001, 5.4941701E+001, 5.5068450E+001, 1.5980559E+000, 1.5972950E+000, 1.5966782E+000
 2.8926935E+002, 4.9969222E+004, 4.9969222E+004, 4.9969222E+004, 5.4785590E+001, 5.4944105E+001, 5.5069457E+001, 1.5980554E+000, 1.5972833E+000, 1.5966732E+000
 2.8982275E+002, 4.9969219E+004, 4.9969219E+004, 4.9969219E+004, 5.4785907E+001, 5.4944392E+001, 5.5070231E+001, 1.5980538E+000, 1.5972818E+000, 1.5966694E+000
 2.9045520E+002, 4.9969216E+004, 4.9969216E+004, 4.9969216E+004, 5.4786775E+001, 5.4942434E+001, 5.5070784E+001, 1.5980495E+000, 1.5972913E+000, 1.5966667E+000
 2.9100861E+002, 4.9969213E+004, 4.9969213E+004, 4.9969213E+004, 5.4788386E+001, 5.4938335E+001, 5.5071085E+001, 1.5980416E+000, 1.5973113E+000, 1.5966652E+000
 2.9164105E+002, 4.9969210E+004, 4.9969210E+004, 4.9969210E+004, 5.4790890E+001, 5.4932307E+001, 5.5071086E+001, 1.5980294E+000, 1.5973406E+000, 1.5966652E+000
 2.9227350E+002, 4.9969207E+004, 4.9969206E+004, 4.9969207E+004, 5.4794507E+001, 5.4924454E+001, 5.5070743E+001, 1.5980117E+000, 1.5973788E+000, 1.5966668E+000
 2.9282690E+002, 4.9969204E+004, 4.9969203E+004, 4.9969204E+004, 5.4798670E+001, 5.4916527E+001, 5.5070086E+001, 1.5979914E+000, 1.5974173E+000, 1.5966700E+000
 2.9345938E+002, 4.9969201E+004, 4.9969200E+004, 4.9969201E+004, 5.4803398E+001, 5.4908918E+001, 5.5069094E+001, 1.5979683E+000, 1.5974544E+000, 1.5966748E+000
 2.9401276E+002, 4.9969198E+004, 4.9969197E+004, 4.9969198E+004, 5.4808421E+001, 5.4902375E+001, 5.5067795E+001, 1.5979438E+000, 1.5974862E+000, 1.5966811E+000
 2.9464523E+002, 4.9969195E+004, 4.9969194E+004, 4.9969195E+004, 5.4813463E+001, 5.4897584E+001, 5.5066202E+001, 1.5979192E+000, 1.5975095E+000, 1.5966888E+000
 2.9527768E+002, 4.9969192E+004, 4.9969191E+004, 4.9969191E+004, 5.4818543E+001, 5.4894818E+001, 5.5064229E+001, 1.5978945E+000, 1.5975229E+000, 1.5966983E+000
 2.9583109E+002, 4.9969188E+004, 4.9969188E+004, 4.9969188E+004, 5.4822762E+001, 5.4894614E+001, 5.5062167E+001, 1.5978739E+000, 1.5975239E+000, 1.5967083E+000
 2.9646353E+002, 4.9969185E+004, 4.9969185E+004, 4.9969185E+004, 5.4826212E+001, 5.4896735E+001, 5.5059944E+001, 1.5978570E+000, 1.5975135E+000, 1.5967191E+000
 2.9701694E+002, 4.9969182E+004, 4.9969182E+004, 4.9969182E+004, 5.4828787E+001, 5.4900764E+001, 5.5057615E+001, 1.5978445E+000, 1.5974939E+000, 1.5967304E+000
 2.9764938E+002, 4.9969179E+004, 4.9969178E+004, 4.9969179E+004, 5.4830396E+001, 5.4906206E+001, 5.5055222E+001, 1.5978366E+000, 1.5974673E+000, 1.5967420E+000
 2.9820279E+002, 4.9969176E+004, 4.9969175E+004, 4.9969176E+004, 5.4831132E+001, 5.4912240E+001, 5.5052812E+001, 1.5978330E+000, 1.5974379E+000, 1.5967537E+000
 2.9883524E+002, 4.9969173E+004, 4.9969172E+004, 4.9969172E+004, 5.4831109E+001, 5.4917963E+001, 5.5050420E+001, 1.5978330E+000, 1.5974100E+000, 1.5967653E+000
 2.9946768E+002, 4.9969169E+004, 4.9969169E+004, 4.9969169E+004, 5.4830531E+001, 5.4922694E+001, 5.5047922E+001, 1.5978358E+000, 1.5973870E+000, 1.5967774E+000
 3.0002109E+002, 4.9969166E+004, 4.9969166E+004, 4.9969166E+004, 5.4829744E+001, 5.4925027E+001, 5.5045653E+001, 1.5978396E+000, 1.5973756E+000, 1.5967885E+000
 3.0065353E+002, 4.9969163E+004, 4.9969162E+004, 4.9969163E+004, 5.4828987E+001, 5.4924716E+001, 5.5043474E+001, 1.5978433E+000, 1.5973770E+000, 1.5967990E+000
 3.0120694E+002, 4.9969160E+004, 4.9969159E+004, 4.9969160E+004, 5.4828472E+001, 5.4921756E+001, 5.5041391E+001, 1.5978457E+000, 1.5973914E+000, 1.5968091E+000
 3.0183942E+002, 4.9969157E+004, 4.9969156E+004, 4.9969157E+004, 5.4828356E+001, 5.4916359E+001, 5.5039414E+001, 1.5978463E+000, 1.5974177E+000, 1.5968187E+000
 3.0247186E+002, 4.9969153E+004, 4.9969153E+004, 4.9969153E+004, 5.4828709E+001, 5.4908809E+001, 5.5037418E+001, 1.5978445E+000, 1.5974544E+000, 1.5968284E+000
 3.0302527E+002, 4.9969150E+004, 4.9969150E+004, 4.9969150E+004, 5.4829444E+001, 5.4901036E+001, 5.5035653E+001, 1.5978409E+000, 1.5974922E+000, 1.5968369E+000
 3.0365771E+002, 4.9969147E+004, 4.9969147E+004, 4.9969147E+004, 5.4830470E+001, 5.4893637E+001, 5.5033990E+001, 1.5978359E+000, 1.5975282E+000, 1.5968450E+000
 3.0421112E+002, 4.9969144E+004, 4.9969144E+004, 4.9969145E+004, 5.4831643E+001, 5.4887417E+001, 5.5032423E+001, 1.5978301E+000, 1.5975585E+000, 1.5968526E+000
 3.0484357E+002, 4.9969141E+004, 4.9969141E+004, 4.9969142E+004, 5.4832852E+001, 5.4882959E+001, 5.5030950E+001, 1.5978242E+000, 1.5975802E+000, 1.5968597E+000
 3.0547601E+002, 4.9969138E+004, 4.9969138E+004, 4.9969139E+004, 5.4834110E+001, 5.4880214E+001, 5.5029475E+001, 1.5978181E+000, 1.5975935E+000, 1.5968669E+000
 3.0602942E+002, 4.9969135E+004, 4.9969135E+004, 4.9969136E+004, 5.4835256E+001, 5.4879253E+001, 5.5028179E+001, 1.5978124E+000, 1.5975981E+000, 1.5968732E+000
 3.0666187E+002, 4.9969133E+004, 4.9969132E+004, 4.9969133E+004, 5.4836419E+001, 5.4879326E+001, 5.5026964E+001, 1.5978068E+000, 1.5975978E+000, 1.5968790E+000
 3.0721527E+002, 4.9969130E+004, 4.9969130E+004, 4.9969130E+004, 5.4837670E+001, 5.4879700E+001, 5.5025825E+001, 1.5978006E+000, 1.5975959E+000, 1.5968846E+000
 3.0784772E+002, 4.9969127E+004, 4.9969127E+004, 4.9969128E+004, 5.4839100E+001, 5.4879668E+001, 5.5024760E+001, 1.5977936E+000, 1.5975960E+000, 1.5968897E+000
 3.0840112E+002, 4.9969124E+004, 4.9969124E+004, 4.9969125E+004, 5.4840781E+001, 5.4878666E+001, 5.5023765E+001, 1.5977854E+000, 1.5976009E+000, 1.5968945E+000
 3.0903357E+002, 4.9969122E+004, 4.9969122E+004, 4.9969122E+004, 5.4842799E+001, 5.4876249E+001, 5.5022840E+001, 1.5977756E+000, 1.5976126E+000, 1.5968990E+000
 3.0966605E+002, 4.9969119E+004, 4.9969119E+004, 4.9969119E+004, 5.4845372E+001, 5.4871988E+001, 5.5021926E+001, 1.5977630E+000, 1.5976333E+000, 1.5969034E+000
 3.1021945E+002, 4.9969116E+004, 4.9969116E+004, 4.9969117E+004, 5.4848222E+001, 5.4866488E+001, 5.5021134E+001, 1.5977491E+000, 1.5976601E+000, 1.5969072E+000
 3.1085190E+002, 4.9969114E+004, 4.9969114E+004, 4.9969114E+004, 5.4851532E+001, 5.4859753E+001, 5.5020406E+001, 1.5977329E+000, 1.5976929E+000, 1.5969107E+000
 3.1140530E+002, 4.9969111E+004, 4.9969111E+004, 4.9969112E+004, 5.4855286E+001, 5.4852198E+001, 5.5019738E+001, 1.5977146E+000, 1.5977297E+000, 1.5969140E+000
 3.1203775E+002, 4.9969108E+004, 4.9969109E+004, 4.9969109E+004, 5.4859485E+001, 5.4844217E+001, 5.5019129E+001, 1.5976941E+000, 1.5977685E+000, 1.5969169E+000
 3.1267020E+002, 4.9969106E+004, 4.9969106E+004, 4.9969106E+004, 5.4864403E+001, 5.4835713E+001, 5.5018543E+001, 1.5976702E+000, 1.5978099E+000, 1.5969197E+000
 3.1322360E+002, 4.9969103E+004, 4.9969103E+004, 4.9969104E+004, 5.4869382E+001, 5.4828123E+001, 5.5018049E+001, 1.5976459E+000, 1.5978469E+000, 1.5969221E+000
 3.1385605E+002, 4.9969101E+004, 4.9969101E+004, 4.9969101E+004, 5.4874677E+001, 5.4821221E+001, 5.5017609E+001, 1.5976201E+000, 1.5978805E+000, 1.5969242E+000
 3.1440945E+002, 4.9969098E+004, 4.9969098E+004, 4.9969099E+004, 5.4880228E+001, 5.4815181E+001, 5.5017219E+001, 1.5975930E+000, 1.5979099E+000, 1.5969261E+000
 3.1504190E+002, 4.9969095E+004, 4.9969096E+004, 4.9969096E+004, 5.4886004E+001, 5.4810173E+001, 5.5016878E+001, 1.5975648E+000, 1.5979342E+000, 1.5969277E+000
 3.1567438E+002, 4.9969093E+004, 4.9969093E+004, 4.9969094E+004, 5.4892359E+001, 5.4805989E+001, 5.5016565E+001, 1.5975339E+000, 1.5979546E+000, 1.5969292E+000
 3.1622775E+002, 4.9969090E+004, 4.9969091E+004, 4.9969091E+004, 5.4898458E+001, 5.4803135E+001, 5.5016315E+001, 1.5975041E+000, 1.5979685E+000, 1.5969304E+000
 3.1686023E+002, 4.9969088E+004, 4.9969088E+004, 4.9969089E+004, 5.4904655E+001, 5.4801280E+001, 5.5016105E+001, 1.5974739E+000, 1.5979775E+000, 1.5969314E+000
 3.1741364E+002, 4.9969085E+004, 4.9969086E+004, 4.9969086E+004, 5.4910895E+001, 5.4800276E+001, 5.5015932E+001, 1.5974435E+000, 1.5979823E+000, 1.5969322E+000
 3.1804608E+002, 4.9969083E+004, 4.9969083E+004, 4.9969084E+004, 5.4917114E+001, 5.4800030E+001, 5.5015793E+001, 1.5974132E+000, 1.5979835E+000, 1.5969329E+000
 3.1867853E+002, 4.9969080E+004, 4.9969080E+004, 4.9969081E+004, 5.4923634E+001, 5.4800417E+001, 5.5015676E+001, 1.5973814E+000, 1.5979816E+000, 1.5969334E+000
 3.1923193E+002, 4.9969077E+004, 4.9969078E+004, 4.9969078E+004, 5.4929551E+001, 5.4801249E+001, 5.5015589E+001, 1.5973526E+000, 1.5979775E+000, 1.5969338E+000
 3.1986438E+002, 4.9969075E+004, 4.9969075E+004, 4.9969076E+004, 5.4935177E+001, 5.4802415E+001, 5.5015516E+001, 1.5973252E+000, 1.5979718E+000, 1.5969341E+000
 3.2041779E+002, 4.9969072E+004, 4.9969073E+004, 4.9969073E+004, 5.4940444E+001, 5.4803796E+001, 5.5015447E+001, 1.5972995E+000, 1.5979651E+000, 1.5969344E+000
 3.2105023E+002, 4.9969070E+004, 4.9969070E+004, 4.9969071E+004, 5.4945273E+001, 5.4805308E+001, 5.5015373E+001, 1.5972760E+000, 1.5979577E+000, 1.5969348E+000
 3.2160364E+002, 4.9969067E+004, 4.9969068E+004, 4.9969068E+004, 5.4949649E+001, 5.4806877E+001, 5.5015281E+001, 1.5972546E+000, 1.5979500E+000, 1.5969352E+000
 3.2223608E+002, 4.9969065E+004, 4.9969065E+004, 4.9969066E+004, 5.4953550E+001, 5.4808452E+001, 5.5015154E+001, 1.5972356E+000, 1.5979423E+000, 1.5969358E+000
 3.2286856E+002, 4.9969062E+004, 4.9969062E+004, 4.9969063E+004, 5.4957251E+001, 5.4810096E+001, 5.5014963E+001, 1.5972176E+000, 1.5979342E+000, 1.5969367E+000
 3.2342194E+002, 4.9969059E+004, 4.9969060E+004, 4.9969060E+004, 5.4960354E+001, 5.4811576E+001, 5.5014710E+001, 1.5972024E+000, 1.5979270E+000, 1.5969379E+000
 3.2405441E+002, 4.9969056E+004, 4.9969057E+004, 4.9969057E+004, 5.4963166E+001, 5.4812970E+001, 5.5014359E+001, 1.5971887E+000, 1.5979202E+000, 1.5969396E+000
 3.2460779E+002, 4.9969054E+004, 4.9969054E+004, 4.9969055E+004, 5.4965765E+001, 5.4814266E+001, 5.5013890E+001, 1.5971761E+000, 1.5979138E+000, 1.5969418E+000
 3.2524026E+002, 4.9969051E+004, 4.9969052E+004, 4.9969052E+004, 5.4968206E+001, 5.4815443E+001, 5.5013271E+001, 1.5971641E+000, 1.5979081E+000, 1.5969448E+000
 3.2587271E+002, 4.9969048E+004, 4.9969049E+004, 4.9969049E+004, 5.4970700E+001, 5.4816555E+001, 5.5012418E+001, 1.5971520E+000, 1.5979026E+000, 1.5969489E+000
 3.2642612E+002, 4.9969046E+004, 4.9969046E+004, 4.9969047E+004, 5.4972974E+001, 5.4817449E+001, 5.5011409E+001, 1.5971409E+000, 1.5978983E+000, 1.5969538E+000
 3.2705856E+002, 4.9969043E+004, 4.9969044E+004, 4.9969044E+004, 5.4975216E+001, 5.4818182E+001, 5.5010159E+001, 1.5971299E+000, 1.5978947E+000, 1.5969599E+000
 3.2761197E+002, 4.9969041E+004, 4.9969041E+004, 4.9969042E+004, 5.4977442E+001, 5.4818753E+001, 5.5008653E+001, 1.5971191E+000, 1.5978918E+000, 1.5969672E+000
 3.2824442E+002, 4.9969038E+004, 4.9969039E+004, 4.9969039E+004, 5.4979662E+001, 5.4819151E+001, 5.5006853E+001, 1.5971082E+000, 1.5978899E+000, 1.5969759E+000
 3.2887686E+002, 4.9969035E+004, 4.9969036E+004, 4.9969036E+004, 5.4982024E+001, 5.4819394E+001, 5.5004597E+001, 1.5970967E+000, 1.5978887E+000, 1.5969869E+000
 3.2943027E+002, 4.9969033E+004, 4.9969033E+004, 4.9969034E+004, 5.4984228E+001, 5.4819462E+001, 5.5002146E+001, 1.5970860E+000, 1.5978883E+000, 1.5969988E+000
 3.3006274E+002, 4.9969031E+004, 4.9969031E+004, 4.9969031E+004, 5.4986414E+001, 5.4819387E+001, 5.4999345E+001, 1.5970753E+000, 1.5978887E+000, 1.5970124E+000
 3.3061612E+002, 4.9969028E+004, 4.9969028E+004, 4.9969029E+004, 5.4988571E+001, 5.4819198E+001, 5.4996201E+001, 1.5970648E+000, 1.5978895E+000, 1.5970276E+000
 3.3124860E+002, 4.9969026E+004, 4.9969026E+004, 4.9969027E+004, 5.4990689E+001, 5.4818920E+001, 5.4992692E+001, 1.5970544E+000, 1.5978909E+000, 1.5970447E+000
 3.3180197E+002, 4.9969024E+004, 4.9969024E+004, 4.9969024E+004, 5.4992760E+001, 5.4818590E+001, 5.4988837E+001, 1.5970443E+000, 1.5978925E+000, 1.5970634E+000
 3.3243445E+002, 4.9969021E+004, 4.9969021E+004, 4.9969022E+004, 5.4994769E+001, 5.4818246E+001, 5.4984629E+001, 1.5970345E+000, 1.5978941E+000, 1.5970839E+000
