s,kW,kW,kW,kW,kg/s,atm
 1.7881099E+002, 5.2098449E+001, 2.9705520E+001,-2.7718424E+001, 5.4918302E+001, 3.3840503E-003, 9.6193705E-001
 1.7912270E+002, 5.5787676E+001, 3.0711979E+001,-2.7379794E+001, 5.5221836E+001, 3.3840503E-003, 9.6270480E-001
 1.7943439E+002, 5.3546152E+001, 2.9674924E+001,-2.7492095E+001, 5.5715149E+001, 3.3840503E-003, 9.6340514E-001
 1.7971146E+002, 4.8888305E+001, 2.8490874E+001,-2.7664519E+001, 5.5201934E+001, 3.3840503E-003, 9.6381523E-001
 1.8002316E+002, 5.4790436E+001, 3.0891116E+001,-2.7596657E+001, 5.5277518E+001, 3.3840503E-003, 9.6444184E-001
 1.8030023E+002, 5.0374701E+001, 2.9401455E+001,-2.7395568E+001, 5.6258592E+001, 3.3840503E-003, 9.6487222E-001
 1.8061192E+002, 5.1766096E+001, 2.9951612E+001,-2.7186834E+001, 5.6369698E+001, 3.3840503E-003, 9.6530688E-001
 1.8092363E+002, 5.8473505E+001, 3.2029763E+001,-2.7383871E+001, 5.6981311E+001, 3.3840503E-003, 9.6599404E-001
 1.8121379E+002, 5.3232899E+001, 2.9681534E+001,-2.7436484E+001, 5.8011292E+001, 3.3840503E-003, 9.6655623E-001
 1.8152881E+002, 5.7371476E+001, 3.1296146E+001,-2.7464112E+001, 5.8025775E+001, 3.3840503E-003, 9.6720708E-001
 1.8180002E+002, 5.6465976E+001, 3.0797443E+001,-2.6944746E+001, 5.8573885E+001, 3.3840503E-003, 9.6780538E-001
 1.8213541E+002, 5.1406763E+001, 2.9308301E+001,-2.6583433E+001, 5.8091013E+001, 3.3840503E-003, 9.6829072E-001
 1.8242709E+002, 4.9392083E+001, 2.9136919E+001,-2.6270504E+001, 5.6913710E+001, 3.3840503E-003, 9.6860707E-001
 1.8271880E+002, 4.5194838E+001, 2.7893265E+001,-2.6162626E+001, 5.6158266E+001, 3.3840503E-003, 9.6877986E-001
 1.8301050E+002, 3.9932855E+001, 2.6466581E+001,-2.6084847E+001, 5.5117448E+001, 3.3840503E-003, 9.6876115E-001
 1.8330219E+002, 4.0037084E+001, 2.7022480E+001,-2.6219235E+001, 5.4257299E+001, 3.3840503E-003, 9.6873357E-001
 1.8360118E+002, 3.4312393E+001, 2.5275123E+001,-2.6055432E+001, 5.3391507E+001, 3.3840503E-003, 9.6850225E-001
 1.8392204E+002, 3.2132711E+001, 2.4714873E+001,-2.6248145E+001, 5.2141860E+001, 3.3840503E-003, 9.6821395E-001
 1.8420279E+002, 3.2082053E+001, 2.4778028E+001,-2.6644690E+001, 5.1048160E+001, 3.3840503E-003, 9.6796645E-001
 1.8452367E+002, 3.0917036E+001, 2.4298337E+001,-2.7058392E+001, 5.0242220E+001, 3.3840503E-003, 9.6765975E-001
 1.8482848E+002, 2.9400042E+001, 2.3667040E+001,-2.7317911E+001, 4.9629328E+001, 3.3840503E-003, 9.6739064E-001
 1.8513731E+002, 2.9656090E+001, 2.3723348E+001,-2.7707640E+001, 4.8833822E+001, 3.3840503E-003, 9.6710812E-001
 1.8542409E+002, 3.5538044E+001, 2.5598752E+001,-2.8062659E+001, 4.8464030E+001, 3.3840503E-003, 9.6703702E-001
 1.8571527E+002, 3.5855620E+001, 2.5257309E+001,-2.8299569E+001, 4.8663838E+001, 3.3840503E-003, 9.6701352E-001
 1.8600645E+002, 3.8270984E+001, 2.5728814E+001,-2.8471119E+001, 4.8929541E+001, 3.3840503E-003, 9.6715924E-001
 1.8630649E+002, 3.4600309E+001, 2.4290005E+001,-2.8440874E+001, 4.8584255E+001, 3.3840503E-003, 9.6719431E-001
 1.8660652E+002, 3.6498628E+001, 2.4848941E+001,-2.8511617E+001, 4.8241525E+001, 3.3840503E-003, 9.6726095E-001
 1.8690656E+002, 3.8958096E+001, 2.5616462E+001,-2.8367471E+001, 4.8126408E+001, 3.3840503E-003, 9.6744932E-001
 1.8720660E+002, 3.7096579E+001, 2.4902477E+001,-2.8111182E+001, 4.8213697E+001, 3.3840503E-003, 9.6760779E-001
 1.8753224E+002, 3.4730264E+001, 2.4065108E+001,-2.8089980E+001, 4.8142994E+001, 3.3840503E-003, 9.6769134E-001
 1.8780209E+002, 3.6425444E+001, 2.4667326E+001,-2.7858893E+001, 4.8286679E+001, 3.3840503E-003, 9.6776297E-001
 1.8811049E+002, 3.4931209E+001, 2.4149205E+001,-2.7673088E+001, 4.8248175E+001, 3.3840503E-003, 9.6779233E-001
 1.8841888E+002, 3.5070391E+001, 2.4210605E+001,-2.7434761E+001, 4.8141245E+001, 3.3840503E-003, 9.6784887E-001
 1.8872728E+002, 3.4240608E+001, 2.3906485E+001,-2.7094938E+001, 4.7791842E+001, 3.3840503E-003, 9.6787634E-001
 1.8903568E+002, 3.6036723E+001, 2.4438266E+001,-2.7105328E+001, 4.7559336E+001, 3.3840503E-003, 9.6798509E-001
 1.8930551E+002, 3.1111628E+001, 2.2596157E+001,-2.7241528E+001, 4.7377636E+001, 3.3840503E-003, 9.6795209E-001
 1.8961391E+002, 3.2900900E+001, 2.3428238E+001,-2.7386031E+001, 4.6545919E+001, 3.3840503E-003, 9.6790053E-001
 1.8992232E+002, 3.6135354E+001, 2.4534053E+001,-2.7352631E+001, 4.6407427E+001, 3.3840503E-003, 9.6802191E-001
 1.9023071E+002, 3.4981903E+001, 2.3856130E+001,-2.7426109E+001, 4.6713972E+001, 3.3840503E-003, 9.6813996E-001
 1.9050798E+002, 3.4622555E+001, 2.3736343E+001,-2.7692282E+001, 4.6489497E+001, 3.3840503E-003, 9.6821503E-001
 1.9081992E+002, 3.4466704E+001, 2.3621354E+001,-2.7480624E+001, 4.6431011E+001, 3.3840503E-003, 9.6831143E-001
 1.9112144E+002, 3.5457685E+001, 2.3883806E+001,-2.7056189E+001, 4.6215002E+001, 3.3840503E-003, 9.6842170E-001
 1.9142644E+002, 3.5004025E+001, 2.3570250E+001,-2.7108073E+001, 4.6075496E+001, 3.3840503E-003, 9.6853673E-001
 1.9173145E+002, 3.5508725E+001, 2.3667000E+001,-2.7197020E+001, 4.5837220E+001, 3.3840503E-003, 9.6868910E-001
 1.9203644E+002, 3.9586135E+001, 2.4977144E+001,-2.7140811E+001, 4.5740946E+001, 3.3840503E-003, 9.6900650E-001
 1.9230331E+002, 3.3966899E+001, 2.2807803E+001,-2.7124272E+001, 4.5728185E+001, 3.3840503E-003, 9.6915582E-001
 1.9260832E+002, 3.3616875E+001, 2.2798661E+001,-2.7210885E+001, 4.5252731E+001, 3.3840503E-003, 9.6926285E-001
 1.9291331E+002, 3.4158785E+001, 2.3143002E+001,-2.7199025E+001, 4.4803505E+001, 3.3840503E-003, 9.6937694E-001
 1.9321832E+002, 3.8696945E+001, 2.4531348E+001,-2.7101526E+001, 4.5126089E+001, 3.3840503E-003, 9.6967304E-001
 1.9352332E+002, 3.2455595E+001, 2.2065080E+001,-2.6770635E+001, 4.5521263E+001, 3.3840503E-003, 9.6976945E-001
 1.9383626E+002, 3.6343892E+001, 2.3652843E+001,-2.6511310E+001, 4.5011002E+001, 3.3840503E-003, 9.6995178E-001
 1.9413287E+002, 4.1770408E+001, 2.5327906E+001,-2.6155794E+001, 4.5535349E+001, 3.3840503E-003, 9.7031121E-001
 1.9444305E+002, 4.0350404E+001, 2.4438308E+001,-2.6121493E+001, 4.6374650E+001, 3.3840503E-003, 9.7069502E-001
 1.9470891E+002, 3.6465058E+001, 2.3063416E+001,-2.6333380E+001, 4.6007287E+001, 3.3840503E-003, 9.7088305E-001
 1.9503043E+002, 3.8041020E+001, 2.3818720E+001,-2.6727440E+001, 4.5378602E+001, 3.3840503E-003, 9.7117009E-001
 1.9530765E+002, 3.3236141E+001, 2.2215447E+001,-2.7108443E+001, 4.5114109E+001, 3.3840503E-003, 9.7131864E-001
 1.9562445E+002, 3.2260861E+001, 2.2139226E+001,-2.7191931E+001, 4.4631587E+001, 3.3840503E-003, 9.7132377E-001
 1.9590166E+002, 3.5149473E+001, 2.3086975E+001,-2.7020230E+001, 4.4783763E+001, 3.3840503E-003, 9.7149371E-001
 1.9621846E+002, 3.7078489E+001, 2.3385608E+001,-2.7176905E+001, 4.5405393E+001, 3.3840503E-003, 9.7174647E-001
 1.9653528E+002, 3.1066408E+001, 2.1337022E+001,-2.7161441E+001, 4.4949913E+001, 3.3840503E-003, 9.7181454E-001
 1.9681248E+002, 3.2848841E+001, 2.2246865E+001,-2.6997402E+001, 4.4176996E+001, 3.3840503E-003, 9.7188817E-001
 1.9712929E+002, 3.2206795E+001, 2.2028875E+001,-2.6870738E+001, 4.3989926E+001, 3.3840503E-003, 9.7196297E-001
 1.9740649E+002, 3.4675565E+001, 2.2840063E+001,-2.6743969E+001, 4.3830539E+001, 3.3840503E-003, 9.7208144E-001
 1.9772331E+002, 3.5987382E+001, 2.3100398E+001,-2.6944786E+001, 4.4033354E+001, 3.3840503E-003, 9.7233900E-001
 1.9800052E+002, 3.0373986E+001, 2.0963126E+001,-2.6790189E+001, 4.4023756E+001, 3.3840503E-003, 9.7239460E-001
 1.9831732E+002, 3.6685246E+001, 2.3185769E+001,-2.6489386E+001, 4.3754113E+001, 3.3840503E-003, 9.7264705E-001
 1.9863414E+002, 3.4520166E+001, 2.2183424E+001,-2.6306510E+001, 4.3888415E+001, 3.3840503E-003, 9.7284690E-001
 1.9891135E+002, 3.7796620E+001, 2.3246770E+001,-2.6212585E+001, 4.3762384E+001, 3.3840503E-003, 9.7311733E-001
 1.9922815E+002, 3.1084954E+001, 2.0874448E+001,-2.6037652E+001, 4.3287240E+001, 3.3840503E-003, 9.7324868E-001
 1.9952814E+002, 3.5189191E+001, 2.2506676E+001,-2.6297389E+001, 4.2620503E+001, 3.3840503E-003, 9.7344331E-001
 1.9981129E+002, 3.8353295E+001, 2.3516351E+001,-2.6147385E+001, 4.2895849E+001, 3.3840503E-003, 9.7375416E-001
 2.0012984E+002, 3.6615717E+001, 2.2588036E+001,-2.5944991E+001, 4.3427344E+001, 3.3840503E-003, 9.7407072E-001
 2.0041299E+002, 4.0858187E+001, 2.3930601E+001,-2.5874669E+001, 4.3610795E+001, 3.3840503E-003, 9.7446651E-001
 2.0071385E+002, 3.8925999E+001, 2.3062378E+001,-2.5582726E+001, 4.3906306E+001, 3.3840503E-003, 9.7487001E-001
 2.0100089E+002, 3.3363752E+001, 2.1248728E+001,-2.5672068E+001, 4.3514391E+001, 3.3840503E-003, 9.7505111E-001
 2.0130728E+002, 3.8687657E+001, 2.3660742E+001,-2.5678142E+001, 4.2813153E+001, 3.3840503E-003, 9.7534550E-001
 2.0162048E+002, 3.3675583E+001, 2.1809066E+001,-2.5319961E+001, 4.3216571E+001, 3.3840503E-003, 9.7552148E-001
 2.0192009E+002, 2.7439576E+001, 1.9910283E+001,-2.5269414E+001, 4.2490520E+001, 3.3840503E-003, 9.7544297E-001
 2.0220470E+002, 3.1202370E+001, 2.1602393E+001,-2.5427208E+001, 4.1518776E+001, 3.3840503E-003, 9.7543535E-001
 2.0253424E+002, 2.7666321E+001, 2.0411781E+001,-2.5364869E+001, 4.1216189E+001, 3.3840503E-003, 9.7536116E-001
 2.0282260E+002, 2.5230188E+001, 1.9591337E+001,-2.5440875E+001, 4.0715250E+001, 3.3840503E-003, 9.7519980E-001
 2.0311096E+002, 3.6089228E+001, 2.3250927E+001,-2.5642475E+001, 4.0668565E+001, 3.3840503E-003, 9.7535936E-001
 2.0344051E+002, 3.3110949E+001, 2.1677483E+001,-2.5600275E+001, 4.1405563E+001, 3.3840503E-003, 9.7556336E-001
 2.0372887E+002, 2.7951212E+001, 1.9693405E+001,-2.5456901E+001, 4.1158704E+001, 3.3840503E-003, 9.7555138E-001
 2.0401723E+002, 3.8717249E+001, 2.3557465E+001,-2.5414016E+001, 4.0784041E+001, 3.3840503E-003, 9.7583665E-001
 2.0430138E+002, 3.8906005E+001, 2.3151861E+001,-2.5207735E+001, 4.1704676E+001, 3.3840503E-003, 9.7624901E-001
 2.0463429E+002, 3.1704683E+001, 2.0391970E+001,-2.4942124E+001, 4.1825570E+001, 3.3840503E-003, 9.7644681E-001
 2.0492860E+002, 3.3552006E+001, 2.1543483E+001,-2.5196191E+001, 4.0806647E+001, 3.3840503E-003, 9.7662011E-001
 2.0522945E+002, 3.9131572E+001, 2.3204521E+001,-2.5086308E+001, 4.1661601E+001, 3.3840503E-003, 9.7701363E-001
 2.0551721E+002, 3.2825491E+001, 2.0667194E+001,-2.4436577E+001, 4.2316769E+001, 3.3840503E-003, 9.7719292E-001
 2.0580498E+002, 3.2658277E+001, 2.0997815E+001,-2.4395103E+001, 4.1542112E+001, 3.3840503E-003, 9.7734972E-001
 2.0612872E+002, 3.9961668E+001, 2.3469840E+001,-2.4397159E+001, 4.1612485E+001, 3.3840503E-003, 9.7776463E-001
 2.0641284E+002, 3.4582403E+001, 2.1143420E+001,-2.4051095E+001, 4.2262451E+001, 3.3840503E-003, 9.7801717E-001
 2.0670381E+002, 3.8115359E+001, 2.2522798E+001,-2.3962346E+001, 4.1836138E+001, 3.3840503E-003, 9.7833084E-001
 2.0702710E+002, 4.5826694E+001, 2.4848009E+001,-2.3759866E+001, 4.2693945E+001, 3.3840503E-003, 9.7896345E-001
 2.0731807E+002, 4.2403327E+001, 2.3115293E+001,-2.3629644E+001, 4.4021092E+001, 3.3840503E-003, 9.7949049E-001
 2.0760902E+002, 4.0223945E+001, 2.2640138E+001,-2.3342007E+001, 4.3459249E+001, 3.3840503E-003, 9.7986307E-001
 2.0793233E+002, 4.5534137E+001, 2.4664324E+001,-2.3049173E+001, 4.3374783E+001, 3.3840503E-003, 9.8046564E-001
 2.0822328E+002, 3.9944974E+001, 2.2572570E+001,-2.2589954E+001, 4.3984838E+001, 3.3840503E-003, 9.8085093E-001
 2.0851425E+002, 3.6177591E+001, 2.1718861E+001,-2.2274566E+001, 4.3253150E+001, 3.3840503E-003, 9.8105133E-001
 2.0880522E+002, 4.2018825E+001, 2.4049755E+001,-2.2330931E+001, 4.2740056E+001, 3.3840503E-003, 9.8138829E-001
 2.0912851E+002, 3.5796484E+001, 2.1465838E+001,-2.2396330E+001, 4.3409271E+001, 3.3840503E-003, 9.8166465E-001
 2.0942270E+002, 2.9070865E+001, 1.9523698E+001,-2.2649305E+001, 4.1976276E+001, 3.3840503E-003, 9.8161620E-001
 2.0970720E+002, 3.3886270E+001, 2.1719914E+001,-2.2961551E+001, 4.0831875E+001, 3.3840503E-003, 9.8167427E-001
 2.1000592E+002, 3.9265597E+001, 2.3170989E+001,-2.2904128E+001, 4.1477829E+001, 3.3840503E-003, 9.8203869E-001
 2.1031888E+002, 2.7615058E+001, 1.8848764E+001,-2.2758942E+001, 4.1387450E+001, 3.3840503E-003, 9.8200794E-001
 2.1060327E+002, 2.9857177E+001, 2.0251139E+001,-2.3109034E+001, 3.9904472E+001, 3.3840503E-003, 9.8199864E-001
 2.1091862E+002, 3.8558944E+001, 2.3025334E+001,-2.3062392E+001, 4.0350901E+001, 3.3840503E-003, 9.8231640E-001
 2.1123398E+002, 3.0133900E+001, 1.9574750E+001,-2.3048925E+001, 4.1041422E+001, 3.3840503E-003, 9.8239359E-001
 2.1151430E+002, 3.0531191E+001, 2.0131439E+001,-2.3186278E+001, 4.0021569E+001, 3.3840503E-003, 9.8243796E-001
 2.1182967E+002, 3.4869708E+001, 2.1716064E+001,-2.3077685E+001, 3.9866758E+001, 3.3840503E-003, 9.8260571E-001
 2.1210999E+002, 3.8885488E+001, 2.2662036E+001,-2.2881574E+001, 4.0812441E+001, 3.3840503E-003, 9.8294931E-001
 2.1242534E+002, 3.1826950E+001, 1.9903913E+001,-2.2611995E+001, 4.1046283E+001, 3.3840503E-003, 9.8306118E-001
 2.1270566E+002, 3.3169991E+001, 2.0740330E+001,-2.2552645E+001, 4.0294388E+001, 3.3840503E-003, 9.8318899E-001
 2.1302101E+002, 4.2073469E+001, 2.3698325E+001,-2.2167495E+001, 4.0753593E+001, 3.3840503E-003, 9.8359497E-001
 2.1330133E+002, 3.7665415E+001, 2.1665425E+001,-2.1901641E+001, 4.1701131E+001, 3.3840503E-003, 9.8391790E-001
 2.1361668E+002, 3.6198624E+001, 2.1263766E+001,-2.1779981E+001, 4.1460801E+001, 3.3840503E-003, 9.8417074E-001
 2.1393205E+002, 3.9412473E+001, 2.2644853E+001,-2.1593386E+001, 4.1182277E+001, 3.3840503E-003, 9.8448338E-001
 2.1421237E+002, 4.1594545E+001, 2.3059749E+001,-2.1462223E+001, 4.1974200E+001, 3.3840503E-003, 9.8489069E-001
 2.1452773E+002, 3.4780226E+001, 2.0544467E+001,-2.1509997E+001, 4.2043405E+001, 3.3840503E-003, 9.8510010E-001
 2.1480804E+002, 3.4603563E+001, 2.1053959E+001,-2.1716992E+001, 4.0921743E+001, 3.3840503E-003, 9.8520675E-001
 2.1512340E+002, 4.1133103E+001, 2.3289208E+001,-2.1576442E+001, 4.1023894E+001, 3.3840503E-003, 9.8558044E-001
 2.1540372E+002, 3.4197668E+001, 2.0436278E+001,-2.1556490E+001, 4.1664258E+001, 3.3840503E-003, 9.8578083E-001
 2.1571909E+002, 3.1347187E+001, 1.9755674E+001,-2.1544894E+001, 4.0753412E+001, 3.3840503E-003, 9.8583480E-001
 2.1603444E+002, 3.5225477E+001, 2.1516610E+001,-2.1449824E+001, 3.9945471E+001, 3.3840503E-003, 9.8599284E-001
 2.1631476E+002, 3.5713818E+001, 2.1547229E+001,-2.1350536E+001, 4.0232144E+001, 3.3840503E-003, 9.8618845E-001
 2.1663011E+002, 2.5524994E+001, 1.8080303E+001,-2.1329591E+001, 3.9631092E+001, 3.3840503E-003, 9.8604834E-001
 2.1691043E+002, 2.6700982E+001, 1.9025928E+001,-2.1464260E+001, 3.8326205E+001, 3.3840503E-003, 9.8592267E-001
 2.1722578E+002, 3.2126928E+001, 2.0857437E+001,-2.1376698E+001, 3.8263128E+001, 3.3840503E-003, 9.8597843E-001
 2.1750610E+002, 2.6584227E+001, 1.8595648E+001,-2.1546112E+001, 3.8576358E+001, 3.3840503E-003, 9.8592006E-001
 2.1782147E+002, 2.1440185E+001, 1.6979223E+001,-2.1547783E+001, 3.7647989E+001, 3.3840503E-003, 9.8565129E-001
 2.1810179E+002, 2.3412764E+001, 1.8094836E+001,-2.1520888E+001, 3.6517358E+001, 3.3840503E-003, 9.8545407E-001
 2.1843466E+002, 2.8873265E+001, 1.9861012E+001,-2.1449237E+001, 3.6504438E+001, 3.3840503E-003, 9.8544799E-001
 2.1870447E+002, 2.4398717E+001, 1.7925941E+001,-2.1481973E+001, 3.6801956E+001, 3.3840503E-003, 9.8534430E-001
 2.1901282E+002, 2.1641447E+001, 1.6985111E+001,-2.1558287E+001, 3.6294627E+001, 3.3840503E-003, 9.8512879E-001
 2.1932117E+002, 2.5396212E+001, 1.8499256E+001,-2.1623461E+001, 3.5652500E+001, 3.3840503E-003, 9.8503611E-001
 2.1962952E+002, 2.9357984E+001, 1.9676937E+001,-2.1506216E+001, 3.5853655E+001, 3.3840503E-003, 9.8510265E-001
 2.1993787E+002, 2.3460976E+001, 1.7383184E+001,-2.1391386E+001, 3.5992690E+001, 3.3840503E-003, 9.8498666E-001
 2.2020767E+002, 2.1483568E+001, 1.6773423E+001,-2.1493439E+001, 3.5426439E+001, 3.3840503E-003, 9.8482019E-001
 2.2051602E+002, 2.5334232E+001, 1.8179614E+001,-2.1643516E+001, 3.5020216E+001, 3.3840503E-003, 9.8475375E-001
 2.2082437E+002, 3.0939532E+001, 1.9912316E+001,-2.1773850E+001, 3.5331799E+001, 3.3840503E-003, 9.8491408E-001
 2.2113272E+002, 2.4335067E+001, 1.7310482E+001,-2.2123665E+001, 3.5758640E+001, 3.3840503E-003, 9.8489978E-001
 2.2140253E+002, 2.0282362E+001, 1.6039535E+001,-2.2211734E+001, 3.5065332E+001, 3.3840503E-003, 9.8475060E-001
 2.2171089E+002, 2.1982189E+001, 1.7018534E+001,-2.2398677E+001, 3.4090067E+001, 3.3840503E-003, 9.8461156E-001
 2.2201924E+002, 2.4478440E+001, 1.7816819E+001,-2.2701830E+001, 3.3987572E+001, 3.3840503E-003, 9.8457127E-001
 2.2232759E+002, 2.3692416E+001, 1.7267575E+001,-2.2868262E+001, 3.4286175E+001, 3.3840503E-003, 9.8454799E-001
 2.2263594E+002, 2.0592090E+001, 1.6234622E+001,-2.2673104E+001, 3.3935408E+001, 3.3840503E-003, 9.8440434E-001
 2.2290959E+002, 2.0437404E+001, 1.6333735E+001,-2.2632853E+001, 3.3428156E+001, 3.3840503E-003, 9.8426015E-001
 2.2320638E+002, 2.3637368E+001, 1.7394726E+001,-2.2554221E+001, 3.3435822E+001, 3.3840503E-003, 9.8423752E-001
 2.2350317E+002, 1.7923358E+001, 1.5340651E+001,-2.2553490E+001, 3.3268296E+001, 3.3840503E-003, 9.8403540E-001
 2.2384236E+002, 1.9720203E+001, 1.6089222E+001,-2.2671356E+001, 3.2705338E+001, 3.3840503E-003, 9.8384582E-001
 2.2413914E+002, 2.4079731E+001, 1.7479235E+001,-2.2679713E+001, 3.2687276E+001, 3.3840503E-003, 9.8384777E-001
 2.2443593E+002, 2.3015484E+001, 1.6836888E+001,-2.2778189E+001, 3.3013955E+001, 3.3840503E-003, 9.8383763E-001
 2.2473271E+002, 2.3748307E+001, 1.6925959E+001,-2.2823712E+001, 3.3156488E+001, 3.3840503E-003, 9.8388187E-001
 2.2502951E+002, 2.7648773E+001, 1.8141484E+001,-2.2760797E+001, 3.3231113E+001, 3.3840503E-003, 9.8404223E-001
 2.2532629E+002, 3.1731648E+001, 1.9239150E+001,-2.2477461E+001, 3.3611107E+001, 3.3840503E-003, 9.8438525E-001
 2.2562308E+002, 2.8958177E+001, 1.7852792E+001,-2.2297167E+001, 3.4042651E+001, 3.3840503E-003, 9.8464952E-001
 2.2591986E+002, 3.2867053E+001, 1.9084563E+001,-2.2262811E+001, 3.4162567E+001, 3.3840503E-003, 9.8502500E-001
 2.2621237E+002, 3.7226366E+001, 2.0355875E+001,-2.1948489E+001, 3.4799479E+001, 3.3840503E-003, 9.8556809E-001
 2.2651730E+002, 3.1782864E+001, 1.8170380E+001,-2.1455979E+001, 3.5260805E+001, 3.3840503E-003, 9.8595105E-001
 2.2681815E+002, 3.2117350E+001, 1.8494594E+001,-2.1375569E+001, 3.4898064E+001, 3.3840503E-003, 9.8631249E-001
 2.2712440E+002, 2.9386194E+001, 1.7801168E+001,-2.1272705E+001, 3.4511217E+001, 3.3840503E-003, 9.8654562E-001
 2.2743065E+002, 4.2128260E+001, 2.2204429E+001,-2.1169191E+001, 3.5099089E+001, 3.3840503E-003, 9.8720282E-001
 2.2770287E+002, 3.2196308E+001, 1.8186716E+001,-2.0874390E+001, 3.6413383E+001, 3.3840503E-003, 9.8752576E-001
 2.2800912E+002, 2.8922923E+001, 1.7436359E+001,-2.0904512E+001, 3.5667414E+001, 3.3840503E-003, 9.8769655E-001
 2.2831537E+002, 3.2077035E+001, 1.8856371E+001,-2.0543508E+001, 3.5161867E+001, 3.3840503E-003, 9.8793888E-001
 2.2863184E+002, 4.0860153E+001, 2.1600242E+001,-2.0183216E+001, 3.6006271E+001, 3.3840503E-003, 9.8851712E-001
 2.2891258E+002, 2.8835476E+001, 1.7250712E+001,-2.0283028E+001, 3.6309371E+001, 3.3840503E-003, 9.8869194E-001
 2.2920737E+002, 3.1295072E+001, 1.8589255E+001,-2.0493814E+001, 3.5437388E+001, 3.3840503E-003, 9.8888103E-001
 2.2950217E+002, 3.3311344E+001, 1.9363845E+001,-1.9817993E+001, 3.5297949E+001, 3.3840503E-003, 9.8908319E-001
 2.2982971E+002, 3.8748853E+001, 2.0771787E+001,-1.9671980E+001, 3.6339773E+001, 3.3840503E-003, 9.8957940E-001
 2.3012450E+002, 3.5321989E+001, 1.9312435E+001,-1.9743798E+001, 3.6897086E+001, 3.3840503E-003, 9.8991980E-001
 2.3041930E+002, 3.4758920E+001, 1.9439904E+001,-1.9703832E+001, 3.6540445E+001, 3.3840503E-003, 9.9020907E-001
 2.3071410E+002, 3.4648263E+001, 1.9473811E+001,-1.9290593E+001, 3.6560281E+001, 3.3840503E-003, 9.9046865E-001
 2.3100888E+002, 3.9932579E+001, 2.1204758E+001,-1.8780636E+001, 3.6900624E+001, 3.3840503E-003, 9.9088346E-001
 2.3130368E+002, 3.9213617E+001, 2.0704472E+001,-1.8455191E+001, 3.7523759E+001, 3.3840503E-003, 9.9130440E-001
 2.3163123E+002, 3.7230999E+001, 1.9982442E+001,-1.8504883E+001, 3.7798753E+001, 3.3840503E-003, 9.9167177E-001
 2.3192603E+002, 3.9488657E+001, 2.0939461E+001,-1.7987080E+001, 3.7828215E+001, 3.3840503E-003, 9.9204268E-001
 2.3221085E+002, 4.0308184E+001, 2.1063661E+001,-1.7346362E+001, 3.8353195E+001, 3.3840503E-003, 9.9243160E-001
 2.3250517E+002, 3.9128766E+001, 2.0694213E+001,-1.7192786E+001, 3.8554303E+001, 3.3840503E-003, 9.9277892E-001
 2.3282893E+002, 3.8130033E+001, 2.0498590E+001,-1.6891241E+001, 3.8406856E+001, 3.3840503E-003, 9.9309832E-001
 2.3312325E+002, 4.1035430E+001, 2.1508255E+001,-1.6511374E+001, 3.8512741E+001, 3.3840503E-003, 9.9347519E-001
 2.3341757E+002, 3.8784126E+001, 2.0558614E+001,-1.6162211E+001, 3.8791246E+001, 3.3840503E-003, 9.9378804E-001
 2.3371190E+002, 3.8913977E+001, 2.0717111E+001,-1.5900139E+001, 3.8485372E+001, 3.3840503E-003, 9.9407696E-001
 2.3400623E+002, 4.1615450E+001, 2.1621875E+001,-1.5460243E+001, 3.8566014E+001, 3.3840503E-003, 9.9444410E-001
 2.3430055E+002, 4.0059145E+001, 2.1019655E+001,-1.5245445E+001, 3.8728062E+001, 3.3840503E-003, 9.9476152E-001
 2.3462431E+002, 4.0451376E+001, 2.1200966E+001,-1.5642712E+001, 3.8674429E+001, 3.3840503E-003, 9.9513306E-001
 2.3491864E+002, 3.6152245E+001, 1.9846436E+001,-1.5954190E+001, 3.8348944E+001, 3.3840503E-003, 9.9532884E-001
 2.3521297E+002, 3.7839691E+001, 2.0640777E+001,-1.5904947E+001, 3.7829299E+001, 3.3840503E-003, 9.9555028E-001
 2.3550728E+002, 3.8043890E+001, 2.0594282E+001,-1.5760793E+001, 3.8015652E+001, 3.3840503E-003, 9.9579213E-001
 2.3580161E+002, 3.8716740E+001, 2.0791615E+001,-1.5972978E+001, 3.8007324E+001, 3.3840503E-003, 9.9605798E-001
 2.3612537E+002, 3.7302969E+001, 2.0208625E+001,-1.6052860E+001, 3.8123684E+001, 3.3840503E-003, 9.9631716E-001
 2.3641969E+002, 3.5445984E+001, 1.9700220E+001,-1.5730100E+001, 3.7830195E+001, 3.3840503E-003, 9.9646204E-001
 2.3671402E+002, 3.6564576E+001, 2.0232119E+001,-1.5121480E+001, 3.7563179E+001, 3.3840503E-003, 9.9662356E-001
 2.3700835E+002, 3.6052128E+001, 2.0058565E+001,-1.4500077E+001, 3.7629425E+001, 3.3840503E-003, 9.9674638E-001
 2.3730267E+002, 3.6692317E+001, 2.0345710E+001,-1.4476643E+001, 3.7658221E+001, 3.3840503E-003, 9.9686905E-001
 2.3762642E+002, 3.3962962E+001, 1.9441489E+001,-1.4710959E+001, 3.7664993E+001, 3.3840503E-003, 9.9691701E-001
 2.3792664E+002, 3.2107472E+001, 1.9028737E+001,-1.4753014E+001, 3.7171608E+001, 3.3840503E-003, 9.9686714E-001
 2.3821802E+002, 3.0783008E+001, 1.8708548E+001,-1.5504915E+001, 3.6646132E+001, 3.3840503E-003, 9.9681535E-001
